Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000241,13.483239,[70  3] ; [48 17],[62.42028986 10.57971014] ; [55.57971014  9.42028986],1
s7,1,0.000247,13.434046,[54 17] ; [29 35],[43.65185185 27.34814815] ; [39.34814815 24.65185185],1
p6,1,0.001418,10.181978,[39 34] ; [17 47],[29.83941606 43.16058394] ; [26.16058394 37.83941606],0
s2,1,0.001478,10.10598,[61 13] ; [37 27],[52.55072464 21.44927536] ; [45.44927536 18.55072464],0
p9,1,0.003259,8.656297,[68  5] ; [48 16],[61.81021898 11.18978102] ; [54.18978102  9.81021898],0
s8,1,0.004947,7.898828,[45 29] ; [24 41],[36.73381295 37.26618705] ; [32.26618705 32.73381295],0
a4,1,0.006268,7.471631,[41 33] ; [21 44],[33.00719424 40.99280576] ; [28.99280576 36.00719424],0
p5,1,0.026654,4.913077,[ 8 66] ; [ 1 64],[ 4.79136691 69.20863309] ; [ 4.20863309 60.79136691],0
d2,1,0.029329,4.748191,[41 33] ; [24 41],[34.60431655 39.39568345] ; [30.39568345 34.60431655],0
s3,1,0.062522,3.469181,[58 16] ; [41 23],[53.08695652 20.91304348] ; [45.91304348 18.08695652],0
p4,1,0.064678,3.413176,[49 25] ; [33 32],[43.65467626 30.34532374] ; [38.34532374 26.65467626],0
d1,1,0.064678,3.413176,[49 25] ; [33 32],[43.65467626 30.34532374] ; [38.34532374 26.65467626],0
b4,1,0.069239,3.30098,[52 22] ; [36 29],[46.84892086 27.15107914] ; [41.15107914 23.84892086],0
a5,1,0.071542,3.24729,[58 16] ; [42 23],[53.23741007 20.76258993] ; [46.76258993 18.23741007],0
r4,1,0.072089,3.234805,[71  3] ; [57  8],[68.14388489  5.85611511] ; [59.85611511  5.14388489],0
p7,1,0.075351,3.16242,[51 20] ; [36 27],[46.09701493 24.90298507] ; [40.90298507 22.09701493],0
p12,1,0.077195,3.123,[ 6 68] ; [ 1 64],[ 3.72661871 70.27338129] ; [ 3.27338129 61.72661871],0
p10,1,0.08139,3.036923,[65  9] ; [49 15],[61.13043478 12.86956522] ; [52.86956522 11.13043478],0
a6,1,0.087213,2.925073,[42 32] ; [46 19],[46.84892086 27.15107914] ; [41.15107914 23.84892086],0
b5,1,0.087213,2.925073,[42 32] ; [46 19],[46.84892086 27.15107914] ; [41.15107914 23.84892086],0
d4,1,0.097773,2.741501,[63 11] ; [48 17],[59.09352518 14.90647482] ; [51.90647482 13.09352518],0
n2,1,0.11142,2.533957,[19  3] ; [11  6],[16.92307692  5.07692308] ; [13.07692308  3.92307692],0
p1,1,0.113947,2.498607,[ 9 65] ; [ 3 62],[ 6.38848921 67.61151079] ; [ 5.61151079 59.38848921],0
a8,1,0.139626,2.182081,[ 1 66] ; [ 4 57],[ 2.6171875 64.3828125] ; [ 2.3828125 58.6171875],0
a7,1,0.196922,1.665058,[48 26] ; [48 16],[51.47826087 22.52173913] ; [44.52173913 19.47826087],0
b2,1,0.213782,1.545628,[12 30] ; [ 5 26],[ 9.78082192 32.21917808] ; [ 7.21917808 23.78082192],0
b3,1,0.213782,1.545628,[12 30] ; [ 5 26],[ 9.78082192 32.21917808] ; [ 7.21917808 23.78082192],0
v1,1,0.21751,1.520721,[39 35] ; [27 37],[35.39130435 38.60869565] ; [30.60869565 33.39130435],0
v2,1,0.22948,1.444079,[36 36] ; [25 38],[32.53333333 39.46666667] ; [28.46666667 34.53333333],0
p8,1,0.249774,1.324568,[38 34] ; [27 36],[34.66666667 37.33333333] ; [30.33333333 32.66666667],0
v3,1,0.280332,1.165481,[26 47] ; [17 46],[23.08088235 49.91911765] ; [19.91911765 43.08088235],0
n6,1,0.282622,1.15444,[65  9] ; [52 12],[62.73913043 11.26086957] ; [54.26086957  9.73913043],0
n4,1,0.337811,0.918721,[48 26] ; [37 28],[45.25179856 28.74820144] ; [39.74820144 25.25179856],0
r3,1,0.356435,0.850414,[70  3] ; [59  5],[68.73722628  4.26277372] ; [60.26277372  3.73722628],0
n5,1,0.368508,0.808688,[52 22] ; [41 24],[49.51079137 24.48920863] ; [43.48920863 21.51079137],0
p3,1,0.441004,0.593668,[39 35] ; [30 35],[36.73381295 37.26618705] ; [32.26618705 32.73381295],0
n3,1,0.479265,0.500535,[16  6] ; [14  3],[16.92307692  5.07692308] ; [13.07692308  3.92307692],0
s1,1,0.512416,0.429131,[ 4 70] ; [ 2 62],[ 3.2173913 70.7826087] ; [ 2.7826087 61.2173913],0
p2,1,0.513673,0.426578,[57 17] ; [53 12],[58.56115108 15.43884892] ; [51.43884892 13.56115108],0
p11,1,0.522023,0.409894,[51 23] ; [48 17],[52.70503597 21.29496403] ; [46.29496403 18.70503597],0
d5,1,0.533249,0.388197,[62 12] ; [51 13],[60.5942029 13.4057971] ; [52.4057971 11.5942029],0
v4,1,0.557708,0.343688,[71  3] ; [60  4],[70.24637681  3.75362319] ; [60.75362319  3.24637681],0
n1,1,0.590438,0.289661,[ 6 16] ; [ 6 11],[ 6.76923077 15.23076923] ; [ 5.23076923 11.76923077],0
a1,1,0.63743,0.222119,[ 2 72] ; [ 1 64],[ 1.5971223 72.4028777] ; [ 1.4028777 63.5971223],0
a3,1,0.772932,0.083256,[54 20] ; [46 19],[53.23741007 20.76258993] ; [46.76258993 18.23741007],0
u1,1,0.787972,0.072331,[15 59] ; [12 53],[14.37410072 59.62589928] ; [12.62589928 52.37410072],0
a2,1,0.814391,0.055115,[16 58] ; [13 52],[15.43884892 58.56115108] ; [13.56115108 51.43884892],0
b1,1,0.873297,0.025431,[26 48] ; [22 43],[25.55395683 48.44604317] ; [22.44604317 42.55395683],0
u2,1,0.893719,0.017849,[ 8 12] ; [ 8 11],[ 8.20512821 11.79487179] ; [ 7.79487179 11.20512821],0
d3,1,0.903061,0.014834,[56 18] ; [49 15],[56.30434783 17.69565217] ; [48.69565217 15.30434783],0
u3,1,0.904587,0.014368,[13  7] ; [12  7],[12.82051282  7.17948718] ; [12.17948718  6.82051282],0
r1,1,0.990513,0.000141,[58 16] ; [51 14],[58.02877698 15.97122302] ; [50.97122302 14.02877698],0
