Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.604997,[115 135] ; [234  98],[149.91408935 100.08591065] ; [199.08591065 132.91408935],1
v3,1,0.0,34.678254,[ 73 182] ; [175 156],[107.91808874 147.08191126] ; [140.08191126 190.91808874],1
n5,1,0.0,31.574902,[172  86] ; [294  48],[200.38  57.62] ; [265.62  76.38],1
p4,1,3e-06,21.617793,[137 122] ; [244  98],[164.19134775  94.80865225] ; [216.80865225 125.19134775],1
p6,1,5e-06,20.721754,[ 76 184] ; [160 176],[102.95302013 157.04697987] ; [133.04697987 202.95302013],1
p3,1,2.7e-05,17.64751,[113 148] ; [207 135],[138.50746269 122.49253731] ; [181.49253731 160.50746269],1
p8,1,7.6e-05,15.658237,[122 137] ; [214 124],[145.76884422 113.23115578] ; [190.23115578 147.76884422],1
s5,1,0.000114,14.887187,[ 75 176] ; [151 180],[ 97.46735395 153.53264605] ; [128.53264605 202.46735395],1
p7,1,0.000148,14.39536,[153 102] ; [248  84],[174.19931857  80.80068143] ; [226.80068143 105.19931857],1
s8,1,0.000215,13.691873,[103 157] ; [187 154],[125.45757072 134.54242928] ; [164.54242928 176.45757072],1
p9,1,0.000535,11.989669,[236  25] ; [332  10],[245.85074627  15.14925373] ; [322.14925373  19.85074627],1
p2,1,0.000756,11.345983,[212  48] ; [310  31],[225.82362729  34.17637271] ; [296.17637271  44.82362729],1
p5,1,0.001545,10.024102,[ 21 240] ; [ 57 282],[ 33.93 227.07] ; [ 44.07 294.93],0
r4,1,0.002046,9.50767,[228  33] ; [324  19],[238.52980132  22.47019868] ; [313.47019868  29.52980132],0
s6,1,0.003471,8.541584,[163  93] ; [252  85],[179.15682968  76.84317032] ; [235.84317032 101.15682968],0
v4,1,0.005224,7.800134,[242  17] ; [334   7],[248.64  10.36] ; [327.36  13.64],0
p12,1,0.009264,6.771215,[ 15 245] ; [ 41 301],[ 24.18604651 235.81395349] ; [ 31.81395349 310.18604651],0
b3,1,0.00946,6.733858,[47 98] ; [100 117],[58.88121547 86.11878453] ; [ 88.11878453 128.88121547],0
b2,1,0.00946,6.733858,[47 98] ; [100 117],[58.88121547 86.11878453] ; [ 88.11878453 128.88121547],0
n6,1,0.017649,5.630698,[217  43] ; [306  34],[226.63333333  33.36666667] ; [296.36666667  43.63333333],0
s2,1,0.020427,5.375017,[129 131] ; [201 139],[143. 117.] ; [187. 153.],0
r2,1,0.022353,5.218135,[237  20] ; [328  12],[243.22445561  13.77554439] ; [321.77554439  18.22445561],0
u4,1,0.032524,4.570647,[  1 260] ; [  9 334],[  4.32119205 256.67880795] ; [  5.67880795 337.32119205],0
n4,1,0.034141,4.487628,[197  64] ; [283  60],[207.41721854  53.58278146] ; [272.58278146  70.41721854],0
p11,1,0.040775,4.185335,[209  52] ; [296  47],[218.22019868  42.77980132] ; [286.77980132  56.22019868],0
r1,1,0.048047,3.908331,[206  54] ; [292  50],[215.08305648  44.91694352] ; [282.91694352  59.08305648],0
s7,1,0.070728,3.266035,[120 132] ; [181 147],[130.77931034 121.22068966] ; [170.22068966 157.77931034],0
a4,1,0.078902,3.087372,[117 144] ; [178 164],[127.68656716 133.31343284] ; [167.31343284 174.68656716],0
n1,1,0.101757,2.677793,[20 48] ; [24 31],[24.32520325 43.67479675] ; [19.67479675 35.32520325],0
u1,1,0.104154,2.640748,[ 46 215] ; [ 79 264],[ 54.01490066 206.98509934] ; [ 70.98509934 272.01490066],0
d5,1,0.10703,2.597533,[224  37] ; [309  34],[230.31953642  30.68046358] ; [302.68046358  40.31953642],0
b5,1,0.12665,2.333097,[146 115] ; [213 130],[155.1307947 105.8692053] ; [203.8692053 139.1307947],0
d1,1,0.129219,2.301864,[177  84] ; [252  91],[185.37913907  75.62086093] ; [243.62086093  99.37913907],0
n3,1,0.132518,2.262752,[51 16] ; [35 20],[47.2295082 19.7704918] ; [38.7704918 16.2295082],0
