Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,19.002166,[13 29] ; [55 21],[24.20338983 17.79661017] ; [43.79661017 32.20338983],1
a3,1,0.059916,3.539698,[19 23] ; [48 28],[23.84745763 18.15254237] ; [43.15254237 32.84745763],0
u3,1,0.111406,2.534161,[ 8 15] ; [16 12],[10.82352941 12.17647059] ; [13.17647059 14.82352941],0
p8,1,0.112635,2.516856,[10 32] ; [29 47],[13.88135593 28.11864407] ; [25.11864407 50.88135593],0
r1,1,0.118446,2.437754,[27 15] ; [59 17],[30.61016949 11.38983051] ; [55.38983051 20.61016949],0
n2,1,0.148731,2.085217,[8 6] ; [19  5],[9.94736842 4.05263158] ; [17.05263158  6.94736842],0
v1,1,0.186698,1.743487,[12 30] ; [31 45],[15.30508475 26.69491525] ; [27.69491525 48.30508475],0
s6,1,0.212594,1.553672,[18 23] ; [42 33],[21.20689655 19.79310345] ; [38.79310345 36.20689655],0
b1,1,0.225497,1.469039,[20 22] ; [45 31],[23.13559322 18.86440678] ; [41.86440678 34.13559322],0
s5,1,0.241746,1.370384,[11 30] ; [13 61],[ 8.55652174 32.44347826] ; [15.44347826 58.55652174],0
u2,1,0.247349,1.338213,[ 7 15] ; [13 14],[ 8.97959184 13.02040816] ; [11.02040816 15.97959184],0
p6,1,0.366543,0.815352,[ 7 34] ; [18 56],[ 8.91304348 32.08695652] ; [16.08695652 57.91304348],0
s7,1,0.376161,0.78321,[12 29] ; [27 45],[14.15044248 26.84955752] ; [24.84955752 47.15044248],0
v3,1,0.409936,0.678987,[12 29] ; [28 48],[14.01709402 26.98290598] ; [25.98290598 50.01709402],0
s2,1,0.41265,0.671154,[17 24] ; [25 49],[14.97391304 26.02608696] ; [27.02608696 46.97391304],0
n4,1,0.420303,0.649467,[28 14] ; [56 20],[29.89830508 12.10169492] ; [54.10169492 21.89830508],0
s4,1,0.447576,0.576784,[ 5 36] ; [13 61],[ 6.4173913 34.5826087] ; [11.5826087 62.4173913],0
p5,1,0.449333,0.572335,[ 3 39] ; [ 3 73],[ 2.13559322 39.86440678] ; [ 3.86440678 72.13559322],0
p3,1,0.499449,0.456107,[12 30] ; [26 49],[13.64102564 28.35897436] ; [24.35897436 50.64102564],0
a4,1,0.521111,0.411694,[15 25] ; [24 52],[13.44827586 26.55172414] ; [25.55172414 50.44827586],0
d2,1,0.528744,0.396806,[18 23] ; [38 38],[19.62393162 21.37606838] ; [36.37606838 39.62393162],0
a5,1,0.660694,0.192681,[22 20] ; [43 33],[23.13559322 18.86440678] ; [41.86440678 34.13559322],0
a1,1,0.689111,0.160049,[ 2 40] ; [ 5 71],[ 2.49152542 39.50847458] ; [ 4.50847458 71.49152542],0
b4,1,0.697177,0.151426,[25 17] ; [48 28],[25.98305085 16.01694915] ; [47.01694915 28.98305085],0
s8,1,0.788956,0.071646,[10 31] ; [20 55],[10.60344828 30.39655172] ; [19.39655172 55.60344828],0
p7,1,0.812473,0.056281,[19 22] ; [36 38],[19.60869565 21.39130435] ; [35.39130435 38.60869565],0
s3,1,0.817801,0.053072,[17 25] ; [32 43],[17.58974359 24.41025641] ; [31.41025641 43.58974359],0
a8,1,0.825079,0.048849,[ 4 35] ; [ 6 61],[ 3.67924528 35.32075472] ; [ 6.32075472 60.67924528],0
p1,1,0.882873,0.021706,[ 3 39] ; [ 6 70],[ 3.20338983 38.79661017] ; [ 5.79661017 70.20338983],0
p11,1,0.9582,0.002747,[23 19] ; [42 34],[23.13559322 18.86440678] ; [41.86440678 34.13559322],0
n5,1,0.961322,0.002352,[28 14] ; [51 25],[28.11864407 13.88135593] ; [50.88135593 25.11864407],0
