Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.883087,[18 64] ; [52 35],[33.96449704 48.03550296] ; [36.03550296 50.96449704],1
s2,1,3e-06,22.108184,[25 57] ; [58 29],[40.27218935 41.72781065] ; [42.72781065 44.27218935],1
s3,1,2.9e-05,17.461833,[37 44] ; [67 20],[50.14285714 30.85714286] ; [53.85714286 33.14285714],1
a3,1,8.7e-05,15.404016,[45 37] ; [72 15],[56.76923077 25.23076923] ; [60.23076923 26.76923077],1
s6,1,0.000105,15.050874,[42 37] ; [70 16],[53.62424242 25.37575758] ; [58.37575758 27.62424242],1
p9,1,0.000367,12.693008,[58 24] ; [80  7],[66.95857988 15.04142012] ; [71.04142012 15.95857988],1
v4,1,0.003623,8.463622,[72 10] ; [86  1],[76.66272189  5.33727811] ; [81.33727811  5.66272189],0
s5,1,0.004041,8.265385,[18 60] ; [37 46],[26.64596273 51.35403727] ; [28.35403727 54.64596273],0
p2,1,0.007923,7.050745,[62 20] ; [79  8],[68.41420118 13.58579882] ; [72.58579882 14.41420118],0
d1,1,0.011647,6.363821,[35 47] ; [54 33],[43.18343195 38.81656805] ; [45.81656805 41.18343195],0
n4,1,0.014062,6.030282,[58 24] ; [75 12],[64.53254438 17.46745562] ; [68.46745562 18.53254438],0
u1,1,0.019584,5.448641,[10 72] ; [23 64],[16.01183432 65.98816568] ; [16.98816568 70.01183432],0
d4,1,0.022274,5.224234,[59 23] ; [75 12],[65.01775148 16.98224852] ; [68.98224852 18.01775148],0
r3,1,0.022295,5.22258,[73  9] ; [85  2],[76.66272189  5.33727811] ; [81.33727811  5.66272189],0
p6,1,0.027788,4.841145,[30 52] ; [46 40],[37.0952381 44.9047619] ; [38.9047619 47.0952381],0
p4,1,0.040308,4.204888,[58 24] ; [73 14],[63.56213018 18.43786982] ; [67.43786982 19.56213018],0
a4,1,0.044301,4.045034,[28 54] ; [43 44],[34.44970414 47.55029586] ; [36.55029586 50.44970414],0
n1,1,0.046156,3.975877,[ 3 15] ; [ 9 10],[ 5.83783784 12.16216216] ; [ 6.16216216 12.83783784],0
n5,1,0.047695,3.920689,[50 31] ; [66 21],[55.92857143 25.07142857] ; [60.07142857 26.92857143],0
p5,1,0.048968,3.876443,[ 8 74] ; [18 69],[12.61538462 69.38461538] ; [13.38461538 73.61538462],0
b3,1,0.048986,3.875819,[11 38] ; [23 34],[15.71698113 33.28301887] ; [18.28301887 38.71698113],0
b2,1,0.048986,3.875819,[11 38] ; [23 34],[15.71698113 33.28301887] ; [18.28301887 38.71698113],0
s4,1,0.063821,3.435209,[12 69] ; [23 64],[16.875 64.125] ; [18.125 68.875],0
a2,1,0.065274,3.398043,[13 69] ; [24 63],[17.95266272 64.04733728] ; [19.04733728 67.95266272],0
u2,1,0.072687,3.221278,[17 20] ; [11  4],[19.92307692 17.07692308] ; [8.07692308 6.92307692],0
d3,1,0.083808,2.989459,[46 36] ; [60 27],[51.43195266 30.56804734] ; [54.56804734 32.43195266],0
p10,1,0.084225,2.98142,[58 23] ; [72 15],[62.67857143 18.32142857] ; [67.32142857 19.67857143],0
d2,1,0.084991,2.966771,[33 48] ; [47 40],[38.57142857 42.42857143] ; [41.42857143 45.57142857],0
b4,1,0.092157,2.836289,[52 30] ; [44 43],[46.57988166 35.42011834] ; [49.42011834 37.57988166],0
n6,1,0.094107,2.802686,[64 17] ; [77 10],[67.98214286 13.01785714] ; [73.01785714 13.98214286],0
a5,1,0.10284,2.660946,[56 26] ; [69 18],[60.65088757 21.34911243] ; [64.34911243 22.65088757],0
r1,1,0.124865,2.355206,[58 23] ; [71 16],[62.19642857 18.80357143] ; [66.80357143 20.19642857],0
p7,1,0.133489,2.251459,[55 26] ; [68 19],[59.30357143 21.69642857] ; [63.69642857 23.30357143],0
a6,1,0.165527,1.922997,[60 22] ; [55 32],[55.79881657 26.20118343] ; [59.20118343 27.79881657],0
r2,1,0.176865,1.82377,[72  8] ; [83  4],[74.25149701  5.74850299] ; [80.74850299  6.25149701],0
v3,1,0.241037,1.374521,[20 60] ; [28 56],[23.41463415 56.58536585] ; [24.58536585 59.41463415],0
r4,1,0.273974,1.196743,[70 12] ; [79  8],[72.29585799  9.70414201] ; [76.70414201 10.29585799],0
d5,1,0.347997,0.880749,[60 22] ; [69 18],[62.59171598 19.40828402] ; [66.40828402 20.59171598],0
u3,1,0.405563,0.691769,[17 19] ; [9 6],[18.35294118 17.64705882] ; [7.64705882 7.35294118],0
p11,1,0.446049,0.580671,[62 20] ; [70 17],[64.04733728 17.95266272] ; [67.95266272 19.04733728],0
s1,1,0.448494,0.574455,[ 2 80] ; [ 4 83],[ 2.9112426 79.0887574] ; [ 3.0887574 83.9112426],0
a7,1,0.477652,0.504219,[57 25] ; [56 31],[54.82840237 27.17159763] ; [58.17159763 28.82840237],0
v2,1,0.486421,0.484433,[32 48] ; [39 47],[34.21686747 45.78313253] ; [36.78313253 49.21686747],0
p1,1,0.624164,0.240059,[11 71] ; [14 73],[12.13017751 69.86982249] ; [12.86982249 74.13017751],0
p12,1,0.6376,0.221895,[ 5 76] ; [ 7 80],[ 5.78571429 75.21428571] ; [ 6.21428571 80.78571429],0
b1,1,0.740259,0.109899,[36 46] ; [36 51],[34.93491124 47.06508876] ; [37.06508876 49.93491124],0
p8,1,0.763866,0.090245,[50 32] ; [55 32],[50.94674556 31.05325444] ; [54.05325444 32.94674556],0
n2,1,0.823181,0.049933,[12  6] ; [12  7],[11.67567568  6.32432432] ; [12.32432432  6.67567568],0
a1,1,0.923125,0.009312,[ 5 77] ; [ 5 82],[ 4.85207101 77.14792899] ; [ 5.14792899 81.85207101],0
a8,1,0.927443,0.008292,[ 8 68] ; [ 9 73],[ 8.17721519 67.82278481] ; [ 8.82278481 73.17721519],0
n3,1,0.931166,0.007461,[14  4] ; [15  4],[14.10810811  3.89189189] ; [14.89189189  4.10810811],0
b5,1,0.933215,0.007023,[40 42] ; [43 44],[40.27218935 41.72781065] ; [42.72781065 44.27218935],0
