Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,104.492779,[ 4 80] ; [206  99],[45.3470437 38.6529563] ; [164.6529563 140.3470437],1
d3,1,0.0,78.92417,[21 61] ; [237  68],[54.66666667 27.33333333] ; [203.33333333 101.66666667],1
d5,1,0.0,68.009056,[41 42] ; [273  32],[67.17010309 15.82989691] ; [246.82989691  58.17010309],1
r3,1,3e-06,21.988615,[67 17] ; [291  14],[77.3059126  6.6940874] ; [280.6940874  24.3059126],1
a5,1,2.2e-05,17.999366,[45 39] ; [235  70],[60.46272494 23.53727506] ; [219.53727506  85.46272494],1
r4,1,0.000135,14.574032,[65 19] ; [281  24],[74.71465296  9.28534704] ; [271.28534704  33.71465296],1
a4,1,0.000147,14.411233,[21 63] ; [146 157],[36.24806202 47.75193798] ; [130.75193798 172.24806202],1
d2,1,0.000308,13.022676,[23 61] ; [150 153],[37.5503876 46.4496124] ; [135.4496124 167.5503876],1
u1,1,0.000328,12.90168,[ 2 82] ; [ 55 250],[12.30848329 71.69151671] ; [ 44.69151671 260.30848329],1
r1,1,0.002134,9.430624,[54 30] ; [244  60],[64.51546392 19.48453608] ; [233.48453608  70.51546392],0
a7,1,0.002612,9.060287,[49 34] ; [231  74],[59.89690722 23.10309278] ; [220.10309278  84.89690722],0
n6,1,0.003728,8.41192,[59 25] ; [256  48],[68.19587629 15.80412371] ; [246.80412371  57.19587629],0
a3,1,0.003911,8.324609,[46 38] ; [217  87],[56.93814433 27.06185567] ; [206.06185567  97.93814433],0
v2,1,0.005631,7.664626,[32 48] ; [171 127],[42.96296296 37.03703704] ; [160.03703704 137.96296296],0
b4,1,0.014445,5.982918,[37 47] ; [180 125],[46.85861183 37.14138817] ; [170.14138817 134.85861183],0
v4,1,0.023402,5.138394,[75  9] ; [292  13],[79.24935733  4.75064267] ; [287.75064267  17.24935733],0
p1,1,0.026885,4.898209,[11 73] ; [ 18 286],[ 6.27835052 77.72164948] ; [ 22.72164948 281.27835052],0
