Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.727647,[4 7] ; [206  27],[9.46721311 1.53278689] ; [200.53278689  32.46721311],1
s1,1,0.002012,9.538776,[2 9] ; [  5 225],[ 0.31950207 10.68049793] ; [  6.68049793 223.31950207],0
s5,1,0.008082,7.015129,[6 5] ; [ 45 174],[2.43913043 8.56086957] ; [ 48.56086957 170.43913043],0
p1,1,0.010032,6.629177,[3 8] ; [ 15 217],[ 0.81481481 10.18518519] ; [ 17.18518519 214.81481481],0
r2,1,0.013909,6.049656,[8 3] ; [216  16],[10.1399177  0.8600823] ; [213.8600823  18.1399177],0
a7,1,0.017262,5.669586,[4 7] ; [164  69],[7.57377049 3.42622951] ; [160.42622951  72.57377049],0
v4,1,0.018679,5.531288,[8 3] ; [215  17],[10.09465021  0.90534979] ; [212.90534979  19.09465021],0
d4,1,0.045394,4.003932,[6 5] ; [186  47],[8.6557377 2.3442623] ; [183.3442623  49.6557377],0
v2,1,0.049045,3.873811,[2 8] ; [114 106],[5.04347826 4.95652174] ; [110.95652174 109.04347826],0
p5,1,0.072535,3.224707,[2 9] ; [ 12 218],[ 0.63900415 10.36099585] ; [ 13.36099585 216.63900415],0
d1,1,0.076877,3.129708,[3 8] ; [127 106],[5.86065574 5.13934426] ; [124.13934426 108.86065574],0
d5,1,0.100081,2.704258,[6 5] ; [178  55],[8.29508197 2.70491803] ; [175.70491803  57.29508197],0
b2,1,0.12222,2.388639,[1 7] ; [53 80],[3.06382979 4.93617021] ; [50.93617021 82.06382979],0
b3,1,0.12222,2.388639,[1 7] ; [53 80],[3.06382979 4.93617021] ; [50.93617021 82.06382979],0
r1,1,0.174367,1.84499,[6 5] ; [170  62],[7.96707819 3.03292181] ; [168.03292181  63.96707819],0
s3,1,0.230867,1.435512,[3 7] ; [113 116],[4.85355649 5.14644351] ; [111.14644351 117.85355649],0
p10,1,0.231625,1.430854,[7 4] ; [183  49],[8.60082305 2.39917695] ; [181.39917695  50.60082305],0
b4,1,0.235476,1.407473,[9 2] ; [150  83],[7.16803279 3.83196721] ; [151.83196721  81.16803279],0
d3,1,0.263855,1.248415,[5 6] ; [145  88],[6.76229508 4.23770492] ; [143.23770492  89.76229508],0
a4,1,0.268217,1.225845,[3 8] ; [103 130],[4.77868852 6.22131148] ; [101.22131148 131.77868852],0
u3,1,0.272331,1.204969,[2 3] ; [49 27],[3.14814815 1.85185185] ; [47.85185185 28.14814815],0
p9,1,0.330003,0.948884,[8 3] ; [193  37],[9.17427386 1.82572614] ; [191.82572614  38.17427386],0
n4,1,0.334178,0.932638,[7 4] ; [178  55],[8.34016393 2.65983607] ; [176.65983607  56.34016393],0
n2,1,0.349881,0.873889,[3 2] ; [47 13],[3.84615385 1.15384615] ; [46.15384615 13.84615385],0
s6,1,0.354685,0.856626,[8 3] ; [135  95],[6.52697095 4.47302905] ; [136.47302905  93.52697095],0
a3,1,0.376995,0.780478,[6 5] ; [157  76],[7.34836066 3.65163934] ; [155.65163934  77.34836066],0
p8,1,0.383054,0.760878,[4 7] ; [ 57 174],[2.77272727 8.22727273] ; [ 58.22727273 172.77272727],0
u2,1,0.399166,0.710838,[2 3] ; [45 31],[2.90123457 2.09876543] ; [44.09876543 31.90123457],0
n3,1,0.405858,0.690901,[3 2] ; [46 14],[3.76923077 1.23076923] ; [45.23076923 14.76923077],0
v3,1,0.409287,0.68087,[2 8] ; [ 72 150],[3.18965517 6.81034483] ; [ 70.81034483 151.18965517],0
a2,1,0.429885,0.623133,[ 1 10] ; [ 43 190],[1.98360656 9.01639344] ; [ 42.01639344 190.98360656],0
v1,1,0.478075,0.503251,[4 7] ; [105 117],[5.14592275 5.85407725] ; [103.85407725 118.14592275],0
b1,1,0.632823,0.228252,[4 7] ; [ 69 164],[3.29098361 7.70901639] ; [ 69.70901639 163.29098361],0
d2,1,0.632988,0.22803,[6 5] ; [109 122],[5.22727273 5.77272727] ; [109.77272727 121.22727273],0
s8,1,0.662552,0.190439,[3 8] ; [ 78 154],[3.66666667 7.33333333] ; [ 77.33333333 154.66666667],0
s2,1,0.676454,0.174145,[4 7] ; [ 97 130],[4.66806723 6.33193277] ; [ 96.33193277 130.66806723],0
p4,1,0.687707,0.161579,[4 7] ; [ 99 134],[4.64344262 6.35655738] ; [ 98.35655738 134.64344262],0
s4,1,0.691127,0.157868,[2 9] ; [ 32 198],[1.55186722 9.44813278] ; [ 32.44813278 197.55186722],0
p6,1,0.74767,0.103499,[2 9] ; [ 34 198],[1.62962963 9.37037037] ; [ 34.37037037 197.62962963],0
p3,1,0.756498,0.096152,[4 7] ; [ 74 158],[3.5308642 7.4691358] ; [ 74.4691358 157.5308642],0
n6,1,0.775204,0.081553,[9 2] ; [198  35],[9.33196721 1.66803279] ; [197.66803279  35.33196721],0
a6,1,0.798819,0.064962,[8 3] ; [161  72],[7.61885246 3.38114754] ; [161.38114754  71.61885246],0
s7,1,0.932304,0.007216,[4 7] ; [ 79 146],[3.86864407 7.13135593] ; [ 79.13135593 145.86864407],0
n5,1,0.93267,0.007138,[8 3] ; [166  66],[7.87654321 3.12345679] ; [166.12345679  65.87654321],0
n1,1,0.942077,0.005279,[2 3] ; [25 35],[2.07692308 2.92307692] ; [24.92307692 35.07692308],0
b5,1,0.959994,0.002516,[7 4] ; [150  83],[7.07786885 3.92213115] ; [149.92213115  83.07786885],0
a5,1,0.964007,0.002036,[8 3] ; [168  65],[7.93442623 3.06557377] ; [168.06557377  64.93442623],0
p2,1,0.988697,0.000201,[8 3] ; [169  64],[7.9795082 3.0204918] ; [169.0204918  63.9795082],0
p12,1,1.0,0.0,[ 1 10] ; [ 21 210],[ 1. 10.] ; [ 21. 210.],0
