Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,133.480121,[217  76] ; [ 12 101],[165.2635468 127.7364532] ; [63.7364532 49.2635468],1
d5,1,0.0,102.357314,[286   8] ; [67 46],[254.99262899  39.00737101] ; [98.00737101 14.99262899],1
d3,1,0.0,71.11787,[257  37] ; [54 59],[224.65356265  69.34643735] ; [86.34643735 26.65356265],1
a4,1,0.0,38.959264,[177 117] ; [29 84],[148.80589681 145.19410319] ; [57.19410319 55.80589681],1
a2,1,0.0,35.854146,[109 185] ; [  8 105],[ 84.51597052 209.48402948] ; [32.48402948 80.51597052],1
u1,1,0.0,35.487691,[ 93 201] ; [  4 109],[ 70.06879607 223.93120393] ; [26.93120393 86.06879607],1
a5,1,0.0,34.185578,[249  45] ; [65 48],[226.82063882  67.17936118] ; [87.17936118 25.82063882],1
a3,1,0.00014,14.497159,[241  52] ; [73 40],[226.60591133  66.39408867] ; [87.39408867 25.60591133],1
s8,1,0.00016,14.24963,[197  96] ; [53 60],[180.41871921 112.58128079] ; [69.58128079 43.41871921],1
p4,1,0.000594,11.793156,[209  83] ; [60 52],[194.42574257  97.57425743] ; [74.57425743 37.42574257],1
r2,1,0.003519,8.516955,[284   7] ; [102  10],[278.72456576  12.27543424] ; [107.27543424   4.72456576],0
a6,1,0.005051,7.86099,[204  89] ; [62 51],[191.96551724 101.03448276] ; [74.03448276 38.96551724],0
r1,1,0.007412,7.170371,[250  42] ; [84 29],[240.80987654  51.19012346] ; [93.19012346 19.80987654],0
v2,1,0.010651,6.522622,[181  99] ; [54 53],[170.02583979 109.97416021] ; [64.97416021 42.02583979],0
a7,1,0.013622,6.086428,[227  67] ; [73 39],[217.24137931  76.75862069] ; [82.75862069 29.24137931],0
s7,1,0.014133,6.021498,[203  76] ; [66 44],[192.93316195  86.06683805] ; [76.06683805 33.93316195],0
s6,1,0.026579,4.917974,[258  31] ; [89 21],[251.3358396  37.6641604] ; [95.6641604 14.3358396],0
n6,1,0.028361,4.805959,[255  36] ; [86 23],[248.0775  42.9225] ; [92.9225 16.0775],0
n2,1,0.029652,4.729364,[48 20] ; [18  1],[51.5862069 16.4137931] ; [14.4137931  4.5862069],0
v4,1,0.031871,4.605412,[287   6] ; [105   7],[283.59506173   9.40493827] ; [108.40493827   3.59506173],0
n5,1,0.041852,4.141181,[233  59] ; [78 33],[225.33995037  66.66004963] ; [85.66004963 25.33995037],0
