Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.2e-05,17.983253,[16  2] ; [15 34],[8.32835821 9.67164179] ; [22.67164179 26.32835821],1
b5,1,0.706935,0.141358,[ 7 11] ; [22 28],[ 7.67647059 10.32352941] ; [21.32352941 28.67647059],0
s1,1,0.707978,0.140305,[ 2 16] ; [ 4 45],[ 1.6119403 16.3880597] ; [ 4.3880597 44.6119403],0
p1,1,0.718818,0.129628,[ 1 17] ; [ 4 45],[ 1.34328358 16.65671642] ; [ 3.65671642 45.34328358],0
a5,1,0.742506,0.107937,[10  8] ; [30 20],[10.58823529  7.41176471] ; [29.41176471 20.58823529],0
a7,1,0.770633,0.085,[9 9] ; [27 23],[9.52941176 8.47058824] ; [26.47058824 23.52941176],0
u1,1,0.782873,0.075943,[ 1 17] ; [ 2 48],[ 0.79411765 17.20588235] ; [ 2.20588235 47.79411765],0
d3,1,0.795517,0.06716,[10  8] ; [26 24],[9.52941176 8.47058824] ; [26.47058824 23.52941176],0
b4,1,0.818111,0.052889,[11  7] ; [29 21],[10.58823529  7.41176471] ; [29.41176471 20.58823529],0
n3,1,0.889275,0.019383,[4 3] ; [13 11],[3.83870968 3.16129032] ; [13.16129032 10.83870968],0
d5,1,0.917418,0.010751,[12  6] ; [34 16],[12.17647059  5.82352941] ; [33.82352941 16.17647059],0
p2,1,1.0,0.0,[9 9] ; [25 25],[9. 9.] ; [25. 25.],0
