Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.2e-05,17.983253,[16  2] ; [15 34],[8.32835821 9.67164179] ; [22.67164179 26.32835821],1
s6,1,0.000127,14.685795,[12  6] ; [ 9 41],[ 5.55882353 12.44117647] ; [15.44117647 34.55882353],1
s8,1,0.00018,14.029144,[ 7 11] ; [ 2 48],[ 2.38235294 15.61764706] ; [ 6.61764706 43.38235294],1
s7,1,0.002153,9.413898,[7 9] ; [ 4 40],[ 2.93333333 13.06666667] ; [ 8.06666667 35.93333333],0
r3,1,0.009584,6.710593,[17  1] ; [31 19],[12.70588235  5.29411765] ; [35.29411765 14.70588235],0
p3,1,0.009619,6.704186,[9 9] ; [ 9 40],[ 4.8358209 13.1641791] ; [13.1641791 35.8358209],0
p4,1,0.025377,4.998,[9 9] ; [11 39],[ 5.29411765 12.70588235] ; [14.70588235 35.29411765],0
a4,1,0.028094,4.822271,[ 3 15] ; [23 27],[ 6.88235294 11.11764706] ; [19.11764706 30.88235294],0
p7,1,0.030425,4.685127,[11  7] ; [16 34],[ 7.14705882 10.85294118] ; [19.85294118 30.14705882],0
v2,1,0.03062,4.674166,[10  8] ; [13 35],[ 6.27272727 11.72727273] ; [16.72727273 31.27272727],0
v3,1,0.035221,4.43442,[ 7 11] ; [ 7 40],[ 3.87692308 14.12307692] ; [10.12307692 36.87692308],0
p11,1,0.035928,4.400539,[10  8] ; [14 36],[ 6.35294118 11.64705882] ; [17.64705882 32.35294118],0
n2,1,0.041381,4.16033,[6 1] ; [11 15],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
p10,1,0.041764,4.144762,[ 6 12] ; [ 6 44],[ 3.17647059 14.82352941] ; [ 8.82352941 41.17647059],0
p8,1,0.049131,3.870877,[ 8 10] ; [10 39],[ 4.8358209 13.1641791] ; [13.1641791 35.8358209],0
v4,1,0.078593,3.09375,[15  3] ; [29 19],[12.  6.] ; [32. 16.],0
u3,1,0.100582,2.696287,[7 2] ; [ 9 11],[4.96551724 4.03448276] ; [11.03448276  8.96551724],0
s4,1,0.119046,2.429828,[ 5 13] ; [ 6 44],[ 2.91176471 15.08823529] ; [ 8.08823529 41.91176471],0
d2,1,0.132486,2.263134,[ 6 12] ; [27 23],[8.73529412 9.26470588] ; [24.26470588 25.73529412],0
a2,1,0.201139,1.634084,[ 1 17] ; [ 9 41],[ 2.64705882 15.35294118] ; [ 7.35294118 42.64705882],0
r1,1,0.225033,1.471983,[14  4] ; [31 19],[11.91176471  6.08823529] ; [33.08823529 16.91176471],0
d4,1,0.262189,1.257161,[14  4] ; [31 18],[12.08955224  5.91044776] ; [32.91044776 16.08955224],0
a8,1,0.262614,1.254922,[ 2 15] ; [ 2 46],[ 1.04615385 15.95384615] ; [ 2.95384615 45.04615385],0
r4,1,0.282545,1.154807,[12  6] ; [26 24],[10.05882353  7.94117647] ; [27.94117647 22.05882353],0
n1,1,0.300559,1.071714,[3 3] ; [ 7 18],[1.93548387 4.06451613] ; [ 8.06451613 16.93548387],0
v1,1,0.303435,1.059037,[ 7 11] ; [13 37],[ 5.29411765 12.70588235] ; [14.70588235 35.29411765],0
b3,1,0.340156,0.909843,[2 9] ; [11 22],[3.25 7.75] ; [ 9.75 23.25],0
b2,1,0.340156,0.909843,[2 9] ; [11 22],[3.25 7.75] ; [ 9.75 23.25],0
r2,1,0.401236,0.704619,[15  3] ; [36 13],[13.70149254  4.29850746] ; [37.29850746 11.70149254],0
a3,1,0.408969,0.681795,[9 9] ; [30 19],[10.47761194  7.52238806] ; [28.52238806 20.47761194],0
b1,1,0.430411,0.621714,[12  6] ; [28 22],[10.58823529  7.41176471] ; [29.41176471 20.58823529],0
n5,1,0.436453,0.605589,[ 5 13] ; [19 31],[ 6.35294118 11.64705882] ; [17.64705882 32.35294118],0
p6,1,0.458318,0.55,[ 4 14] ; [ 7 41],[ 3. 15.] ; [ 8. 40.],0
n4,1,0.486698,0.483817,[ 8 10] ; [27 23],[9.26470588 8.73529412] ; [25.73529412 24.26470588],0
u2,1,0.555086,0.348284,[6 3] ; [11  9],[5.27586207 3.72413793] ; [11.72413793  8.27586207],0
d1,1,0.617721,0.249084,[ 6 12] ; [20 30],[ 6.88235294 11.11764706] ; [19.11764706 30.88235294],0
a6,1,0.631819,0.229602,[10  8] ; [31 19],[10.85294118  7.14705882] ; [30.14705882 19.85294118],0
s5,1,0.638019,0.221343,[ 3 15] ; [ 6 43],[ 2.41791045 15.58208955] ; [ 6.58208955 42.41791045],0
