Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,7.3e-05,15.738923,[3 9] ; [99 28],[8.8057554 3.1942446] ; [93.1942446 33.8057554],1
a8,1,0.231511,1.431556,[3 9] ; [14 98],[ 1.64516129 10.35483871] ; [15.35483871 96.64516129],0
v2,1,0.281908,1.157867,[4 8] ; [61 62],[5.77777778 6.22222222] ; [59.22222222 63.77777778],0
a6,1,0.345724,0.88909,[6 6] ; [81 46],[7.51079137 4.48920863] ; [79.48920863 47.51079137],0
p10,1,0.374691,0.788049,[8 4] ; [99 28],[9.23741007 2.76258993] ; [97.76258993 29.23741007],0
b5,1,0.389715,0.739831,[7 5] ; [90 38],[8.31428571 3.68571429] ; [88.68571429 39.31428571],0
n1,1,0.389746,0.739734,[2 1] ; [19 27],[1.28571429 1.71428571] ; [19.71428571 26.28571429],0
b2,1,0.447013,0.578216,[4 6] ; [16 41],[2.98507463 7.01492537] ; [17.01492537 39.98507463],0
b3,1,0.447013,0.578216,[4 6] ; [16 41],[2.98507463 7.01492537] ; [17.01492537 39.98507463],0
a2,1,0.453273,0.562455,[ 2 10] ; [34 94],[3.08571429 8.91428571] ; [32.91428571 95.08571429],0
p4,1,0.462432,0.540003,[5 7] ; [67 60],[6.21582734 5.78417266] ; [65.78417266 61.21582734],0
b4,1,0.485667,0.486111,[8 4] ; [72 56],[6.85714286 5.14285714] ; [73.14285714 54.85714286],0
d2,1,0.494994,0.465652,[5 7] ; [66 61],[6.1294964 5.8705036] ; [64.8705036 62.1294964],0
u3,1,0.496275,0.462893,[1 2] ; [22 19],[1.56818182 1.43181818] ; [21.43181818 19.56818182],0
s3,1,0.522013,0.409914,[6 6] ; [75 51],[7.04347826 4.95652174] ; [73.95652174 52.04347826],0
a7,1,0.581912,0.303154,[8 4] ; [94 33],[8.8057554 3.1942446] ; [93.1942446 33.8057554],0
a3,1,0.617694,0.249122,[9 3] ; [85 40],[8.23357664 3.76642336] ; [85.76642336 39.23357664],0
s4,1,0.674166,0.176768,[ 2 10] ; [ 28 100],[2.57142857 9.42857143] ; [ 27.42857143 100.57142857],0
n3,1,0.76519,0.089205,[2 1] ; [35 12],[2.22 0.78] ; [34.78 12.22],0
p6,1,0.800693,0.063731,[4 8] ; [47 80],[4.4028777 7.5971223] ; [46.5971223 80.4028777],0
v3,1,0.823959,0.049487,[4 7] ; [41 83],[3.66666667 7.33333333] ; [41.33333333 82.66666667],0
n2,1,0.831949,0.04503,[2 1] ; [34 13],[2.16 0.84] ; [33.84 13.16],0
p7,1,0.833264,0.044317,[6 6] ; [67 59],[6.34782609 5.65217391] ; [66.65217391 59.34782609],0
a5,1,0.837038,0.042306,[8 4] ; [89 39],[8.31428571 3.68571429] ; [88.68571429 39.31428571],0
v1,1,0.896213,0.017016,[6 6] ; [61 66],[5.78417266 6.21582734] ; [61.21582734 65.78417266],0
p3,1,0.961245,0.002361,[5 7] ; [52 75],[4.92086331 7.07913669] ; [52.07913669 74.92086331],0
p5,1,0.969145,0.001496,[ 1 11] ; [ 11 116],[ 1.03597122 10.96402878] ; [ 10.96402878 116.03597122],0
n5,1,1.0,0.0,[8 4] ; [84 42],[8. 4.] ; [84. 42.],0
n4,1,1.0,0.0,[8 4] ; [84 42],[8. 4.] ; [84. 42.],0
