Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,7.3e-05,15.738923,[3 9] ; [99 28],[8.8057554 3.1942446] ; [93.1942446 33.8057554],1
r4,1,7.5e-05,15.677607,[5 7] ; [111  17],[9.94285714 2.05714286] ; [106.05714286  21.94285714],1
a1,1,0.000886,11.052632,[3 9] ; [  4 124],[ 0.6 11.4] ; [  6.4 121.6],1
r2,1,0.001487,10.094494,[8 3] ; [122   5],[10.36231884  0.63768116] ; [119.63768116   7.36231884],0
p2,1,0.003216,8.680838,[5 7] ; [101  26],[9.15107914 2.84892086] ; [96.84892086 30.15107914],0
s8,1,0.008737,6.875819,[ 1 11] ; [61 67],[5.31428571 6.68571429] ; [56.68571429 71.31428571],0
d4,1,0.009358,6.753232,[6 6] ; [104  23],[9.49640288 2.50359712] ; [100.50359712  26.49640288],0
s2,1,0.013548,6.096115,[3 9] ; [79 49],[7.02857143 4.97142857] ; [74.97142857 53.02857143],0
s6,1,0.016246,5.776085,[4 7] ; [90 36],[7.54744526 3.45255474] ; [86.45255474 39.54744526],0
r3,1,0.019581,5.44887,[8 4] ; [114  13],[10.5323741  1.4676259] ; [111.4676259  15.5323741],0
d1,1,0.025082,5.018223,[3 9] ; [75 53],[6.68571429 5.31428571] ; [71.31428571 56.68571429],0
n6,1,0.026341,4.933472,[5 6] ; [96 30],[8.10948905 2.89051095] ; [92.89051095 33.10948905],0
d3,1,0.029488,4.738918,[5 7] ; [90 35],[8.32116788 3.67883212] ; [86.67883212 38.32116788],0
b1,1,0.043203,4.087454,[9 3] ; [57 71],[5.65714286 6.34285714] ; [60.34285714 67.65714286],0
d5,1,0.066105,3.377186,[7 5] ; [102  24],[9.47826087 2.52173913] ; [99.52173913 26.47826087],0
p1,1,0.072239,3.231398,[3 9] ; [ 11 116],[ 1.20863309 10.79136691] ; [ 12.79136691 114.20863309],0
a4,1,0.092422,2.831682,[3 9] ; [64 63],[5.78417266 6.21582734] ; [61.21582734 65.78417266],0
s5,1,0.135069,2.233261,[2 9] ; [49 70],[4.31538462 6.68461538] ; [46.68461538 72.31538462],0
s1,1,0.136341,2.218777,[ 2 10] ; [  7 119],[ 0.7826087 11.2173913] ; [  8.2173913 117.7826087],0
s7,1,0.186968,1.741351,[4 7] ; [69 52],[6.08333333 4.91666667] ; [66.91666667 54.08333333],0
p8,1,0.189006,1.725346,[ 2 10] ; [45 82],[4.05755396 7.94244604] ; [42.94244604 84.05755396],0
