Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,65.247412,[98 19] ; [ 3 30],[78.78 38.22] ; [22.22 10.78],1
v4,1,0.0,34.413042,[103  12] ; [14 19],[90.91216216 24.08783784] ; [26.08783784  6.91216216],1
p11,1,7e-06,20.285964,[66 51] ; [ 4 29],[54.6 62.4] ; [15.4 17.6],1
p2,1,1.9e-05,18.310255,[74 43] ; [ 7 26],[63.18 53.82] ; [17.82 15.18],1
r1,1,2.4e-05,17.835968,[91 26] ; [13 20],[81.12 35.88] ; [22.88 10.12],1
r2,1,6.1e-05,16.079206,[104  13] ; [18 13],[96.44594595 20.55405405] ; [25.55405405  5.44594595],1
a7,1,0.00175,9.794461,[81 36] ; [13 20],[73.32 43.68] ; [20.68 12.32],0
s6,1,0.0022,9.374732,[52 65] ; [ 5 28],[44.46 72.54] ; [12.54 20.46],0
d4,1,0.017617,5.633863,[85 31] ; [17 16],[79.40939597 36.59060403] ; [22.59060403 10.40939597],0
s3,1,0.018889,5.511768,[52 64] ; [ 7 25],[46.24324324 69.75675676] ; [12.75675676 19.24324324],0
n6,1,0.02332,5.144476,[77 40] ; [14 18],[71.45637584 45.54362416] ; [19.54362416 12.45637584],0
a1,1,0.026933,4.895105,[  5 112] ; [ 5 28],[  7.8 109.2] ; [ 2.2 30.8],0
v2,1,0.028946,4.770821,[48 66] ; [ 7 26],[42.65306122 71.34693878] ; [12.34693878 20.65306122],0
u3,1,0.029373,4.74563,[33 21] ; [ 4 10],[29.38235294 24.61764706] ; [7.61764706 6.38235294],0
p7,1,0.034251,4.482137,[57 59] ; [ 9 23],[51.72972973 64.27027027] ; [14.27027027 17.72972973],0
s2,1,0.037658,4.320399,[39 76] ; [ 5 28],[34.18918919 80.81081081] ; [ 9.81081081 23.18918919],0
p4,1,0.046669,3.957293,[48 69] ; [ 7 25],[43.18791946 73.81208054] ; [11.81208054 20.18791946],0
s8,1,0.052744,3.752017,[24 93] ; [ 2 31],[20.28 96.72] ; [ 5.72 27.28],0
s1,1,0.05307,3.741703,[  6 110] ; [ 5 28],[  8.56375839 107.43624161] ; [ 2.43624161 30.56375839],0
b3,1,0.057433,3.610006,[18 50] ; [11 12],[21.67032967 46.32967033] ; [ 7.32967033 15.67032967],0
b2,1,0.057433,3.610006,[18 50] ; [11 12],[21.67032967 46.32967033] ; [ 7.32967033 15.67032967],0
d3,1,0.061557,3.494921,[71 46] ; [14 19],[66.3 50.7] ; [18.7 14.3],0
v1,1,0.065153,3.401092,[41 76] ; [ 6 27],[36.66 80.34] ; [10.34 22.66],0
d5,1,0.076139,3.14544,[83 34] ; [18 15],[78.78 38.22] ; [22.22 10.78],0
n2,1,0.087603,2.917874,[21 13] ; [ 8 13],[17.92727273 16.07272727] ; [11.07272727  9.92727273],0
p8,1,0.093903,2.806151,[40 77] ; [ 6 26],[36.12080537 80.87919463] ; [ 9.87919463 22.12080537],0
a6,1,0.098265,2.733473,[72 45] ; [15 18],[67.86 49.14] ; [19.14 13.86],0
n5,1,0.116902,2.458338,[60 57] ; [22 11],[63.96 53.04] ; [18.04 14.96],0
p3,1,0.118619,2.435461,[37 78] ; [ 6 27],[33.41216216 81.58783784] ; [ 9.58783784 23.41216216],0
u1,1,0.130755,2.283519,[ 14 103] ; [ 1 32],[ 11.7 105.3] ; [ 3.3 29.7],0
n1,1,0.131827,2.270859,[ 8 26] ; [ 9 12],[10.50909091 23.49090909] ; [ 6.49090909 14.50909091],0
p6,1,0.163541,1.941173,[23 92] ; [ 3 29],[20.34013605 94.65986395] ; [ 5.65986395 26.34013605],0
s4,1,0.182904,1.773867,[ 14 102] ; [ 7 26],[16.34899329 99.65100671] ; [ 4.65100671 28.34899329],0
b5,1,0.196187,1.670538,[68 49] ; [15 18],[64.74 52.26] ; [18.26 14.74],0
d1,1,0.219659,1.506597,[53 64] ; [11 22],[49.92 67.08] ; [14.08 18.92],0
s7,1,0.220853,1.498822,[29 79] ; [ 5 26],[26.41726619 81.58273381] ; [ 7.58273381 23.41726619],0
u2,1,0.254573,1.298032,[28 25] ; [5 9],[26.10447761 26.89552239] ; [6.89552239 7.10447761],0
n3,1,0.268568,1.224044,[20 13] ; [ 9 11],[18.05660377 14.94339623] ; [10.94339623  9.05660377],0
a8,1,0.326792,0.961569,[ 9 98] ; [ 1 30],[ 7.75362319 99.24637681] ; [ 2.24637681 28.75362319],0
p12,1,0.339569,0.91206,[  1 115] ; [ 1 32],[  1.55704698 114.44295302] ; [ 0.44295302 32.55704698],0
a4,1,0.375521,0.785313,[34 82] ; [12 20],[36.05405405 79.94594595] ; [ 9.94594595 22.05405405],0
a5,1,0.419257,0.652396,[66 51] ; [16 17],[63.96 53.04] ; [18.04 14.96],0
b1,1,0.437728,0.602231,[62 55] ; [20 13],[63.96 53.04] ; [18.04 14.96],0
b4,1,0.526086,0.401947,[71 46] ; [18 15],[69.42 47.58] ; [19.58 13.42],0
p10,1,0.534069,0.386644,[27 89] ; [ 6 27],[25.69127517 90.30872483] ; [ 7.30872483 25.69127517],0
v3,1,0.576905,0.311265,[33 80] ; [ 8 25],[31.73287671 81.26712329] ; [ 9.26712329 23.73287671],0
a3,1,0.577443,0.310386,[63 54] ; [19 13],[64.38926174 52.61073826] ; [17.61073826 14.38926174],0
p5,1,0.613418,0.255228,[  2 115] ; [ 1 31],[  2.3557047 114.6442953] ; [ 0.6442953 31.3557047],0
a2,1,0.639781,0.219028,[18 99] ; [ 4 29],[17.16 99.84] ; [ 4.84 28.16],0
