Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6e-06,20.502119,[ 8 42] ; [8 1],[13.55932203 36.44067797] ; [2.44067797 6.55932203],1
s2,1,0.002157,9.410539,[17 33] ; [8 1],[21.18644068 28.81355932] ; [3.81355932 5.18644068],0
s7,1,0.004754,7.970542,[14 35] ; [7 2],[17.74137931 31.25862069] ; [3.25862069 5.74137931],0
p5,1,0.012506,6.237673,[ 3 47] ; [3 6],[ 5.08474576 44.91525424] ; [0.91525424 8.08474576],0
d2,1,0.017691,5.626449,[23 27] ; [8 1],[26.27118644 23.72881356] ; [4.72881356 4.27118644],0
a4,1,0.030578,4.676522,[19 30] ; [7 2],[21.96551724 27.03448276] ; [4.03448276 4.96551724],0
s3,1,0.030963,4.655,[24 24] ; [8 1],[26.94736842 21.05263158] ; [5.05263158 3.94736842],0
n4,1,0.030963,4.655,[24 24] ; [8 1],[26.94736842 21.05263158] ; [5.05263158 3.94736842],0
n5,1,0.030963,4.655,[24 24] ; [8 1],[26.94736842 21.05263158] ; [5.05263158 3.94736842],0
s6,1,0.036245,4.385545,[20 30] ; [7 2],[22.88135593 27.11864407] ; [4.11864407 4.88135593],0
b3,1,0.044449,4.039416,[11 17] ; [7 2],[13.62162162 14.37837838] ; [4.37837838 4.62162162],0
b2,1,0.044449,4.039416,[11 17] ; [7 2],[13.62162162 14.37837838] ; [4.37837838 4.62162162],0
u1,1,0.050986,3.808731,[ 8 42] ; [4 5],[10.16949153 39.83050847] ; [1.83050847 7.16949153],0
n6,1,0.051364,3.796355,[26 22] ; [8 1],[28.63157895 19.36842105] ; [5.36842105 3.63157895],0
p3,1,0.053241,3.736343,[16 33] ; [6 3],[18.5862069 30.4137931] ; [3.4137931 5.5862069],0
a2,1,0.054325,3.702695,[12 38] ; [5 4],[14.40677966 35.59322034] ; [2.59322034 6.40677966],0
v3,1,0.059264,3.557861,[13 33] ; [4 2],[15.03846154 30.96153846] ; [1.96153846 4.03846154],0
p6,1,0.091824,2.842111,[ 9 39] ; [4 5],[10.94736842 37.05263158] ; [2.05263158 6.94736842],0
v1,1,0.10247,2.666667,[19 30] ; [5 2],[21. 28.] ; [3. 4.],0
a3,1,0.114535,2.490508,[29 18] ; [8 1],[31.05357143 15.94642857] ; [5.94642857 3.05357143],0
p4,1,0.120422,2.411824,[19 30] ; [6 3],[21.12068966 27.87931034] ; [3.87931034 5.12068966],0
v2,1,0.139584,2.18254,[20 28] ; [5 2],[21.81818182 26.18181818] ; [3.18181818 3.81818182],0
d5,1,0.141274,2.164023,[32 18] ; [8 1],[33.89830508 16.10169492] ; [6.10169492 2.89830508],0
r1,1,0.150005,2.072204,[31 17] ; [8 1],[32.84210526 15.15789474] ; [6.15789474 2.84210526],0
p8,1,0.288735,1.125511,[18 31] ; [5 4],[19.43103448 29.56896552] ; [3.56896552 5.43103448],0
s5,1,0.350013,0.873411,[ 7 41] ; [2 5],[ 7.85454545 40.14545455] ; [1.14545455 5.85454545],0
a5,1,0.421495,0.646142,[32 18] ; [7 2],[33.05084746 16.94915254] ; [5.94915254 3.05084746],0
v4,1,0.440243,0.595649,[38 11] ; [8 1],[38.86206897 10.13793103] ; [7.13793103 1.86206897],0
n2,1,0.448599,0.574189,[13 10] ; [1 2],[12.38461538 10.61538462] ; [1.61538462 1.38461538],0
p7,1,0.474867,0.510628,[18 31] ; [4 4],[18.9122807 30.0877193] ; [3.0877193 4.9122807],0
a6,1,0.486349,0.484594,[33 17] ; [7 2],[33.89830508 16.10169492] ; [6.10169492 2.89830508],0
n1,1,0.490279,0.475913,[10 12] ; [2 1],[10.56 11.44] ; [1.44 1.56],0
n3,1,0.537094,0.380952,[11 10] ; [1 2],[10.5 10.5] ; [1.5 1.5],0
b5,1,0.626087,0.237405,[29 21] ; [6 3],[29.66101695 20.33898305] ; [5.33898305 3.66101695],0
a1,1,0.757696,0.095177,[ 4 46] ; [1 8],[ 4.23728814 45.76271186] ; [0.76271186 8.23728814],0
b4,1,0.758918,0.094189,[25 25] ; [4 5],[24.57627119 25.42372881] ; [4.42372881 4.57627119],0
s4,1,0.815729,0.054308,[ 7 43] ; [1 8],[ 6.77966102 43.22033898] ; [1.22033898 7.77966102],0
a8,1,0.833702,0.044082,[ 4 41] ; [1 8],[ 4.16666667 40.83333333] ; [0.83333333 8.16666667],0
p2,1,0.844106,0.038669,[26 24] ; [5 4],[26.27118644 23.72881356] ; [4.72881356 4.27118644],0
p1,1,0.919133,0.010307,[ 5 45] ; [1 8],[ 5.08474576 44.91525424] ; [0.91525424 8.08474576],0
s1,1,0.934547,0.006745,[ 5 44] ; [1 8],[ 5.06896552 43.93103448] ; [0.93103448 8.06896552],0
a7,1,0.968119,0.001597,[33 16] ; [6 3],[32.94827586 16.05172414] ; [6.05172414 2.94827586],0
d3,1,0.968974,0.001513,[33 17] ; [6 3],[33.05084746 16.94915254] ; [5.94915254 3.05084746],0
