Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.959075,[47 31] ; [331  65],[62.20253165 15.79746835] ; [315.79746835  80.20253165],1
a1,1,0.171731,1.867766,[ 7 71] ; [ 20 376],[ 4.44303797 73.55696203] ; [ 22.55696203 373.44303797],0
s7,1,0.184774,1.758799,[35 40] ; [208 170],[40.23178808 34.76821192] ; [202.76821192 175.23178808],0
a5,1,0.203861,1.614494,[57 21] ; [315  81],[61.21518987 16.78481013] ; [310.78481013  85.21518987],0
u1,1,0.206848,1.593354,[12 66] ; [ 86 310],[16.12658228 61.87341772] ; [ 81.87341772 314.12658228],0
a8,1,0.209843,1.572507,[ 7 65] ; [ 54 296],[10.40758294 61.59241706] ; [ 50.59241706 299.40758294],0
d2,1,0.222738,1.486641,[35 42] ; [209 185],[39.8895966 37.1104034] ; [204.1104034 189.8895966],0
r3,1,0.247831,1.335489,[75  3] ; [386   7],[76.34394904  1.65605096] ; [384.65605096   8.34394904],0
p1,1,0.273416,1.199529,[ 4 74] ; [ 35 360],[ 6.43128964 71.56871036] ; [ 32.56871036 362.43128964],0
s8,1,0.305867,1.048438,[33 44] ; [193 199],[37.10447761 39.89552239] ; [188.89552239 203.10447761],0
b3,1,0.364223,0.82328,[16 32] ; [ 98 145],[18.80412371 29.19587629] ; [ 95.19587629 147.80412371],0
b2,1,0.364223,0.82328,[16 32] ; [ 98 145],[18.80412371 29.19587629] ; [ 95.19587629 147.80412371],0
p12,1,0.39403,0.72647,[ 9 68] ; [ 34 360],[ 7.02972399 69.97027601] ; [ 35.97027601 358.02972399],0
u4,1,0.418761,0.653789,[ 3 75] ; [  9 387],[ 1.97468354 76.02531646] ; [ 10.02531646 385.97468354],0
d4,1,0.459998,0.5459,[64 13] ; [341  54],[66.06991525 10.93008475] ; [338.93008475  56.06991525],0
a4,1,0.488723,0.479337,[33 45] ; [184 211],[35.78435518 42.21564482] ; [181.21564482 213.78435518],0
n1,1,0.501168,0.452462,[ 7 16] ; [26 42],[ 8.34065934 14.65934066] ; [24.65934066 43.34065934],0
b4,1,0.572297,0.318855,[45 33] ; [242 154],[47.2278481 30.7721519] ; [239.7721519 156.2278481],0
s3,1,0.596206,0.280757,[42 36] ; [221 166],[44.11612903 33.88387097] ; [218.88387097 168.11612903],0
s1,1,0.642055,0.216064,[ 2 75] ; [  7 382],[ 1.48712446 75.51287554] ; [  7.51287554 381.48712446],0
s2,1,0.853216,0.034231,[41 37] ; [210 181],[41.74413646 36.25586354] ; [209.25586354 181.74413646],0
s5,1,0.86497,0.028917,[27 48] ; [140 238],[27.64900662 47.35099338] ; [139.35099338 238.64900662],0
b5,1,0.885609,0.020696,[46 32] ; [237 159],[46.56962025 31.43037975] ; [236.43037975 159.56962025],0
u2,1,0.887215,0.020116,[14 13] ; [47 41],[14.32173913 12.67826087] ; [46.67826087 41.32173913],0
u3,1,0.928578,0.008034,[16 12] ; [50 39],[15.79487179 12.20512821] ; [50.20512821 38.79487179],0
s6,1,0.93988,0.005688,[53 24] ; [264 122],[52.71922246 24.28077754] ; [264.28077754 121.71922246],0
