Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.996822,[21 31] ; [84 11],[37.14285714 14.85714286] ; [67.85714286 27.14285714],1
v1,1,4e-06,21.145981,[ 9 41] ; [55 40],[22.06896552 27.93103448] ; [41.93103448 53.06896552],1
r2,1,5e-06,20.709533,[35 16] ; [91  4],[44.01369863  6.98630137] ; [81.98630137 13.01369863],1
a5,1,1.1e-05,19.410849,[19 33] ; [70 25],[31.4829932 20.5170068] ; [57.5170068 37.4829932],1
a3,1,2.4e-05,17.832685,[20 31] ; [71 24],[31.78767123 19.21232877] ; [59.21232877 35.78767123],1
r3,1,2.4e-05,17.831851,[32 20] ; [86  9],[41.7414966 10.2585034] ; [76.2585034 18.7414966],1
d4,1,0.000815,11.206899,[25 27] ; [71 23],[34.19178082 17.80821918] ; [61.80821918 32.19178082],1
v4,1,0.001261,10.398263,[36 16] ; [84  9],[43.03448276  8.96551724] ; [76.96551724 16.03448276],0
s8,1,0.00266,9.026991,[ 8 44] ; [37 57],[16.02739726 35.97260274] ; [28.97260274 65.02739726],0
p11,1,0.004041,8.265476,[28 24] ; [73 22],[35.72789116 16.27210884] ; [65.27210884 29.72789116],0
p10,1,0.004087,8.2448,[22 29] ; [63 30],[30.10416667 20.89583333] ; [54.89583333 38.10416667],0
d5,1,0.004225,8.184488,[23 29] ; [65 30],[31.1292517 20.8707483] ; [56.8707483 38.1292517],0
u3,1,0.005603,7.673779,[ 6 26] ; [13 11],[10.85714286 21.14285714] ; [ 8.14285714 15.85714286],0
v2,1,0.005775,7.619061,[12 38] ; [43 47],[19.64285714 30.35714286] ; [35.35714286 54.64285714],0
s7,1,0.010095,6.618099,[11 39] ; [39 50],[17.98561151 32.01438849] ; [32.01438849 56.98561151],0
s6,1,0.01031,6.580511,[17 35] ; [50 41],[24.36363636 27.63636364] ; [42.63636364 48.36363636],0
s2,1,0.011754,6.34754,[12 40] ; [41 52],[19.00689655 32.99310345] ; [33.99310345 59.00689655],0
p7,1,0.012018,6.30827,[15 36] ; [48 46],[22.15862069 28.84137931] ; [40.84137931 53.15862069],0
