Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,145.400653,[44 79] ; [430  64],[94.49270665 28.50729335] ; [379.50729335 114.49270665],1
n6,1,0.0,34.322646,[84 38] ; [443  51],[104.37337662  17.62662338] ; [422.62662338  71.37337662],1
d2,1,4e-06,21.359518,[40 84] ; [274 220],[63.00323625 60.99676375] ; [250.99676375 243.00323625],1
p4,1,5e-06,20.961102,[59 65] ; [344 151],[80.73021002 43.26978998] ; [322.26978998 172.73021002],1
p6,1,6e-06,20.432806,[26 94] ; [217 274],[47.72504092 72.27495908] ; [195.27495908 295.72504092],1
a5,1,1.6e-05,18.652087,[79 45] ; [405  91],[96.8 27.2] ; [387.2 108.8],1
a4,1,4.1e-05,16.832173,[38 86] ; [253 241],[58.38834951 65.61165049] ; [232.61165049 261.38834951],1
s7,1,4.3e-05,16.736198,[42 77] ; [265 206],[61.92033898 57.07966102] ; [245.07966102 225.92033898],1
p3,1,0.000232,13.555484,[47 77] ; [279 216],[65.30533118 58.69466882] ; [260.69466882 234.30533118],1
d5,1,0.000516,12.055375,[92 32] ; [430  65],[104.56865913  19.43134087] ; [417.43134087  77.56865913],1
a8,1,0.001547,10.021408,[  6 106] ; [ 76 364],[16.63768116 95.36231884] ; [ 65.36231884 374.63768116],0
a2,1,0.002761,8.958919,[ 20 104] ; [146 350],[33.2 90.8] ; [132.8 363.2],0
v3,1,0.002913,8.861481,[34 83] ; [212 268],[48.21105528 68.78894472] ; [197.78894472 282.21105528],0
p10,1,0.003739,8.406529,[93 29] ; [427  65],[103.32247557  18.67752443] ; [416.67752443  75.32247557],0
s8,1,0.004603,8.02906,[44 80] ; [244 247],[58.06829268 65.93170732] ; [229.93170732 261.06829268],0
p11,1,0.005669,7.652471,[91 33] ; [417  79],[101.6  22.4] ; [406.4  89.6],0
a3,1,0.006829,7.317283,[81 43] ; [381 113],[92.69902913 31.30097087] ; [369.30097087 124.69902913],0
v1,1,0.006853,7.31097,[56 64] ; [293 193],[69.10891089 50.89108911] ; [279.89108911 206.10891089],0
r4,1,0.010711,6.512605,[114  10] ; [481  15],[119.   5.] ; [476.  20.],0
p5,1,0.011637,6.365414,[  7 117] ; [ 69 425],[ 15.24919094 108.75080906] ; [ 60.75080906 433.24919094],0
d1,1,0.01427,6.004463,[66 58] ; [323 173],[77.8 46.2] ; [311.2 184.8],0
n1,1,0.020681,5.353504,[ 8 32] ; [33 47],[13.66666667 26.33333333] ; [27.33333333 52.66666667],0
r2,1,0.023006,5.168067,[115   8] ; [480  12],[119.   4.] ; [476.  16.],0
s2,1,0.024836,5.035292,[53 70] ; [266 223],[64.1127451 58.8872549] ; [254.8872549 234.1127451],0
u1,1,0.029509,4.737681,[ 17 107] ; [112 384],[25.8 98.2] ; [103.2 392.8],0
p8,1,0.041736,4.145868,[63 60] ; [298 188],[72.91133005 50.08866995] ; [288.08866995 197.91133005],0
p12,1,0.05482,3.687542,[  5 119] ; [ 46 446],[ 10.26623377 113.73376623] ; [ 40.73376623 451.26623377],0
s4,1,0.060789,3.515737,[26 98] ; [ 69 419],[ 19.24836601 104.75163399] ; [ 75.75163399 412.24836601],0
s6,1,0.068289,3.323665,[78 46] ; [346 139],[86.3316913 37.6683087] ; [337.6683087 147.3316913],0
r3,1,0.076193,3.144303,[117   6] ; [482  10],[119.8   3.2] ; [479.2  12.8],0
s5,1,0.097224,2.750504,[36 86] ; [180 299],[43.8469218 78.1530782] ; [172.1530782 306.8469218],0
a7,1,0.105361,2.622452,[101  23] ; [368 126],[94.10355987 29.89644013] ; [374.89644013 119.10355987],0
b3,1,0.106719,2.602144,[17 42] ; [125 188],[22.52150538 36.47849462] ; [119.47849462 193.52150538],0
b2,1,0.106719,2.602144,[17 42] ; [125 188],[22.52150538 36.47849462] ; [119.47849462 193.52150538],0
p1,1,0.115169,2.481819,[  7 116] ; [ 51 443],[ 11.5623987 111.4376013] ; [ 46.4376013 447.5623987],0
s3,1,0.172604,1.86018,[65 58] ; [291 197],[71.66612111 51.33387889] ; [284.33387889 203.66612111],0
p7,1,0.201059,1.634667,[78 41] ; [349 139],[83.71169687 35.28830313] ; [343.28830313 144.71169687],0
p9,1,0.227088,1.45901,[102  20] ; [429  60],[106.02618658  15.97381342] ; [424.97381342  64.02618658],0
b1,1,0.243598,1.359649,[40 84] ; [188 308],[45.6 78.4] ; [182.4 313.6],0
u3,1,0.300498,1.071983,[28 13] ; [68 47],[25.23076923 15.76923077] ; [70.76923077 44.23076923],0
u4,1,0.307593,1.040981,[  1 123] ; [ 11 485],[  2.4 121.6] ; [  9.6 486.4],0
s1,1,0.382941,0.761238,[  2 121] ; [ 15 473],[  3.42225859 119.57774141] ; [ 13.57774141 474.42225859],0
v4,1,0.391206,0.735189,[117   5] ; [480  13],[118.42926829   3.57073171] ; [478.57073171  14.42926829],0
a1,1,0.395341,0.722453,[  3 121] ; [ 20 476],[  4.6 119.4] ; [ 18.4 477.6],0
d3,1,0.437155,0.603739,[95 29] ; [363 133],[91.6 32.4] ; [366.4 129.6],0
u2,1,0.591277,0.288354,[25 16] ; [64 50],[23.54193548 17.45806452] ; [65.45806452 48.54193548],0
v2,1,0.623376,0.241152,[67 49] ; [288 190],[69.32659933 46.67340067] ; [285.67340067 192.32659933],0
b4,1,0.653699,0.201268,[75 49] ; [289 207],[72.8 51.2] ; [291.2 204.8],0
a6,1,0.680701,0.169338,[90 34] ; [350 145],[88.14216478 35.85783522] ; [351.85783522 143.14216478],0
n3,1,0.693234,0.155607,[30 10] ; [58 23],[29.09090909 10.90909091] ; [58.90909091 22.09090909],0
b5,1,0.71274,0.135555,[72 52] ; [297 199],[73.8 50.2] ; [295.2 200.8],0
d4,1,0.807144,0.059591,[104  19] ; [422  72],[104.85899514  18.14100486] ; [421.14100486  72.85899514],0
n2,1,0.860062,0.03108,[29 10] ; [59 22],[28.6 10.4] ; [59.4 21.6],0
