Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,77.890267,[356  64] ; [68 74],[316.8683274 103.1316726] ; [107.1316726  34.8683274],1
p9,1,0.0,53.023673,[357  61] ; [79 62],[326.02504472  91.97495528] ; [109.97495528  31.02504472],1
r3,1,0.0,36.809549,[407  14] ; [120  27],[390.61091549  30.38908451] ; [136.38908451  10.61091549],1
p2,1,0.0,33.045278,[346  74] ; [86 60],[320.56537102  99.43462898] ; [111.43462898  34.56537102],1
r4,1,0.0,31.120529,[396  26] ; [114  33],[378.24253076  43.75746924] ; [131.75746924  15.24253076],1
n6,1,0.0,30.169155,[357  63] ; [93 53],[333.92226148  86.07773852] ; [116.07773852  29.92226148],1
b1,1,2.1e-05,18.089283,[130 292] ; [74 73],[151.2970123 270.7029877] ; [52.7029877 94.2970123],1
p8,1,2.3e-05,17.887791,[190 225] ; [ 38 109],[168.36298932 246.63701068] ; [59.63701068 87.36298932],1
n4,1,4.3e-05,16.742072,[319 102] ; [84 61],[299.75795053 121.24204947] ; [103.24204947  41.75795053],1
v4,1,0.000148,14.39246,[405  14] ; [129  17],[396.01061947  22.98938053] ; [137.98938053   8.01061947],1
p7,1,0.00018,14.024854,[220 190] ; [52 94],[200.57553957 209.42446043] ; [71.42446043 74.57553957],1
n5,1,0.000294,13.106654,[310 108] ; [85 61],[292.74822695 125.25177305] ; [102.25177305  43.74822695],1
v2,1,0.000694,11.505297,[226 173] ; [56 84],[208.75324675 190.24675325] ; [73.24675325 66.75324675],1
r1,1,0.000849,11.130277,[351  68] ; [103  42],[337.28014184  81.71985816] ; [116.71985816  28.28014184],1
a6,1,0.001067,10.708396,[307 115] ; [85 61],[291.23943662 130.76056338] ; [100.76056338  45.23943662],0
p3,1,0.001757,9.787954,[183 238] ; [ 42 104],[167.06349206 253.93650794] ; [57.93650794 88.06349206],0
p4,1,0.011112,6.447297,[203 216] ; [53 93],[189.84778761 229.15221239] ; [66.15221239 79.84778761],0
a5,1,0.022417,5.213089,[309 113] ; [93 54],[298.14411248 123.85588752] ; [103.85588752  43.14411248],0
s1,1,0.029691,4.727086,[ 10 405] ; [  9 136],[ 14.08035714 400.91964286] ; [  4.91964286 140.08035714],0
u2,1,0.029927,4.713469,[71 55] ; [20 32],[64.41573034 61.58426966] ; [26.58426966 25.41573034],0
a1,1,0.032017,4.597579,[ 12 410] ; [ 10 137],[ 16.31634446 405.68365554] ; [  5.68365554 141.31634446],0
p12,1,0.050331,3.8304,[ 26 393] ; [  3 143],[ 21.50619469 397.49380531] ; [  7.49380531 138.50619469],0
d1,1,0.072171,3.23295,[240 182] ; [71 76],[230.65377856 191.34622144] ; [80.34622144 66.65377856],0
a8,1,0.075705,3.15478,[ 53 330] ; [ 11 126],[ 47.13846154 335.86153846] ; [ 16.86153846 120.13846154],0
s7,1,0.078733,3.090868,[172 234] ; [46 90],[163.29889299 242.70110701] ; [54.70110701 81.29889299],0
s8,1,0.081259,3.039546,[159 260] ; [ 44 103],[150.27738516 268.72261484] ; [52.72261484 94.27738516],0
s4,1,0.090852,2.859217,[ 58 360] ; [ 29 118],[ 64.36460177 353.63539823] ; [ 22.63539823 124.36460177],0
b3,1,0.105509,2.620233,[ 91 168] ; [18 54],[ 85.29003021 173.70996979] ; [23.70996979 48.29003021],0
b2,1,0.105509,2.620233,[ 91 168] ; [18 54],[ 85.29003021 173.70996979] ; [23.70996979 48.29003021],0
v1,1,0.108342,2.578242,[199 206] ; [60 85],[190.71818182 214.28181818] ; [68.28181818 76.71818182],0
n3,1,0.120959,2.404862,[65 22] ; [37 22],[60.78082192 26.21917808] ; [41.21917808 17.78082192],0
a3,1,0.149582,2.076506,[295 127] ; [92 53],[288.03174603 133.96825397] ; [98.96825397 46.03174603],0
d4,1,0.171378,1.870849,[339  82] ; [109  36],[333.22968198  87.77031802] ; [114.77031802  30.22968198],0
u1,1,0.182697,1.775547,[ 68 354] ; [ 17 130],[ 63.04042179 358.95957821] ; [ 21.95957821 125.04042179],0
p1,1,0.203465,1.617323,[ 22 396] ; [ 12 135],[ 25.1539823 392.8460177] ; [  8.8460177 138.1539823],0
u3,1,0.217921,1.51801,[75 52] ; [26 27],[71.26111111 55.73888889] ; [29.73888889 23.26111111],0
v3,1,0.222571,1.487717,[156 245] ; [46 93],[150.0037037 250.9962963] ; [51.9962963 87.0037037],0
u4,1,0.248441,1.332049,[  9 413] ; [  1 146],[  7.41652021 414.58347979] ; [  2.58347979 144.41652021],0
n2,1,0.293063,1.105494,[65 21] ; [42 20],[62.17567568 23.82432432] ; [44.82432432 17.17567568],0
d3,1,0.350793,0.870586,[281 141] ; [91 55],[276.38028169 145.61971831] ; [95.61971831 50.38028169],0
s3,1,0.372705,0.794625,[227 186] ; [74 72],[222.38461538 190.61538462] ; [78.61538462 67.38461538],0
n1,1,0.405307,0.692525,[30 56] ; [25 35],[32.39726027 53.60273973] ; [22.60273973 37.39726027],0
b4,1,0.40902,0.681648,[249 173] ; [81 66],[244.74516696 177.25483304] ; [85.25483304 61.74516696],0
a7,1,0.444321,0.585099,[306 115] ; [102  45],[302.4084507 118.5915493] ; [105.5915493  41.4084507],0
d5,1,0.527599,0.399013,[337  85] ; [113  33],[334.33098592  87.66901408] ; [115.66901408  30.33098592],0
s2,1,0.555201,0.348082,[190 226] ; [63 84],[186.94138544 229.05861456] ; [66.05861456 80.94138544],0
a2,1,0.595748,0.281456,[ 95 327] ; [ 30 117],[ 92.70650264 329.29349736] ; [ 32.29349736 114.70650264],0
p5,1,0.663646,0.189125,[ 27 389] ; [  8 138],[ 25.90747331 390.09252669] ; [  9.09252669 136.90747331],0
a4,1,0.775641,0.081227,[177 244] ; [59 86],[175.54063604 245.45936396] ; [60.45936396 84.54063604],0
s6,1,0.85366,0.034022,[252 162] ; [87 58],[251.06618962 162.93381038] ; [87.93381038 57.06618962],0
s5,1,0.901363,0.015361,[113 296] ; [ 40 102],[113.56987296 295.43012704] ; [ 39.43012704 102.56987296],0
