Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000376,12.647075,[ 7 28] ; [34 25],[15.26595745 19.73404255] ; [25.73404255 33.26595745],1
p11,1,0.000998,10.831437,[11 24] ; [41 21],[18.7628866 16.2371134] ; [33.2371134 28.7628866],1
s2,1,0.001041,10.752747,[ 5 30] ; [29 32],[12.39583333 22.60416667] ; [21.60416667 39.39583333],0
b1,1,0.001966,9.580571,[25 10] ; [24 38],[17.68041237 17.31958763] ; [31.31958763 30.68041237],0
p2,1,0.00457,8.042308,[13 21] ; [41 19],[19.53191489 14.46808511] ; [34.46808511 25.53191489],0
s6,1,0.004632,8.017879,[ 8 27] ; [32 29],[14.58333333 20.41666667] ; [25.41666667 35.58333333],0
s3,1,0.030486,4.68167,[10 24] ; [31 28],[14.98924731 19.01075269] ; [26.01075269 32.98924731],0
p9,1,0.042497,4.115291,[16 18] ; [41 19],[20.61702128 13.38297872] ; [36.38297872 23.61702128],0
n2,1,0.0697,3.290072,[7 9] ; [20  8],[9.81818182 6.18181818] ; [17.18181818 10.81818182],0
n3,1,0.075724,3.154376,[ 5 11] ; [16 11],[7.81395349 8.18604651] ; [13.18604651 13.81395349],0
n6,1,0.078929,3.086814,[17 17] ; [41 19],[20.9787234 13.0212766] ; [37.0212766 22.9787234],0
a4,1,0.087595,2.918032,[17 17] ; [20 42],[13.10416667 20.89583333] ; [23.89583333 38.10416667],0
r1,1,0.093547,2.812257,[15 20] ; [16 45],[11.30208333 23.69791667] ; [19.69791667 41.30208333],0
s7,1,0.100388,2.699372,[ 9 23] ; [27 32],[12.65934066 19.34065934] ; [23.34065934 35.65934066],0
p10,1,0.123805,2.368514,[16 19] ; [36 22],[19.56989247 15.43010753] ; [32.43010753 25.56989247],0
p6,1,0.184209,1.763332,[ 4 31] ; [13 45],[ 6.39784946 28.60215054] ; [10.60215054 47.39784946],0
s8,1,0.192509,1.698311,[ 6 29] ; [18 44],[ 8.65979381 26.34020619] ; [15.34020619 46.65979381],0
v4,1,0.204231,1.611856,[20 15] ; [42 18],[22.84210526 12.15789474] ; [39.15789474 20.84210526],0
p7,1,0.261631,1.260104,[ 9 22] ; [25 36],[11.45652174 19.54347826] ; [22.54347826 38.45652174],0
p5,1,0.308309,1.037907,[ 5 29] ; [ 5 57],[ 3.54166667 30.45833333] ; [ 6.45833333 55.54166667],0
n4,1,0.345045,0.891595,[18 17] ; [38 24],[20.20618557 14.79381443] ; [35.79381443 26.20618557],0
a7,1,0.345045,0.891595,[18 17] ; [38 24],[20.20618557 14.79381443] ; [35.79381443 26.20618557],0
v1,1,0.363229,0.826699,[12 23] ; [25 32],[14.07608696 20.92391304] ; [22.92391304 34.07608696],0
s5,1,0.388994,0.742084,[ 5 29] ; [13 46],[ 6.58064516 27.41935484] ; [11.41935484 47.58064516],0
b5,1,0.43104,0.620021,[18 17] ; [37 25],[19.84536082 15.15463918] ; [35.15463918 26.84536082],0
r2,1,0.447,0.578248,[17 15] ; [35 22],[18.69662921 13.30337079] ; [33.30337079 23.69662921],0
