Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.289515,[71  7] ; [2 7],[65.44827586 12.55172414] ; [7.55172414 1.44827586],1
r2,1,3e-06,22.123384,[74  4] ; [4 5],[69.93103448  8.06896552] ; [8.06896552 0.93103448],1
r3,1,0.000378,12.638866,[72  6] ; [4 4],[68.93023256  9.06976744] ; [7.06976744 0.93023256],1
p11,1,0.002559,9.097795,[62 16] ; [3 6],[58.27586207 19.72413793] ; [6.72413793 2.27586207],0
s1,1,0.003772,8.390206,[ 4 72] ; [3 6],[ 6.25882353 69.74117647] ; [0.74117647 8.25882353],0
r1,1,0.014193,6.013921,[63 15] ; [4 5],[60.06896552 17.93103448] ; [6.93103448 2.06896552],0
b5,1,0.023884,5.103035,[48 30] ; [2 7],[44.82758621 33.17241379] ; [5.17241379 3.82758621],0
s3,1,0.025067,5.019259,[46 29] ; [2 7],[42.85714286 32.14285714] ; [5.14285714 3.85714286],0
a7,1,0.060604,3.520785,[51 27] ; [3 6],[48.4137931 29.5862069] ; [5.5862069 3.4137931],0
s8,1,0.099648,2.711162,[30 47] ; [1 8],[27.75581395 49.24418605] ; [3.24418605 5.75581395],0
s6,1,0.100336,2.700188,[47 29] ; [3 6],[44.70588235 31.29411765] ; [5.29411765 3.70588235],0
v2,1,0.12663,2.333333,[45 30] ; [3 6],[42.85714286 32.14285714] ; [5.14285714 3.85714286],0
a6,1,0.141969,2.15649,[46 32] ; [3 6],[43.93103448 34.06896552] ; [5.06896552 3.93103448],0
b4,1,0.164121,1.935836,[45 33] ; [3 6],[43.03448276 34.96551724] ; [4.96551724 4.03448276],0
s4,1,0.22332,1.48291,[ 7 70] ; [2 7],[ 8.05813953 68.94186047] ; [0.94186047 8.05813953],0
n6,1,0.226401,1.46333,[63 15] ; [5 3],[61.6744186 16.3255814] ; [6.3255814 1.6744186],0
v3,1,0.244618,1.353783,[33 45] ; [2 7],[31.37931034 46.62068966] ; [3.62068966 5.37931034],0
p2,1,0.283055,1.152363,[56 21] ; [5 4],[54.61627907 22.38372093] ; [6.38372093 2.61627907],0
n2,1,0.316233,1.004464,[13  1] ; [3 1],[12.44444444  1.55555556] ; [3.55555556 0.44444444],0
p9,1,0.333726,0.934386,[62 15] ; [6 3],[60.88372093 16.11627907] ; [7.11627907 1.88372093],0
s5,1,0.372995,0.793662,[18 56] ; [1 8],[16.93975904 57.06024096] ; [2.06024096 6.93975904],0
s2,1,0.404478,0.694974,[36 39] ; [3 6],[34.82142857 40.17857143] ; [4.17857143 4.82142857],0
d3,1,0.421513,0.646092,[37 41] ; [3 6],[35.86206897 42.13793103] ; [4.13793103 4.86206897],0
s7,1,0.427231,0.630338,[35 39] ; [3 6],[33.87951807 40.12048193] ; [4.12048193 4.87951807],0
a5,1,0.448017,0.575663,[45 33] ; [4 5],[43.93103448 34.06896552] ; [5.06896552 3.93103448],0
a1,1,0.465261,0.533208,[ 4 74] ; [1 8],[ 4.48275862 73.51724138] ; [0.51724138 8.48275862],0
n5,1,0.495976,0.463536,[60 18] ; [6 3],[59.17241379 18.82758621] ; [6.82758621 2.17241379],0
b1,1,0.592641,0.286239,[36 42] ; [5 4],[36.75862069 41.24137931] ; [4.24137931 4.75862069],0
p1,1,0.596849,0.279774,[14 63] ; [1 8],[13.43023256 63.56976744] ; [1.56976744 7.43023256],0
p6,1,0.600584,0.274115,[23 52] ; [2 7],[22.32142857 52.67857143] ; [2.67857143 6.32142857],0
d2,1,0.68371,0.16598,[21 57] ; [3 6],[21.51724138 56.48275862] ; [2.48275862 6.51724138],0
n3,1,0.6885,0.160714,[9 5] ; [3 1],[9.33333333 4.66666667] ; [2.66666667 1.33333333],0
p8,1,0.696632,0.151999,[39 37] ; [4 5],[38.44705882 37.55294118] ; [4.55294118 4.44705882],0
p3,1,0.742524,0.107921,[30 47] ; [3 6],[29.54651163 47.45348837] ; [3.45348837 5.54651163],0
p4,1,0.780537,0.077628,[38 39] ; [4 5],[37.60465116 39.39534884] ; [4.39534884 4.60465116],0
p5,1,0.78413,0.075044,[11 65] ; [1 8],[10.72941176 65.27058824] ; [1.27058824 7.72941176],0
u3,1,0.787064,0.072968,[17 12] ; [2 1],[17.21875 11.78125] ; [1.78125 1.21875],0
n1,1,0.799846,0.064286,[6 8] ; [2 2],[6.22222222 7.77777778] ; [1.77777778 2.22222222],0
n4,1,0.811359,0.056965,[55 23] ; [6 3],[54.68965517 23.31034483] ; [6.31034483 2.68965517],0
p7,1,0.833145,0.044382,[45 31] ; [5 4],[44.70588235 31.29411765] ; [5.29411765 3.70588235],0
d1,1,0.833628,0.044121,[ 7 71] ; [1 8],[ 7.17241379 70.82758621] ; [0.82758621 8.17241379],0
a4,1,0.855034,0.033379,[19 57] ; [2 7],[18.77647059 57.22352941] ; [2.22352941 6.77647059],0
p10,1,0.855034,0.033379,[57 19] ; [7 2],[57.22352941 18.77647059] ; [6.77647059 2.22352941],0
a3,1,0.857813,0.032098,[49 28] ; [6 3],[49.24418605 27.75581395] ; [5.75581395 3.24418605],0
b3,1,0.863594,0.029516,[25 29] ; [3 4],[24.78688525 29.21311475] ; [3.21311475 3.78688525],0
b2,1,0.863594,0.029516,[25 29] ; [3 4],[24.78688525 29.21311475] ; [3.21311475 3.78688525],0
d4,1,0.864828,0.028979,[41 37] ; [5 4],[41.24137931 36.75862069] ; [4.75862069 4.24137931],0
