Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.678331,[ 1 49] ; [50 58],[16.13924051 33.86075949] ; [34.86075949 73.13924051],1
d4,1,4e-06,21.235502,[24 26] ; [90 18],[36.07594937 13.92405063] ; [77.92405063 30.07594937],1
d3,1,0.000111,14.937641,[19 31] ; [76 32],[30.06329114 19.93670886] ; [64.93670886 43.06329114],1
a4,1,0.009817,6.667786,[ 3 46] ; [25 83],[ 8.7388535 40.2611465] ; [19.2611465 88.7388535],0
a3,1,0.014352,5.994326,[16 33] ; [58 50],[23.0955414 25.9044586] ; [50.9044586 57.0955414],0
r1,1,0.015424,5.867363,[30 20] ; [84 23],[36.30573248 13.69426752] ; [77.69426752 29.30573248],0
u3,1,0.035493,4.421302,[17 16] ; [37 13],[21.46987952 11.53012048] ; [32.53012048 17.46987952],0
v3,1,0.035675,4.412563,[11 37] ; [42 62],[16.73684211 31.26315789] ; [36.26315789 67.73684211],0
a7,1,0.046091,3.978257,[29 21] ; [79 28],[34.39490446 15.60509554] ; [73.60509554 33.39490446],0
s2,1,0.051452,3.793497,[24 25] ; [70 37],[29.52564103 19.47435897] ; [64.47435897 42.52564103],0
p2,1,0.055165,3.677091,[35 15] ; [90 18],[39.55696203 10.44303797] ; [85.44303797 22.55696203],0
p4,1,0.055675,3.661757,[21 29] ; [63 45],[26.58227848 23.41772152] ; [57.41772152 50.58227848],0
b4,1,0.059484,3.551716,[25 25] ; [71 37],[30.37974684 19.62025316] ; [65.62025316 42.37974684],0
d2,1,0.061535,3.495535,[ 6 44] ; [27 81],[10.44303797 39.55696203] ; [22.55696203 85.44303797],0
p3,1,0.095385,2.781064,[17 33] ; [52 56],[21.83544304 28.16455696] ; [47.16455696 60.83544304],0
s8,1,0.100304,2.700698,[18 32] ; [54 54],[22.78481013 27.21518987] ; [49.21518987 58.78481013],0
a6,1,0.112862,2.513679,[21 29] ; [60 48],[25.63291139 24.36708861] ; [55.36708861 52.63291139],0
s1,1,0.115108,2.482656,[ 5 44] ; [  4 101],[ 2.86363636 46.13636364] ; [ 6.13636364 98.86363636],0
s3,1,0.118543,2.436465,[31 17] ; [82 25],[34.99354839 13.00645161] ; [78.00645161 28.99354839],0
r3,1,0.119581,2.422796,[45  5] ; [102   4],[47.11538462  2.88461538] ; [99.88461538  6.11538462],0
r4,1,0.133345,2.253119,[40 10] ; [96 12],[43.03797468  6.96202532] ; [92.96202532 15.03797468],0
b2,1,0.148652,2.086026,[ 3 22] ; [16 45],[ 5.52325581 19.47674419] ; [13.47674419 47.52325581],0
b3,1,0.148652,2.086026,[ 3 22] ; [16 45],[ 5.52325581 19.47674419] ; [13.47674419 47.52325581],0
v2,1,0.164027,1.936707,[18 28] ; [53 50],[21.91946309 24.08053691] ; [49.08053691 53.91946309],0
s7,1,0.239041,1.386238,[20 28] ; [52 48],[23.35135135 24.64864865] ; [48.64864865 51.35135135],0
p6,1,0.265711,1.238754,[14 34] ; [40 64],[17.05263158 30.94736842] ; [36.94736842 67.05263158],0
b5,1,0.338505,0.916083,[27 23] ; [67 41],[29.74683544 20.25316456] ; [64.25316456 43.74683544],0
n1,1,0.342093,0.902571,[ 4 10] ; [11 14],[5.38461538 8.61538462] ; [ 9.61538462 15.38461538],0
p8,1,0.409758,0.679502,[21 29] ; [52 54],[23.3974359 26.6025641] ; [49.6025641 56.3974359],0
v1,1,0.417429,0.657542,[22 27] ; [54 50],[24.33986928 24.66013072] ; [51.66013072 52.33986928],0
n2,1,0.435484,0.608154,[9 5] ; [19  6],[10.05128205  3.94871795] ; [17.94871795  7.05128205],0
r2,1,0.45091,0.568364,[43  6] ; [98  9],[44.28846154  4.71153846] ; [96.71153846 10.28846154],0
s4,1,0.552303,0.353208,[11 39] ; [28 78],[12.5 37.5] ; [26.5 79.5],0
u1,1,0.569377,0.323726,[ 1 49] ; [  4 104],[ 1.58227848 48.41772152] ; [  3.41772152 104.58227848],0
a1,1,0.569377,0.323726,[ 1 49] ; [  4 104],[ 1.58227848 48.41772152] ; [  3.41772152 104.58227848],0
b1,1,0.570309,0.322166,[18 32] ; [44 64],[19.62025316 30.37974684] ; [42.37974684 65.62025316],0
p10,1,0.574106,0.31586,[36 14] ; [80 25],[37.41935484 12.58064516] ; [78.58064516 26.41935484],0
p5,1,0.608053,0.26302,[ 8 42] ; [14 94],[ 6.96202532 43.03797468] ; [15.03797468 92.96202532],0
n3,1,0.672851,0.178286,[8 6] ; [16  9],[8.61538462 5.38461538] ; [15.38461538  9.61538462],0
a8,1,0.716058,0.132301,[ 5 41] ; [13 87],[ 5.67123288 40.32876712] ; [12.32876712 87.67123288],0
p9,1,0.793844,0.06829,[38 12] ; [81 23],[38.63636364 11.36363636] ; [80.36363636 23.63636364],0
n5,1,0.793991,0.06819,[37 13] ; [82 26],[37.65822785 12.34177215] ; [81.34177215 26.65822785],0
p11,1,0.815359,0.054531,[37 13] ; [78 30],[36.39240506 13.60759494] ; [78.60759494 29.39240506],0
p7,1,0.821088,0.051142,[30 18] ; [63 41],[29.36842105 18.63157895] ; [63.63157895 40.36842105],0
n4,1,0.851468,0.035061,[35 15] ; [74 34],[34.49367089 15.50632911] ; [74.50632911 33.49367089],0
s5,1,0.863418,0.029593,[15 32] ; [35 70],[15.46052632 31.53947368] ; [34.53947368 70.46052632],0
v4,1,0.88741,0.020046,[46  3] ; [102   6],[46.1910828  2.8089172] ; [101.8089172   6.1910828],0
p12,1,0.895956,0.017101,[ 4 46] ; [  8 100],[ 3.79746835 46.20253165] ; [ 8.20253165 99.79746835],0
p1,1,0.896636,0.016877,[ 5 45] ; [10 97],[ 4.77707006 45.22292994] ; [10.22292994 96.77707006],0
u2,1,0.94441,0.004862,[20 12] ; [31 18],[20.14814815 11.85185185] ; [30.85185185 18.14814815],0
n6,1,0.956282,0.003005,[40 10] ; [86 21],[40.12738854  9.87261146] ; [85.87261146 21.12738854],0
