Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.702621,[ 5 25] ; [57 15],[18.23529412 11.76470588] ; [43.76470588 28.23529412],1
r3,1,3.7e-05,16.994943,[14 16] ; [61 10],[22.27722772  7.72277228] ; [52.72277228 18.27722772],1
r2,1,8.6e-05,15.41482,[17 12] ; [66  6],[23.83168317  5.16831683] ; [59.16831683 12.83168317],1
v4,1,0.001149,10.56984,[15 15] ; [58 13],[21.68316832  8.31683168] ; [51.31683168 19.68316832],0
u3,1,0.002888,8.876893,[ 2 11] ; [16  8],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
s8,1,0.013391,6.116743,[ 1 29] ; [17 54],[ 5.34653465 24.65346535] ; [12.65346535 58.34653465],0
p2,1,0.018101,5.586389,[ 7 23] ; [35 37],[12.35294118 17.64705882] ; [29.64705882 42.35294118],0
a7,1,0.034138,4.48778,[14 16] ; [49 22],[18.71287129 11.28712871] ; [44.28712871 26.71287129],0
a5,1,0.059418,3.553548,[14 16] ; [48 24],[18.23529412 11.76470588] ; [43.76470588 28.23529412],0
a1,1,0.071436,3.249701,[ 5 25] ; [ 4 68],[ 2.64705882 27.35294118] ; [ 6.35294118 65.64705882],0
p4,1,0.081965,3.025499,[ 5 25] ; [24 47],[ 8.61386139 21.38613861] ; [20.38613861 50.61386139],0
p3,1,0.094546,2.795209,[ 3 26] ; [18 53],[ 6.09 22.91] ; [14.91 56.09],0
s2,1,0.094901,2.789217,[ 4 26] ; [20 49],[ 7.27272727 22.72727273] ; [16.72727273 52.27272727],0
u2,1,0.1113,2.535664,[ 3 10] ; [12 12],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
p10,1,0.132688,2.260765,[ 2 28] ; [13 58],[ 4.45544554 25.54455446] ; [10.54455446 60.45544554],0
s6,1,0.139524,2.183201,[ 8 22] ; [30 41],[11.28712871 18.71287129] ; [26.71287129 44.28712871],0
n1,1,0.14311,2.144194,[ 3 12] ; [13 18],[5.2173913 9.7826087] ; [10.7826087 20.2173913],0
a2,1,0.150541,2.066758,[ 4 26] ; [19 53],[ 6.76470588 23.23529412] ; [16.23529412 55.76470588],0
u1,1,0.181132,1.788312,[ 2 28] ; [12 60],[ 4.11764706 25.88235294] ; [ 9.88235294 62.11764706],0
d5,1,0.181132,1.788312,[20 10] ; [57 15],[22.64705882  7.35294118] ; [54.35294118 17.64705882],0
s5,1,0.202859,1.621673,[ 3 26] ; [15 56],[ 5.22 23.78] ; [12.78 58.22],0
