Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,43.191279,[101 151] ; [75 19],[128.1849711 123.8150289] ; [47.8150289 46.1849711],1
p3,1,0.0,33.667713,[ 77 175] ; [61 33],[100.50867052 151.49132948] ; [37.49132948 56.50867052],1
p7,1,0.0,29.867727,[115 134] ; [73 19],[137.27859238 111.72140762] ; [50.72140762 41.27859238],1
p2,1,9.8e-05,15.177012,[177  75] ; [85  9],[190.82080925  61.17919075] ; [71.17919075 22.82080925],1
p8,1,0.000144,14.454564,[ 92 158] ; [56 38],[107.55813953 142.44186047] ; [40.44186047 53.55813953],1
s6,1,0.000307,13.026201,[136 115] ; [69 22],[150.45321637 100.54678363] ; [54.54678363 36.45321637],1
p5,1,0.000374,12.659284,[ 10 242] ; [14 80],[ 17.47976879 234.52023121] ; [ 6.52023121 87.47976879],1
p9,1,0.001158,10.55539,[174  74] ; [82 12],[185.6374269  62.3625731] ; [70.3625731 23.6374269],0
s7,1,0.001857,9.685728,[ 92 149] ; [51 38],[104.43333333 136.56666667] ; [38.56666667 50.43333333],0
p1,1,0.002218,9.35985,[ 11 239] ; [13 81],[ 17.44186047 232.55813953] ; [ 6.55813953 87.44186047],0
s8,1,0.004445,8.092457,[ 78 175] ; [44 49],[ 89.20809249 163.79190751] ; [32.79190751 60.20809249],0
s5,1,0.006238,7.480287,[ 58 189] ; [34 54],[ 67.83283582 179.16716418] ; [24.16716418 63.83283582],0
a4,1,0.006366,7.443685,[106 146] ; [55 39],[117.26011561 134.73988439] ; [43.73988439 50.26011561],0
b3,1,0.006952,7.285322,[ 38 108] ; [26 31],[46.02955665 99.97044335] ; [17.97044335 39.02955665],0
b2,1,0.006952,7.285322,[ 38 108] ; [26 31],[46.02955665 99.97044335] ; [17.97044335 39.02955665],0
s2,1,0.007046,7.261322,[100 152] ; [52 41],[111.02608696 140.97391304] ; [40.97391304 52.02608696],0
n4,1,0.010412,6.562942,[172  81] ; [77 17],[181.54755043  71.45244957] ; [67.45244957 26.54755043],0
a7,1,0.023071,5.163119,[194  58] ; [61 33],[185.72254335  66.27745665] ; [69.27745665 24.72254335],0
p12,1,0.025375,4.99812,[  6 247] ; [ 7 86],[  9.50578035 243.49421965] ; [ 3.49421965 89.50578035],0
s4,1,0.03179,4.609788,[ 39 214] ; [23 67],[ 45.73177843 207.26822157] ; [16.26822157 73.73177843],0
u2,1,0.03559,4.416636,[37 39] ; [15  5],[41.16666667 34.83333333] ; [10.83333333  9.16666667],0
u1,1,0.041772,4.144429,[ 36 217] ; [22 72],[ 42.28818444 210.71181556] ; [15.71181556 78.28818444],0
n5,1,0.058754,3.572205,[159  92] ; [69 24],[166.36046512  84.63953488] ; [61.63953488 31.36046512],0
d2,1,0.061088,3.507591,[126 124] ; [58 36],[133.72093023 116.27906977] ; [50.27906977 43.72093023],0
v4,1,0.063281,3.449231,[224  27] ; [89  4],[228.38081395  22.61918605] ; [84.61918605  8.38081395],0
n6,1,0.067865,3.333917,[194  57] ; [81 13],[200.07246377  50.92753623] ; [74.92753623 19.07246377],0
b4,1,0.068342,3.32241,[154  99] ; [47 47],[146.55043228 106.44956772] ; [54.44956772 39.55043228],0
s3,1,0.074532,3.180271,[124 127] ; [56 37],[131.3372093 119.6627907] ; [48.6627907 44.3372093],0
d1,1,0.076747,3.132485,[163  90] ; [70 24],[169.88184438  83.11815562] ; [63.11815562 30.88184438],0
a3,1,0.078942,3.086543,[175  78] ; [74 20],[181.54755043  71.45244957] ; [67.45244957 26.54755043],0
n3,1,0.141786,2.158464,[47 28] ; [24  7],[50.23584906 24.76415094] ; [20.76415094 10.23584906],0
r2,1,0.143811,2.136699,[226  23] ; [87  4],[229.22647059  19.77352941] ; [83.77352941  7.22647059],0
r4,1,0.170935,1.874723,[208  45] ; [83 11],[212.17002882  40.82997118] ; [78.82997118 15.17002882],0
v2,1,0.185269,1.754841,[112 131] ; [35 57],[106.62985075 136.37014925] ; [40.37014925 51.62985075],0
u3,1,0.195949,1.67231,[40 37] ; [13  6],[42.51041667 34.48958333] ; [10.48958333  8.51041667],0
p10,1,0.205339,1.60399,[180  71] ; [73 20],[184.60174419  66.39825581] ; [68.39825581 24.60174419],0
n2,1,0.223011,1.484891,[47 29] ; [23  8],[49.71962617 26.28037383] ; [20.28037383 10.71962617],0
a2,1,0.246591,1.342517,[ 55 198] ; [26 68],[ 59.05763689 193.94236311] ; [21.94236311 72.05763689],0
d3,1,0.274243,1.195401,[181  72] ; [72 21],[184.99710983  68.00289017] ; [68.00289017 24.99710983],0
p11,1,0.302221,1.064367,[174  79] ; [70 24],[177.90201729  75.09798271] ; [66.09798271 27.90201729],0
b1,1,0.372055,0.796789,[ 97 156] ; [41 53],[100.6167147 152.3832853] ; [37.3832853 56.6167147],0
a6,1,0.405884,0.690825,[176  77] ; [61 33],[172.79827089  80.20172911] ; [64.20172911 29.79827089],0
a1,1,0.435063,0.609269,[ 11 242] ; [ 6 88],[ 12.39481268 240.60518732] ; [ 4.60518732 89.39481268],0
r3,1,0.435932,0.606966,[228  23] ; [86  6],[229.77842566  21.22157434] ; [84.22157434  7.77842566],0
d4,1,0.478482,0.502321,[218  34] ; [84 10],[219.95375723  32.04624277] ; [82.04624277 11.95375723],0
b5,1,0.672538,0.178648,[141 112] ; [50 44],[139.25936599 113.74063401] ; [51.74063401 42.25936599],0
