Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.445697,[23 20] ; [ 8 57],[12.34259259 30.65740741] ; [18.65740741 46.34259259],1
s3,1,8e-06,20.027266,[30 13] ; [17 48],[18.71296296 24.28703704] ; [28.28703704 36.71296296],1
s8,1,0.000675,11.55648,[13 30] ; [ 4 62],[ 6.70642202 36.29357798] ; [10.29357798 55.70642202],1
p4,1,0.000678,11.54981,[23 19] ; [15 51],[14.77777778 27.22222222] ; [23.22222222 42.77777778],1
n6,1,0.001111,10.633086,[34  9] ; [31 34],[25.87962963 17.12037037] ; [39.12037037 25.87962963],0
v4,1,0.002182,9.389624,[39  4] ; [42 23],[32.25 10.75] ; [48.75 16.25],0
r4,1,0.002533,9.116817,[35  8] ; [35 31],[27.6146789 15.3853211] ; [42.3853211 23.6146789],0
u3,1,0.002596,9.07139,[16  4] ; [11 19],[10.8  9.2] ; [16.2 13.8],0
r3,1,0.002708,8.994527,[38  5] ; [41 25],[31.16513761 11.83486239] ; [47.83486239 18.16513761],0
s5,1,0.004245,8.175776,[12 31] ; [ 5 61],[ 6.70642202 36.29357798] ; [10.29357798 55.70642202],0
v3,1,0.005767,7.621694,[14 29] ; [ 7 57],[ 8.43925234 34.56074766] ; [12.56074766 51.43925234],0
s4,1,0.006132,7.511158,[14 27] ; [ 8 58],[ 8.42990654 32.57009346] ; [13.57009346 52.42990654],0
s7,1,0.007959,7.042744,[16 24] ; [10 51],[10.2970297 29.7029703] ; [15.7029703 45.2970297],0
p8,1,0.015566,5.851234,[17 26] ; [12 53],[11.5462963 31.4537037] ; [17.4537037 47.5462963],0
p7,1,0.017997,5.596443,[23 19] ; [21 45],[17.11111111 24.88888889] ; [26.88888889 39.11111111],0
p6,1,0.022037,5.242873,[12 31] ; [ 7 58],[ 7.56481481 35.43518519] ; [11.43518519 53.56481481],0
b5,1,0.025538,4.987017,[27 16] ; [27 39],[21.30275229 21.69724771] ; [32.69724771 33.30275229],0
n5,1,0.058538,3.578336,[30 13] ; [34 32],[25.24770642 17.75229358] ; [38.75229358 27.24770642],0
p5,1,0.060156,3.533086,[ 4 39] ; [ 1 64],[ 1.99074074 41.00925926] ; [ 3.00925926 61.99074074],0
b1,1,0.063134,3.453079,[28 15] ; [31 35],[23.27522936 19.72477064] ; [35.72477064 30.27522936],0
r1,1,0.13664,2.215399,[32 11] ; [40 26],[28.40366972 14.59633028] ; [43.59633028 22.40366972],0
p11,1,0.148247,2.090195,[23 20] ; [26 40],[19.33027523 23.66972477] ; [29.66972477 36.33027523],0
p2,1,0.16799,1.900787,[26 17] ; [31 35],[22.48623853 20.51376147] ; [34.51376147 31.48623853],0
p1,1,0.171038,1.873824,[ 6 37] ; [ 4 61],[ 3.98148148 39.01851852] ; [ 6.01851852 58.98148148],0
a4,1,0.173544,1.852056,[12 30] ; [27 38],[15.30841121 26.69158879] ; [23.69158879 41.30841121],0
p3,1,0.179922,1.798266,[15 28] ; [15 50],[11.94444444 31.05555556] ; [18.05555556 46.94444444],0
r2,1,0.185462,1.753307,[38  5] ; [51 14],[35.43518519  7.56481481] ; [53.56481481 11.43518519],0
d4,1,0.199068,1.649201,[30 13] ; [38 28],[26.82568807 16.17431193] ; [41.17431193 24.82568807],0
n2,1,0.201754,1.629632,[9 4] ; [17 18],[7.04166667 5.95833333] ; [18.95833333 16.04166667],0
d5,1,0.218699,1.51289,[31 12] ; [40 26],[28.00917431 14.99082569] ; [42.99082569 23.00917431],0
u1,1,0.279973,1.167219,[ 6 37] ; [ 5 61],[ 4.33944954 38.66055046] ; [ 6.66055046 59.33944954],0
b4,1,0.283878,1.148431,[26 17] ; [33 33],[23.27522936 19.72477064] ; [35.72477064 30.27522936],0
d1,1,0.327571,0.958477,[19 24] ; [23 43],[16.56880734 26.43119266] ; [25.43119266 40.56880734],0
d3,1,0.36673,0.814714,[24 19] ; [31 35],[21.69724771 21.30275229] ; [33.30275229 32.69724771],0
n3,1,0.372449,0.795478,[8 5] ; [15 17],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
a7,1,0.444751,0.583993,[26 17] ; [35 31],[24.06422018 18.93577982] ; [36.93577982 29.06422018],0
d2,1,0.455443,0.557072,[20 23] ; [35 30],[21.89814815 21.10185185] ; [33.10185185 31.89814815],0
a8,1,0.508838,0.436455,[ 4 37] ; [ 4 60],[ 3.12380952 37.87619048] ; [ 4.87619048 59.12380952],0
p10,1,0.565595,0.330108,[10 31] ; [13 53],[ 8.81308411 32.18691589] ; [14.18691589 51.81308411],0
n4,1,0.57114,0.320779,[29 14] ; [41 25],[27.6146789 15.3853211] ; [42.3853211 23.6146789],0
v1,1,0.595906,0.281215,[11 32] ; [14 52],[ 9.86238532 33.13761468] ; [15.13761468 50.86238532],0
s1,1,0.637403,0.222155,[ 5 37] ; [ 6 60],[ 4.27777778 37.72222222] ; [ 6.72222222 59.27777778],0
u2,1,0.643103,0.214707,[10 10] ; [13 17],[ 9.2 10.8] ; [13.8 16.2],0
b2,1,0.717158,0.131232,[ 7 21] ; [13 32],[ 7.67123288 20.32876712] ; [12.32876712 32.67123288],0
b3,1,0.717158,0.131232,[ 7 21] ; [13 32],[ 7.67123288 20.32876712] ; [12.32876712 32.67123288],0
n1,1,0.780866,0.07739,[5 7] ; [13 22],[4.59574468 7.40425532] ; [13.40425532 21.59574468],0
a3,1,0.846361,0.037544,[23 20] ; [36 29],[23.49074074 19.50925926] ; [35.50925926 29.49074074],0
a2,1,0.862858,0.029838,[ 6 37] ; [10 56],[ 6.31192661 36.68807339] ; [ 9.68807339 56.31192661],0
a1,1,0.906697,0.013737,[ 3 40] ; [ 5 61],[ 3.1559633 39.8440367] ; [ 4.8440367 61.1559633],0
a6,1,0.913799,0.011717,[23 20] ; [36 30],[23.27522936 19.72477064] ; [35.72477064 30.27522936],0
a5,1,0.913799,0.011717,[23 20] ; [36 30],[23.27522936 19.72477064] ; [35.72477064 30.27522936],0
