Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001772,9.771597,[36 65] ; [35 22],[45.38607595 55.61392405] ; [25.61392405 31.38607595],0
a4,1,0.004156,8.214304,[19 86] ; [22 35],[26.57407407 78.42592593] ; [14.42592593 42.57407407],0
a5,1,0.014237,6.008576,[47 58] ; [37 20],[54.44444444 50.55555556] ; [29.55555556 27.44444444],0
v3,1,0.02504,5.021116,[17 85] ; [18 38],[22.59493671 79.40506329] ; [12.40506329 43.59493671],0
a3,1,0.026267,4.938375,[49 56] ; [37 20],[55.74074074 49.25925926] ; [30.25925926 26.74074074],0
d4,1,0.040054,4.2156,[73 32] ; [48  9],[78.42592593 26.57407407] ; [42.57407407 14.42592593],0
p9,1,0.073289,3.207773,[66 38] ; [44 13],[71.05590062 32.94409938] ; [38.94409938 18.05590062],0
n5,1,0.079873,3.067474,[28 76] ; [23 34],[32.94409938 71.05590062] ; [18.05590062 38.94409938],0
n2,1,0.090219,2.870458,[25 18] ; [16  4],[27.98412698 15.01587302] ; [13.01587302  6.98412698],0
r1,1,0.119589,2.422692,[62 42] ; [41 16],[66.53416149 37.46583851] ; [36.46583851 20.53416149],0
p3,1,0.130465,2.286968,[24 81] ; [19 37],[28.04347826 76.95652174] ; [14.95652174 41.04347826],0
b3,1,0.1329,2.258304,[ 8 40] ; [ 8 17],[10.52054795 37.47945205] ; [ 5.47945205 19.52054795],0
b2,1,0.1329,2.258304,[ 8 40] ; [ 8 17],[10.52054795 37.47945205] ; [ 5.47945205 19.52054795],0
p10,1,0.133233,2.25442,[58 45] ; [39 18],[62.44375 40.55625] ; [34.55625 22.44375],0
s5,1,0.166767,1.911771,[18 85] ; [15 41],[21.37735849 81.62264151] ; [11.62264151 44.37735849],0
n1,1,0.166818,1.911312,[11 33] ; [ 2 18],[ 8.9375 35.0625] ; [ 4.0625 15.9375],0
a7,1,0.175407,1.836116,[73 31] ; [34 23],[69.11801242 34.88198758] ; [37.88198758 19.11801242],0
p11,1,0.198694,1.651947,[63 42] ; [40 17],[66.75925926 38.24074074] ; [36.24074074 20.75925926],0
b4,1,0.223015,1.484864,[54 51] ; [35 22],[57.68518519 47.31481481] ; [31.31481481 25.68518519],0
p5,1,0.224099,1.477925,[  3 100] ; [ 4 53],[ 4.50625 98.49375] ; [ 2.49375 54.50625],0
u3,1,0.250197,1.322206,[27 27] ; [13  7],[29.18918919 24.81081081] ; [10.81081081  9.18918919],0
s4,1,0.269745,1.218045,[20 85] ; [ 7 50],[17.5 87.5] ; [ 9.5 47.5],0
s3,1,0.284026,1.147723,[36 69] ; [24 32],[39.13043478 65.86956522] ; [20.86956522 35.13043478],0
r2,1,0.344276,0.894444,[88 17] ; [50  6],[90. 15.] ; [48.  8.],0
d1,1,0.352319,0.865089,[40 65] ; [26 31],[42.77777778 62.22222222] ; [23.22222222 33.77777778],0
p7,1,0.355507,0.853702,[45 57] ; [29 27],[47.7721519 54.2278481] ; [26.2278481 29.7721519],0
v4,1,0.376701,0.781441,[92 12] ; [52  4],[93.6 10.4] ; [50.4  5.6],0
s6,1,0.38486,0.75512,[44 61] ; [27 28],[46.59375 58.40625] ; [24.40625 30.59375],0
p2,1,0.400405,0.70711,[70 34] ; [42 15],[72.34782609 31.65217391] ; [39.65217391 17.34782609],0
a6,1,0.403651,0.697424,[66 39] ; [32 25],[63.51851852 41.48148148] ; [34.48148148 22.51851852],0
s8,1,0.404771,0.694107,[12 93] ; [ 9 47],[13.69565217 91.30434783] ; [ 7.30434783 48.69565217],0
a8,1,0.439347,0.597987,[ 4 94] ; [ 1 55],[ 3.18181818 94.81818182] ; [ 1.81818182 54.18181818],0
p1,1,0.446079,0.580595,[  3 101] ; [ 3 54],[  3.8757764 100.1242236] ; [ 2.1242236 54.8757764],0
s2,1,0.49102,0.474289,[31 73] ; [20 37],[32.94409938 71.05590062] ; [18.05590062 38.94409938],0
a2,1,0.529416,0.395512,[ 8 97] ; [ 6 51],[ 9.07407407 95.92592593] ; [ 4.92592593 52.07407407],0
d5,1,0.536164,0.382697,[68 36] ; [40 17],[69.76397516 34.23602484] ; [38.23602484 18.76397516],0
s1,1,0.549481,0.358249,[  5 100] ; [ 4 53],[ 5.83333333 99.16666667] ; [ 3.16666667 53.83333333],0
d2,1,0.577377,0.310494,[32 73] ; [15 42],[30.46296296 74.53703704] ; [16.53703704 40.46296296],0
d3,1,0.599005,0.276499,[64 39] ; [33 24],[62.44375 40.55625] ; [34.55625 22.44375],0
a1,1,0.663896,0.188825,[  4 101] ; [ 3 54],[  4.53703704 100.46296296] ; [ 2.46296296 54.53703704],0
