Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.016229,5.777864,[2 4] ; [ 2 41],[0.48979592 5.51020408] ; [ 3.51020408 39.48979592],0
a5,1,0.101497,2.681867,[1 5] ; [23 21],[2.88 3.12] ; [21.12 22.88],0
d5,1,0.12434,2.361782,[5 1] ; [22 22],[3.24 2.76] ; [23.76 20.24],0
v4,1,0.180162,1.796288,[5 1] ; [24 20],[3.48 2.52] ; [25.52 18.48],0
b4,1,0.213621,1.546717,[5 1] ; [25 19],[3.6 2.4] ; [26.4 17.6],0
r2,1,0.21486,1.538372,[3 3] ; [32 11],[4.28571429 1.71428571] ; [30.71428571 12.28571429],0
s6,1,0.21486,1.538372,[3 3] ; [11 32],[1.71428571 4.28571429] ; [12.28571429 30.71428571],0
s7,1,0.23568,1.40625,[2 3] ; [ 7 33],[1. 4.] ; [ 8. 32.],0
b1,1,0.251118,1.317076,[5 1] ; [26 18],[3.72 2.28] ; [27.28 16.72],0
p2,1,0.271348,1.209918,[3 3] ; [12 31],[1.83673469 4.16326531] ; [13.16326531 29.83673469],0
d3,1,0.292928,1.106113,[1 5] ; [17 27],[2.16 3.84] ; [15.84 28.16],0
p10,1,0.339354,0.912872,[1 5] ; [16 28],[2.04 3.96] ; [14.96 29.04],0
n4,1,0.377805,0.777832,[3 3] ; [30 14],[3.96 2.04] ; [29.04 14.96],0
v3,1,0.384088,0.757576,[2 4] ; [ 8 36],[1.2 4.8] ; [ 8.8 35.2],0
d4,1,0.443346,0.587607,[4 2] ; [22 22],[3.12 2.88] ; [22.88 21.12],0
v1,1,0.447412,0.577201,[1 5] ; [14 30],[1.8 4.2] ; [13.2 30.8],0
u3,1,0.449102,0.572917,[1 1] ; [ 5 15],[0.54545455 1.45454545] ; [ 5.45454545 14.54545455],0
s3,1,0.519243,0.415397,[1 5] ; [12 29],[1.65957447 4.34042553] ; [11.34042553 29.65957447],0
a2,1,0.56174,0.3367,[1 5] ; [ 4 40],[0.6 5.4] ; [ 4.4 39.6],0
s1,1,0.56174,0.3367,[1 5] ; [ 4 40],[0.6 5.4] ; [ 4.4 39.6],0
p11,1,0.568247,0.325625,[2 4] ; [10 34],[1.44 4.56] ; [10.56 33.44],0
a6,1,0.574727,0.314837,[2 4] ; [20 24],[2.64 3.36] ; [19.36 24.64],0
n3,1,0.585957,0.296703,[2 1] ; [12 12],[1.55555556 1.44444444] ; [12.44444444 11.55555556],0
n6,1,0.594032,0.284091,[3 3] ; [17 27],[2.4 3.6] ; [17.6 26.4],0
n1,1,0.630297,0.231658,[1 2] ; [12 13],[1.39285714 1.60714286] ; [11.60714286 13.39285714],0
n2,1,0.630297,0.231658,[2 1] ; [13 12],[1.60714286 1.39285714] ; [13.39285714 11.60714286],0
r1,1,0.646587,0.21023,[2 4] ; [19 25],[2.52 3.48] ; [18.48 25.52],0
a3,1,0.658036,0.195918,[4 2] ; [24 18],[3.5 2.5] ; [24.5 17.5],0
d2,1,0.705865,0.142442,[3 3] ; [18 25],[2.57142857 3.42857143] ; [18.42857143 24.57142857],0
s8,1,0.724303,0.124407,[1 5] ; [ 5 38],[0.73469388 5.26530612] ; [ 5.26530612 37.73469388],0
a7,1,0.752291,0.099616,[3 3] ; [19 25],[2.64 3.36] ; [19.36 24.64],0
p9,1,0.788823,0.071738,[2 4] ; [16 25],[2.29787234 3.70212766] ; [15.70212766 25.29787234],0
b3,1,0.82173,0.050769,[1 2] ; [12 18],[1.18181818 1.81818182] ; [11.81818182 18.18181818],0
b2,1,0.82173,0.050769,[1 2] ; [12 18],[1.18181818 1.81818182] ; [11.81818182 18.18181818],0
n5,1,0.849361,0.036075,[4 2] ; [31 13],[4.2 1.8] ; [30.8 13.2],0
p3,1,0.908569,0.013189,[1 5] ; [ 8 35],[1.10204082 4.89795918] ; [ 7.89795918 35.10204082],0
a1,1,0.927794,0.008212,[1 5] ; [ 8 36],[1.08 4.92] ; [ 7.92 36.08],0
s5,1,0.927794,0.008212,[1 5] ; [ 8 36],[1.08 4.92] ; [ 7.92 36.08],0
s4,1,0.927794,0.008212,[1 5] ; [ 8 36],[1.08 4.92] ; [ 7.92 36.08],0
d1,1,0.940505,0.00557,[2 4] ; [14 30],[1.92 4.08] ; [14.08 29.92],0
p1,1,0.962128,0.002255,[1 5] ; [ 7 37],[0.96 5.04] ; [ 7.04 36.96],0
s2,1,0.962128,0.002255,[1 5] ; [ 7 37],[0.96 5.04] ; [ 7.04 36.96],0
r4,1,0.962128,0.002255,[1 5] ; [ 7 37],[0.96 5.04] ; [ 7.04 36.96],0
p7,1,0.980258,0.000612,[1 5] ; [ 7 34],[1.0212766 4.9787234] ; [ 6.9787234 34.0212766],0
a4,1,1.0,0.0,[2 4] ; [14 28],[2. 4.] ; [14. 28.],0
