Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.008177,6.994204,[1 3] ; [ 1 61],[0.12121212 3.87878788] ; [ 1.87878788 60.12121212],0
p6,1,0.027011,4.890121,[3 1] ; [15 47],[1.09090909 2.90909091] ; [16.90909091 45.09090909],0
p1,1,0.042732,4.105991,[1 3] ; [ 2 60],[0.18181818 3.81818182] ; [ 2.81818182 59.18181818],0
d2,1,0.082067,3.023484,[3 1] ; [20 42],[1.39393939 2.60606061] ; [21.60606061 40.39393939],0
v3,1,0.133706,2.248944,[2 2] ; [11 48],[0.82539683 3.17460317] ; [12.17460317 46.82539683],0
s8,1,0.1793,1.803416,[2 2] ; [13 49],[0.90909091 3.09090909] ; [14.09090909 47.90909091],0
d4,1,0.252648,1.308601,[2 2] ; [47 15],[2.96969697 1.03030303] ; [46.03030303 15.96969697],0
u1,1,0.253478,1.304032,[1 3] ; [ 5 57],[0.36363636 3.63636364] ; [ 5.63636364 56.36363636],0
p7,1,0.302187,1.064516,[3 1] ; [30 32],[2. 2.] ; [31. 31.],0
d5,1,0.345805,0.888791,[2 2] ; [44 17],[2.83076923 1.16923077] ; [43.16923077 17.83076923],0
a2,1,0.415493,0.663028,[1 3] ; [ 7 55],[0.48484848 3.51515152] ; [ 7.51515152 54.48484848],0
d3,1,0.434768,0.610053,[2 2] ; [42 19],[2.70769231 1.29230769] ; [41.29230769 19.70769231],0
p11,1,0.465659,0.532258,[2 2] ; [42 20],[2.66666667 1.33333333] ; [41.33333333 20.66666667],0
n4,1,0.46692,0.529257,[3 1] ; [35 27],[2.3030303 1.6969697] ; [35.6969697 26.3030303],0
s2,1,0.494617,0.466467,[1 3] ; [25 34],[1.65079365 2.34920635] ; [24.34920635 34.65079365],0
a6,1,0.504325,0.445823,[3 1] ; [36 26],[2.36363636 1.63636364] ; [36.63636364 25.36363636],0
b3,1,0.519043,0.415794,[1 2] ; [ 5 23],[0.58064516 2.41935484] ; [ 5.41935484 22.58064516],0
b2,1,0.519043,0.415794,[1 2] ; [ 5 23],[0.58064516 2.41935484] ; [ 5.41935484 22.58064516],0
b5,1,0.606116,0.265869,[2 2] ; [39 23],[2.48484848 1.51515152] ; [38.51515152 23.48484848],0
a5,1,0.606116,0.265869,[2 2] ; [39 23],[2.48484848 1.51515152] ; [38.51515152 23.48484848],0
b4,1,0.625934,0.237615,[3 1] ; [39 23],[2.54545455 1.45454545] ; [39.45454545 22.54545455],0
n6,1,0.656521,0.197777,[3 1] ; [51 10],[3.32307692 0.67692308] ; [50.67692308 10.32307692],0
u2,1,0.679151,0.171083,[1 1] ; [11 20],[0.72727273 1.27272727] ; [11.27272727 19.72727273],0
a4,1,0.715276,0.133065,[1 3] ; [21 41],[1.33333333 2.66666667] ; [20.66666667 41.33333333],0
v1,1,0.722968,0.125667,[2 2] ; [25 36],[1.66153846 2.33846154] ; [25.33846154 35.66153846],0
r1,1,0.762601,0.091244,[3 1] ; [42 20],[2.72727273 1.27272727] ; [42.27272727 19.72727273],0
n5,1,0.811795,0.056697,[3 1] ; [43 19],[2.78787879 1.21212121] ; [43.21212121 18.78787879],0
d1,1,0.850585,0.035484,[2 2] ; [28 34],[1.81818182 2.18181818] ; [28.18181818 33.81818182],0
p2,1,0.862941,0.029802,[3 1] ; [44 18],[2.84848485 1.15151515] ; [44.15151515 17.84848485],0
b1,1,0.862941,0.029802,[1 3] ; [18 44],[1.15151515 2.84848485] ; [17.84848485 44.15151515],0
u3,1,0.894036,0.017742,[1 1] ; [17 14],[1.09090909 0.90909091] ; [16.90909091 14.09090909],0
v2,1,0.921515,0.009707,[2 2] ; [28 31],[1.9047619 2.0952381] ; [28.0952381 30.9047619],0
a7,1,0.956772,0.002938,[3 1] ; [45 16],[2.95384615 1.04615385] ; [45.04615385 15.95384615],0
s3,1,1.0,0.0,[2 2] ; [30 30],[2. 2.] ; [30. 30.],0
a3,1,1.0,0.0,[2 2] ; [31 31],[2. 2.] ; [31. 31.],0
