Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,44.434046,[10 37] ; [121  41],[29.45933014 17.54066986] ; [101.54066986  60.45933014],1
s3,1,0.0,30.592277,[12 35] ; [114  48],[28.33492823 18.66507177] ; [97.66507177 64.33492823],1
s5,1,5.7e-05,16.189642,[10 36] ; [86 69],[21.97014925 24.02985075] ; [74.02985075 80.97014925],1
s8,1,0.000453,12.301715,[17 30] ; [105  57],[27.4354067 19.5645933] ; [94.5645933 67.4354067],1
s7,1,0.002173,9.39696,[22 23] ; [112  41],[30.45454545 14.54545455] ; [103.54545455  49.45454545],0
s4,1,0.00238,9.230722,[ 3 44] ; [ 44 116],[10.67149758 36.32850242] ; [ 36.32850242 123.67149758],0
d5,1,0.002985,8.816655,[33 14] ; [142  19],[39.54326923  7.45673077] ; [135.45673077  25.54326923],0
p5,1,0.007446,7.162143,[ 4 43] ; [ 44 118],[10.79425837 36.20574163] ; [ 37.20574163 124.79425837],0
d4,1,0.013742,6.070969,[35 12] ; [143  18],[40.22115385  6.77884615] ; [137.77884615  23.22115385],0
d1,1,0.017683,5.627317,[25 22] ; [116  46],[31.70813397 15.29186603] ; [109.29186603  52.70813397],0
d2,1,0.022308,5.221629,[19 28] ; [96 66],[25.86124402 21.13875598] ; [89.13875598 72.86124402],0
r3,1,0.042934,4.098008,[44  3] ; [159   2],[45.87019231  1.12980769] ; [157.12980769   3.87019231],0
p10,1,0.046109,3.977593,[38  9] ; [146  14],[41.77777778  5.22222222] ; [142.22222222  17.77777778],0
p4,1,0.070885,3.262402,[39  8] ; [149  13],[42.27751196  4.72248804] ; [145.72248804  16.27751196],0
a1,1,0.071873,3.239712,[ 1 46] ; [ 17 145],[ 4.04784689 42.95215311] ; [ 13.95215311 148.04784689],0
p9,1,0.09429,2.799566,[41  6] ; [152   9],[43.61057692  3.38942308] ; [149.38942308  11.61057692],0
r2,1,0.113841,2.50007,[43  4] ; [154   5],[44.94660194  2.05339806] ; [152.05339806   6.94660194],0
a4,1,0.116005,2.470449,[20 27] ; [90 72],[24.73684211 22.26315789] ; [85.26315789 76.73684211],0
p2,1,0.159526,1.978712,[45  2] ; [144  18],[42.50239234  4.49760766] ; [146.49760766  15.50239234],0
b2,1,0.167406,1.906021,[20 14] ; [47 57],[16.50724638 17.49275362] ; [50.49275362 53.50724638],0
b3,1,0.167406,1.906021,[20 14] ; [47 57],[16.50724638 17.49275362] ; [50.49275362 53.50724638],0
a7,1,0.174425,1.844496,[39  8] ; [118  43],[35.47596154 11.52403846] ; [121.52403846  39.47596154],0
