Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,83.546918,[ 54 174] ; [81 25],[ 92.15568862 135.84431138] ; [42.84431138 63.15568862],1
s8,1,3.1e-05,17.347395,[ 60 168] ; [52 53],[ 76.68468468 151.31531532] ; [35.31531532 69.68468468],1
s2,1,0.000155,14.305998,[ 84 141] ; [62 42],[ 99.84802432 125.15197568] ; [46.15197568 57.84802432],1
s6,1,0.001115,10.626473,[118 107] ; [75 30],[131.59090909  93.40909091] ; [61.40909091 43.59090909],0
p1,1,0.001134,10.59473,[ 12 216] ; [17 89],[ 19.79640719 208.20359281] ; [ 9.20359281 96.79640719],0
p6,1,0.002298,9.295096,[ 25 203] ; [25 80],[ 34.23423423 193.76576577] ; [15.76576577 89.23423423],0
n4,1,0.00312,8.735992,[152  77] ; [87 19],[163.3761194  65.6238806] ; [75.6238806 30.3761194],0
s3,1,0.005213,7.804038,[100 125] ; [64 41],[111.81818182 113.18181818] ; [52.18181818 52.81818182],0
p8,1,0.008655,6.892701,[ 45 182] ; [35 71],[ 54.53453453 172.46546547] ; [25.46546547 80.53453453],0
p5,1,0.010122,6.613327,[  8 220] ; [11 93],[ 13.04819277 214.95180723] ; [ 5.95180723 98.04819277],0
b1,1,0.011141,6.442745,[ 73 156] ; [49 57],[ 83.39701493 145.60298507] ; [38.60298507 67.39701493],0
v1,1,0.020005,5.411474,[ 92 132] ; [55 45],[101.62962963 122.37037037] ; [45.37037037 54.62962963],0
n5,1,0.025829,4.96742,[144  84] ; [80 26],[152.91017964  75.08982036] ; [71.08982036 34.91017964],0
s7,1,0.032413,4.576505,[ 75 148] ; [44 51],[ 83.44968553 139.55031447] ; [35.55031447 59.44968553],0
p9,1,0.049945,3.843294,[161  63] ; [86 19],[168.17021277  55.82978723] ; [78.82978723 26.17021277],0
s5,1,0.050978,3.808993,[ 47 170] ; [31 66],[ 53.9044586 163.0955414] ; [24.0955414 72.9044586],0
a5,1,0.063301,3.448724,[152  77] ; [81 25],[159.27462687  69.72537313] ; [73.72537313 32.27462687],0
p10,1,0.063652,3.439571,[147  79] ; [79 26],[154.3081571  71.6918429] ; [71.6918429 33.3081571],0
d1,1,0.08046,3.055583,[117 112] ; [65 41],[124.4119403 104.5880597] ; [57.5880597 48.4119403],0
d5,1,0.089806,2.877856,[171  58] ; [88 18],[177.04776119  51.95223881] ; [81.95223881 24.04776119],0
p12,1,0.090025,2.873921,[ 12 214] ; [11 95],[ 15.65662651 210.34337349] ; [ 7.34337349 98.65662651],0
p2,1,0.09325,2.817352,[145  84] ; [77 29],[151.75522388  77.24477612] ; [70.24477612 35.75522388],0
d2,1,0.13711,2.2101,[105 121] ; [58 47],[111.29305136 114.70694864] ; [51.70694864 53.29305136],0
a3,1,0.145236,2.121585,[145  83] ; [76 30],[150.86227545  77.13772455] ; [70.13772455 35.86227545],0
n6,1,0.166712,1.912262,[170  59] ; [86 20],[174.99701493  54.00298507] ; [81.00298507 24.99701493],0
a8,1,0.183699,1.76744,[ 21 193] ; [ 5 90],[ 18.00647249 195.99352751] ; [ 7.99352751 87.00647249],0
u1,1,0.206549,1.595451,[ 31 198] ; [20 86],[ 34.86268657 194.13731343] ; [16.13731343 89.86268657],0
