Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.852765,[ 1 22] ; [69 16],[14.90740741  8.09259259] ; [55.09259259 29.90740741],1
v4,1,4e-06,21.301163,[ 9 14] ; [72 12],[17.41121495  5.58878505] ; [63.58878505 20.41121495],1
a1,1,1.7e-05,18.53171,[ 6 17] ; [ 1 84],[ 1.49074074 21.50925926] ; [ 5.50925926 79.49074074],1
s6,1,9e-05,15.340764,[ 1 22] ; [42 43],[ 9.15740741 13.84259259] ; [33.84259259 51.15740741],1
r1,1,0.000117,14.833103,[ 7 16] ; [62 22],[14.8317757  8.1682243] ; [54.1682243 29.8317757],1
r2,1,0.000303,13.051909,[12 10] ; [75 10],[17.88785047  4.11214953] ; [69.11214953 15.88785047],1
p2,1,0.000478,12.201257,[ 6 17] ; [56 28],[13.3271028  9.6728972] ; [48.6728972 35.3271028],1
p11,1,0.000612,11.737832,[ 4 19] ; [49 36],[11.28703704 11.71296296] ; [41.71296296 43.28703704],1
p4,1,0.000706,11.472279,[ 2 21] ; [40 44],[ 9.02803738 13.97196262] ; [32.97196262 51.02803738],1
p10,1,0.000799,11.242424,[ 4 18] ; [49 35],[11. 11.] ; [42. 42.],1
s2,1,0.002101,9.459404,[ 1 22] ; [32 53],[ 7.02777778 15.97222222] ; [25.97222222 59.02777778],0
p9,1,0.003672,8.439071,[ 6 16] ; [52 32],[12.03773585  9.96226415] ; [45.96226415 38.03773585],0
v2,1,0.005228,7.798678,[ 2 20] ; [32 46],[ 7.48 14.52] ; [26.52 51.48],0
n2,1,0.005904,7.579517,[3 8] ; [23  8],[6.80952381 4.19047619] ; [19.19047619 11.80952381],0
d4,1,0.006299,7.462779,[11 12] ; [64 19],[16.27358491  6.72641509] ; [58.72641509 24.27358491],0
p8,1,0.006668,7.36035,[ 2 20] ; [33 50],[ 7.33333333 14.66666667] ; [27.66666667 55.33333333],0
n3,1,0.009264,6.77116,[3 8] ; [21  8],[6.6 4.4] ; [17.4 11.6],0
u3,1,0.009671,6.69453,[2 9] ; [22 13],[5.73913043 5.26086957] ; [18.26086957 16.73913043],0
n5,1,0.011099,6.449442,[15  8] ; [30 54],[ 9.6728972 13.3271028] ; [35.3271028 48.6728972],0
a7,1,0.011216,6.430832,[10 13] ; [61 24],[15.12037037  7.87962963] ; [55.87962963 29.12037037],0
a6,1,0.017724,5.623184,[11 12] ; [62 22],[15.69158879  7.30841121] ; [57.30841121 26.69158879],0
d3,1,0.018557,5.542813,[ 9 14] ; [55 28],[13.88679245  9.11320755] ; [50.11320755 32.88679245],0
b2,1,0.019581,5.448865,[7 8] ; [ 8 39],[ 3.62903226 11.37096774] ; [11.37096774 35.62903226],0
b3,1,0.019581,5.448865,[7 8] ; [ 8 39],[ 3.62903226 11.37096774] ; [11.37096774 35.62903226],0
p7,1,0.021455,5.289437,[ 6 16] ; [45 37],[10.78846154 11.21153846] ; [40.21153846 41.78846154],0
d5,1,0.024733,5.042514,[11 12] ; [61 23],[15.47663551  7.52336449] ; [56.52336449 27.47663551],0
s7,1,0.028921,4.77232,[ 1 19] ; [22 56],[ 4.69387755 15.30612245] ; [18.30612245 59.69387755],0
s8,1,0.039202,4.252076,[ 1 22] ; [20 65],[ 4.47222222 18.52777778] ; [16.52777778 68.47222222],0
p3,1,0.061292,3.502062,[ 3 20] ; [28 57],[ 6.60185185 16.39814815] ; [24.39814815 60.60185185],0
d1,1,0.071159,3.256081,[ 6 17] ; [40 45],[ 9.7962963 13.2037037] ; [36.2037037 48.7962963],0
b5,1,0.073952,3.193043,[ 9 14] ; [51 34],[12.77777778 10.22222222] ; [47.22222222 37.77777778],0
s3,1,0.077263,3.12155,[ 7 15] ; [45 40],[10.69158879 11.30841121] ; [41.30841121 43.69158879],0
v3,1,0.122453,2.385658,[ 2 21] ; [18 59],[ 4.6 18.4] ; [15.4 61.6],0
a5,1,0.127811,2.318887,[10 13] ; [52 33],[13.2037037  9.7962963] ; [48.7962963 36.2037037],0
p6,1,0.15881,1.985523,[ 2 21] ; [18 65],[ 4.33962264 18.66037736] ; [15.66037736 67.33962264],0
n4,1,0.202126,1.626948,[14  9] ; [39 46],[11.28703704 11.71296296] ; [41.71296296 43.28703704],0
u2,1,0.205292,1.604319,[5 6] ; [24 12],[6.78723404 4.21276596] ; [22.21276596 13.78723404],0
a2,1,0.351767,0.867074,[ 2 21] ; [14 71],[ 3.40740741 19.59259259] ; [12.59259259 72.40740741],0
n1,1,0.393231,0.728926,[5 6] ; [ 9 20],[3.85 7.15] ; [10.15 18.85],0
b4,1,0.400405,0.70711,[11 12] ; [49 36],[12.77777778 10.22222222] ; [47.22222222 37.77777778],0
p1,1,0.467502,0.527875,[ 2 21] ; [ 4 80],[ 1.28971963 21.71028037] ; [ 4.71028037 79.28971963],0
b1,1,0.480739,0.497187,[13 10] ; [41 44],[11.5 11.5] ; [42.5 42.5],0
s5,1,0.603697,0.269455,[ 2 21] ; [10 69],[ 2.70588235 20.29411765] ; [ 9.29411765 69.70588235],0
s1,1,0.630998,0.23071,[ 1 22] ; [ 6 78],[ 1.5046729 21.4953271] ; [ 5.4953271 78.5046729],0
a4,1,0.733996,0.115474,[ 9 14] ; [30 55],[ 8.30555556 14.69444444] ; [30.69444444 54.30555556],0
a3,1,0.793389,0.068598,[12 10] ; [49 36],[12.54205607  9.45794393] ; [48.45794393 36.54205607],0
d2,1,0.826633,0.047971,[ 9 14] ; [35 49],[ 9.45794393 13.54205607] ; [34.54205607 49.45794393],0
s4,1,0.875347,0.024608,[ 4 19] ; [16 69],[ 4.25925926 18.74074074] ; [15.74074074 69.25925926],0
a8,1,0.947278,0.004373,[ 2 20] ; [ 7 74],[ 1.9223301 20.0776699] ; [ 7.0776699 73.9223301],0
