Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.001973,9.574196,[ 5 14] ; [10  2],[9.19354839 9.80645161] ; [5.80645161 6.19354839],0
p8,1,0.002187,9.385346,[ 2 15] ; [8 4],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
p6,1,0.007161,7.232143,[ 6 12] ; [10  2],[9.6 8.4] ; [6.4 5.6],0
p7,1,0.010407,6.56382,[ 6 11] ; [10  2],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
d5,1,0.077241,3.12202,[12  7] ; [11  1],[14.09677419  4.90322581] ; [8.90322581 3.09677419],0
b4,1,0.105552,2.619591,[ 7 12] ; [8 4],[9.19354839 9.80645161] ; [5.80645161 6.19354839],0
s6,1,0.113846,2.5,[10  8] ; [10  2],[12.  6.] ; [8. 4.],0
p2,1,0.131614,2.273366,[13  6] ; [11  1],[14.70967742  4.29032258] ; [9.29032258 2.70967742],0
a4,1,0.179452,1.802153,[ 5 14] ; [6 6],[ 6.74193548 12.25806452] ; [4.25806452 7.74193548],0
b1,1,0.182566,1.776608,[ 8 11] ; [8 4],[9.80645161 9.19354839] ; [6.19354839 5.80645161],0
d1,1,0.241529,1.371646,[ 7 12] ; [7 5],[ 8.58064516 10.41935484] ; [5.41935484 6.58064516],0
r1,1,0.292953,1.106,[ 9 10] ; [8 4],[10.41935484  8.58064516] ; [6.58064516 5.41935484],0
u1,1,0.295544,1.094194,[ 1 18] ; [ 2 10],[ 1.83870968 17.16129032] ; [ 1.16129032 10.83870968],0
p1,1,0.295544,1.094194,[ 1 18] ; [ 2 10],[ 1.83870968 17.16129032] ; [ 1.16129032 10.83870968],0
v4,1,0.317311,1.0,[14  4] ; [11  1],[15.  3.] ; [10.  2.],0
r4,1,0.332275,0.940012,[11  8] ; [9 3],[12.25806452  6.74193548] ; [7.74193548 4.25806452],0
n1,1,0.333998,0.933333,[3 6] ; [3 2],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
p11,1,0.3785,0.775567,[ 8 11] ; [7 5],[9.19354839 9.80645161] ; [5.80645161 6.19354839],0
a6,1,0.440495,0.594992,[10  9] ; [8 4],[11.03225806  7.96774194] ; [6.96774194 5.03225806],0
v3,1,0.44861,0.574163,[ 3 16] ; [3 8],[ 3.8 15.2] ; [2.2 8.8],0
p10,1,0.459822,0.546328,[9 8] ; [8 4],[9.96551724 7.03448276] ; [7.03448276 4.96551724],0
s8,1,0.469589,0.522942,[ 7 12] ; [6 6],[ 7.96774194 11.03225806] ; [5.03225806 6.96774194],0
s5,1,0.508332,0.4375,[ 6 10] ; [6 6],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
b5,1,0.551815,0.354075,[ 9 10] ; [7 5],[9.80645161 9.19354839] ; [6.19354839 5.80645161],0
s2,1,0.56747,0.326934,[13  6] ; [7 5],[12.25806452  6.74193548] ; [7.74193548 4.25806452],0
n5,1,0.56747,0.326934,[ 6 13] ; [5 7],[ 6.74193548 12.25806452] ; [4.25806452 7.74193548],0
r2,1,0.57615,0.3125,[15  3] ; [9 3],[14.4  3.6] ; [9.6 2.4],0
s7,1,0.590826,0.289056,[11  6] ; [6 5],[10.32142857  6.67857143] ; [6.67857143 4.32142857],0
a5,1,0.625266,0.238535,[ 8 11] ; [4 8],[ 7.35483871 11.64516129] ; [4.64516129 7.35483871],0
p9,1,0.72759,0.121336,[11  6] ; [7 5],[10.55172414  6.44827586] ; [7.44827586 4.55172414],0
n4,1,0.756014,0.096547,[ 9 10] ; [5 7],[ 8.58064516 10.41935484] ; [5.41935484 6.58064516],0
d4,1,0.763361,0.090643,[15  4] ; [10  2],[15.32258065  3.67741935] ; [9.67741935 2.32258065],0
n3,1,0.803017,0.062222,[6 3] ; [3 2],[5.78571429 3.21428571] ; [3.21428571 1.78571429],0
u2,1,0.835099,0.043333,[6 2] ; [4 1],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
u3,1,0.835099,0.043333,[6 2] ; [4 1],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
v1,1,0.842356,0.039553,[ 7 12] ; [4 8],[ 6.74193548 12.25806452] ; [4.25806452 7.74193548],0
b2,1,0.875975,0.024359,[3 6] ; [3 7],[2.84210526 6.15789474] ; [3.15789474 6.84210526],0
b3,1,0.875975,0.024359,[3 6] ; [3 7],[2.84210526 6.15789474] ; [3.15789474 6.84210526],0
a7,1,0.88644,0.020395,[10  9] ; [6 6],[9.80645161 9.19354839] ; [6.19354839 5.80645161],0
d3,1,0.918931,0.010359,[13  6] ; [8 4],[12.87096774  6.12903226] ; [8.12903226 3.87096774],0
s3,1,0.935004,0.00665,[14  5] ; [9 3],[14.09677419  4.90322581] ; [8.90322581 3.09677419],0
v2,1,0.979092,0.000687,[ 7 12] ; [4 7],[ 6.96666667 12.03333333] ; [4.03333333 6.96666667],0
a3,1,0.980769,0.000581,[11  8] ; [7 5],[11.03225806  7.96774194] ; [6.96774194 5.03225806],0
d2,1,0.980769,0.000581,[ 8 11] ; [5 7],[ 7.96774194 11.03225806] ; [5.03225806 6.96774194],0
