Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,8.6e-05,15.421325,[52 21] ; [11 24],[42.58333333 30.41666667] ; [20.41666667 14.58333333],1
a6,1,0.004,8.283724,[54 19] ; [16 19],[47.31481481 25.68518519] ; [22.68518519 12.31481481],0
d1,1,0.006463,7.416568,[46 28] ; [12 23],[39.37614679 34.62385321] ; [18.62385321 16.37614679],0
a2,1,0.013618,6.087036,[19 55] ; [ 2 33],[14.25688073 59.74311927] ; [ 6.74311927 28.25688073],0
u1,1,0.016463,5.752768,[15 59] ; [ 1 34],[10.86238532 63.13761468] ; [ 5.13761468 29.86238532],0
d4,1,0.043599,4.072016,[59 14] ; [22 13],[54.75 18.25] ; [26.25  8.75],0
b5,1,0.057082,3.620202,[50 24] ; [17 18],[45.48623853 28.51376147] ; [21.51376147 13.48623853],0
n4,1,0.098389,2.731459,[54 20] ; [20 15],[50.23853211 23.76146789] ; [23.76146789 11.23853211],0
v3,1,0.09842,2.730966,[29 40] ; [ 8 24],[25.27722772 43.72277228] ; [11.72277228 20.27722772],0
p8,1,0.108323,2.578525,[26 48] ; [ 7 28],[22.40366972 51.59633028] ; [10.59633028 24.40366972],0
v2,1,0.109028,2.568258,[44 25] ; [15 17],[40.30693069 28.69306931] ; [18.69306931 13.30693069],0
d5,1,0.140117,2.176677,[54 19] ; [21 14],[50.69444444 22.30555556] ; [24.30555556 10.69444444],0
r1,1,0.16603,1.918433,[56 18] ; [22 13],[52.95412844 21.04587156] ; [25.04587156  9.95412844],0
p5,1,0.169708,1.885522,[ 8 64] ; [ 1 32],[ 6.17142857 65.82857143] ; [ 2.82857143 30.17142857],0
r2,1,0.193605,1.689972,[68  5] ; [29  5],[66.17757009  6.82242991] ; [30.82242991  3.17757009],0
s8,1,0.197533,1.660522,[30 43] ; [19 16],[33.12037037 39.87962963] ; [15.87962963 19.12037037],0
p3,1,0.207134,1.591343,[30 43] ; [10 25],[27.03703704 45.96296296] ; [12.96296296 22.03703704],0
a5,1,0.225003,1.472177,[53 21] ; [21 14],[50.23853211 23.76146789] ; [23.76146789 11.23853211],0
p11,1,0.226508,1.462656,[51 23] ; [28  7],[53.63302752 20.36697248] ; [25.36697248  9.63302752],0
n1,1,0.261366,1.261508,[ 8 13] ; [7 5],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
n6,1,0.271785,1.207716,[59 14] ; [25 10],[56.77777778 16.22222222] ; [27.22222222  7.77777778],0
b2,1,0.280872,1.162864,[14 31] ; [11 14],[16.07142857 28.92857143] ; [ 8.92857143 16.07142857],0
b3,1,0.280872,1.162864,[14 31] ; [11 14],[16.07142857 28.92857143] ; [ 8.92857143 16.07142857],0
n3,1,0.301071,1.069444,[14  7] ; [10  2],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
r4,1,0.304459,1.05456,[63 11] ; [27  8],[61.10091743 12.89908257] ; [28.89908257  6.10091743],0
s4,1,0.354834,0.856096,[15 58] ; [10 25],[16.89814815 56.10185185] ; [ 8.10185185 26.89814815],0
n2,1,0.363602,0.825414,[17  4] ; [12  1],[17.91176471  3.08823529] ; [11.08823529  1.91176471],0
v4,1,0.407997,0.684628,[69  5] ; [31  4],[67.88990826  6.11009174] ; [32.11009174  2.88990826],0
p1,1,0.452281,0.564929,[ 7 67] ; [ 5 30],[ 8.14678899 65.85321101] ; [ 3.85321101 31.14678899],0
s1,1,0.476432,0.50702,[ 4 70] ; [ 3 30],[ 4.8411215 69.1588785] ; [ 2.1588785 30.8411215],0
u3,1,0.517482,0.418909,[13 12] ; [7 4],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
d2,1,0.551245,0.355092,[32 41] ; [17 17],[33.42990654 39.57009346] ; [15.57009346 18.42990654],0
r3,1,0.57499,0.314404,[68  6] ; [31  4],[67.21100917  6.78899083] ; [31.78899083  3.21100917],0
v1,1,0.601087,0.273359,[30 42] ; [16 18],[31.24528302 40.75471698] ; [14.75471698 19.24528302],0
b1,1,0.6096,0.260758,[30 44] ; [16 19],[31.2293578 42.7706422] ; [14.7706422 20.2293578],0
a4,1,0.651099,0.204518,[33 41] ; [14 21],[31.90825688 42.09174312] ; [15.09174312 19.90825688],0
a1,1,0.654547,0.200216,[ 6 68] ; [ 2 33],[ 5.43119266 68.56880734] ; [ 2.56880734 32.43119266],0
p6,1,0.668987,0.182789,[18 56] ; [ 7 27],[17.12962963 56.87037037] ; [ 7.87037037 26.12962963],0
b4,1,0.715543,0.132803,[45 29] ; [20 15],[44.12844037 29.87155963] ; [20.87155963 14.12844037],0
p7,1,0.789051,0.071579,[29 43] ; [12 20],[28.38461538 43.61538462] ; [12.61538462 19.38461538],0
p9,1,0.801587,0.063148,[64 10] ; [30  4],[64.40740741  9.59259259] ; [29.59259259  4.40740741],0
a3,1,0.807148,0.059588,[49 25] ; [24 11],[49.55963303 24.44036697] ; [23.44036697 11.55963303],0
a8,1,0.831329,0.045368,[ 7 62] ; [ 3 31],[ 6.69902913 62.30097087] ; [ 3.30097087 30.69902913],0
s6,1,0.862053,0.030193,[43 30] ; [20 15],[42.58333333 30.41666667] ; [20.41666667 14.58333333],0
s7,1,0.896913,0.016786,[32 36] ; [16 19],[31.68932039 36.31067961] ; [16.31067961 18.68932039],0
n5,1,0.912206,0.012156,[53 21] ; [24 10],[52.75925926 21.24074074] ; [24.24074074  9.75925926],0
p12,1,0.923356,0.009256,[ 8 66] ; [ 4 31],[ 8.14678899 65.85321101] ; [ 3.85321101 31.14678899],0
u2,1,0.935518,0.006545,[14 11] ; [6 5],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
p4,1,0.940789,0.005517,[26 47] ; [12 21],[26.16981132 46.83018868] ; [11.83018868 21.16981132],0
s2,1,0.947395,0.004353,[37 36] ; [17 17],[36.8411215 36.1588785] ; [17.1588785 16.8411215],0
s5,1,0.949192,0.00406,[22 47] ; [10 22],[21.86138614 47.13861386] ; [10.13861386 21.86138614],0
s3,1,0.962775,0.002178,[39 34] ; [18 16],[38.88785047 34.11214953] ; [18.11214953 15.88785047],0
