Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.973101,[168   7] ; [68 30],[151.28205128  23.71794872] ; [84.71794872 13.28205128],1
p10,1,0.0,30.16384,[128  46] ; [38 58],[106.97777778  67.02222222] ; [59.02222222 36.97777778],1
p9,1,0.0,29.297341,[140  34] ; [45 48],[120.56179775  53.43820225] ; [64.43820225 28.56179775],1
p11,1,0.0,29.275362,[136  40] ; [44 54],[115.62043796  60.37956204] ; [64.37956204 33.62043796],1
v4,1,0.0,25.44094,[163  12] ; [69 29],[148.71794872  26.28205128] ; [83.28205128 14.71794872],1
r4,1,7e-06,20.152681,[146  30] ; [57 41],[130.39416058  45.60583942] ; [72.60583942 25.39416058],1
p4,1,1.7e-05,18.53494,[80 96] ; [19 79],[ 63.59124088 112.40875912] ; [35.40875912 62.59124088],1
a1,1,0.000439,12.359553,[  2 174] ; [10 88],[  7.7080292 168.2919708] ; [ 4.2919708 93.7080292],1
r1,1,0.001082,10.682348,[134  42] ; [56 42],[122.04379562  53.95620438] ; [67.95620438 30.04379562],0
v1,1,0.001142,10.581232,[80 90] ; [25 69],[ 67.61363636 102.38636364] ; [37.38636364 56.61363636],0
p8,1,0.001195,10.498013,[ 54 121] ; [13 85],[ 42.94871795 132.05128205] ; [24.05128205 73.94871795],0
n6,1,0.002498,9.14224,[140  35] ; [62 36],[129.48717949  45.51282051] ; [72.51282051 25.48717949],0
s3,1,0.006955,7.284483,[80 94] ; [28 68],[ 69.6 104.4] ; [38.4 57.6],0
s6,1,0.011893,6.326741,[92 83] ; [36 62],[82.05128205 92.94871795] ; [45.94871795 52.05128205],0
b1,1,0.013076,6.158832,[ 56 120] ; [46 52],[ 65.51824818 110.48175182] ; [36.48175182 61.51824818],0
a7,1,0.021372,5.29617,[128  48] ; [58 40],[119.47445255  56.52554745] ; [66.52554745 31.47445255],0
b5,1,0.021878,5.255463,[113  63] ; [49 49],[104.05839416  71.94160584] ; [57.94160584 40.05839416],0
d5,1,0.024475,5.060626,[137  39] ; [64 34],[129.10948905  46.89051095] ; [71.89051095 26.10948905],0
a6,1,0.028575,4.793043,[122  54] ; [55 43],[113.69343066  62.30656934] ; [63.30656934 34.69343066],0
r2,1,0.03237,4.578793,[159  17] ; [78 18],[153.35294118  22.64705882] ; [83.64705882 12.35294118],0
s2,1,0.040148,4.211629,[ 63 109] ; [24 74],[ 55.42222222 116.57777778] ; [31.57777778 66.42222222],0
v2,1,0.051159,3.803044,[82 85] ; [34 59],[74.50769231 92.49230769] ; [41.49230769 51.50769231],0
p3,1,0.054605,3.694113,[ 51 124] ; [18 79],[ 44.39338235 130.60661765] ; [24.60661765 72.39338235],0
d2,1,0.060675,3.518825,[ 70 106] ; [50 47],[77.36263736 98.63736264] ; [42.63736264 54.36263736],0
p6,1,0.07094,3.261124,[ 26 150] ; [ 7 89],[ 21.35294118 154.64705882] ; [11.64705882 84.35294118],0
n1,1,0.087463,2.920463,[16 37] ; [22 25],[20.14 32.86] ; [17.86 29.14],0
b2,1,0.088843,2.895221,[29 61] ; [28 33],[33.97350993 56.02649007] ; [23.02649007 37.97350993],0
b3,1,0.088843,2.895221,[29 61] ; [28 33],[33.97350993 56.02649007] ; [23.02649007 37.97350993],0
a2,1,0.094974,2.787981,[ 27 149] ; [23 75],[ 32.11678832 143.88321168] ; [17.88321168 80.11678832],0
n4,1,0.118527,2.436682,[129  47] ; [63 35],[123.32846715  52.67153285] ; [68.67153285 29.32846715],0
s8,1,0.120666,2.40865,[ 53 123] ; [21 77],[ 47.53284672 128.46715328] ; [26.46715328 71.53284672],0
d3,1,0.138788,2.191346,[113  63] ; [54 44],[107.27007299  68.72992701] ; [59.72992701 38.27007299],0
n5,1,0.173958,1.848499,[123  52] ; [61 37],[117.94871795  57.05128205] ; [66.05128205 31.94871795],0
s1,1,0.188139,1.73213,[  5 170] ; [ 6 92],[  7.05128205 167.94871795] ; [ 3.94871795 94.05128205],0
d4,1,0.223789,1.479905,[134  42] ; [68 30],[129.75182482  46.24817518] ; [72.24817518 25.75182482],0
u4,1,0.231961,1.428796,[  3 173] ; [ 4 94],[  4.49635036 171.50364964] ; [ 2.50364964 95.49635036],0
a8,1,0.261413,1.26126,[ 17 144] ; [ 6 88],[ 14.52156863 146.47843137] ; [ 8.47843137 85.52156863],0
a4,1,0.28026,1.165827,[ 67 109] ; [43 53],[ 71.17647059 104.82352941] ; [38.82352941 57.17647059],0
u1,1,0.307617,1.040879,[ 21 155] ; [16 82],[ 23.76642336 152.23357664] ; [13.23357664 84.76642336],0
a3,1,0.386033,0.751402,[108  68] ; [64 32],[111.29411765  64.70588235] ; [60.70588235 35.29411765],0
u3,1,0.400814,0.705882,[36 32] ; [15 19],[34. 34.] ; [17. 17.],0
p5,1,0.403981,0.696445,[  7 169] ; [ 2 94],[  5.82352941 170.17647059] ; [ 3.17647059 92.82352941],0
v3,1,0.484408,0.488924,[ 49 119] ; [31 62],[ 51.49425287 116.50574713] ; [28.50574713 64.49425287],0
s7,1,0.497008,0.461319,[ 54 113] ; [26 66],[ 51.58301158 115.41698842] ; [28.41698842 63.58301158],0
s4,1,0.521659,0.410612,[ 19 157] ; [13 84],[ 20.63003663 155.36996337] ; [11.36996337 85.63003663],0
b4,1,0.526125,0.40187,[111  65] ; [58 40],[108.55474453  67.44525547] ; [60.44525547 37.55474453],0
a5,1,0.527543,0.399123,[118  58] ; [62 36],[115.62043796  60.37956204] ; [64.37956204 33.62043796],0
p12,1,0.536863,0.381384,[  8 166] ; [ 3 95],[  7.03676471 166.96323529] ; [ 3.96323529 94.03676471],0
p1,1,0.609313,0.261177,[ 13 162] ; [ 9 89],[ 14.1025641 160.8974359] ; [ 7.8974359 90.1025641],0
n3,1,0.749924,0.101595,[33 20] ; [26 18],[32.2371134 20.7628866] ; [26.7628866 17.2371134],0
d1,1,0.80098,0.063544,[89 87] ; [48 50],[88. 88.] ; [49. 49.],0
n2,1,0.856609,0.03265,[33 19] ; [29 18],[32.56565657 19.43434343] ; [29.43434343 17.56565657],0
u2,1,0.940029,0.00566,[31 36] ; [16 18],[31.17821782 35.82178218] ; [15.82178218 18.17821782],0
