Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,29.952935,[80 18] ; [12 25],[66.78518519 31.21481481] ; [25.21481481 11.78518519],1
p8,1,4.9e-05,16.50381,[62 34] ; [ 9 27],[51.63636364 44.36363636] ; [19.36363636 16.63636364],1
p11,1,0.000306,13.030888,[84 14] ; [21 16],[76.22222222 21.77777778] ; [28.77777778  8.22222222],1
p4,1,0.000813,11.211618,[68 30] ; [14 23],[59.52592593 38.47407407] ; [22.47407407 14.52592593],1
n6,1,0.004371,8.123078,[89  8] ; [27 10],[83.97014925 13.02985075] ; [32.02985075  4.97014925],0
p2,1,0.006906,7.297297,[84 14] ; [24 13],[78.4 19.6] ; [29.6  7.4],0
v1,1,0.021474,5.287928,[53 44] ; [12 25],[47.05223881 49.94776119] ; [17.94776119 19.05223881],0
u3,1,0.055346,3.67164,[14 15] ; [9 2],[16.675 12.325] ; [6.325 4.675],0
p3,1,0.058,3.593685,[55 43] ; [14 23],[50.08888889 47.91111111] ; [18.91111111 18.08888889],0
b1,1,0.076112,3.146029,[37 61] ; [ 8 29],[32.66666667 65.33333333] ; [12.33333333 24.66666667],0
p5,1,0.09366,2.810315,[12 86] ; [ 1 36],[ 9.43703704 88.56296296] ; [ 3.56296296 33.43703704],0
p7,1,0.115141,2.482199,[69 26] ; [21 15],[65.26717557 29.73282443] ; [24.73282443 11.26717557],0
s3,1,0.132681,2.260852,[73 24] ; [23 14],[69.49253731 27.50746269] ; [26.50746269 10.49253731],0
n2,1,0.149987,2.072381,[22  3] ; [6 3],[20.58823529  4.41176471] ; [7.41176471 1.58823529],0
b5,1,0.163558,1.941021,[56 42] ; [26 11],[59.52592593 38.47407407] ; [22.47407407 14.52592593],0
s8,1,0.181304,1.786905,[55 43] ; [16 21],[51.54074074 46.45925926] ; [19.45925926 17.54074074],0
p12,1,0.199659,1.64487,[ 9 89] ; [ 1 36],[ 7.25925926 90.74074074] ; [ 2.74074074 34.25925926],0
v4,1,0.204366,1.610895,[95  3] ; [34  3],[93.64444444  4.35555556] ; [35.35555556  1.64444444],0
b3,1,0.224257,1.476923,[11 41] ; [ 7 13],[13. 39.] ; [ 5. 15.],0
b2,1,0.224257,1.476923,[11 41] ; [ 7 13],[13. 39.] ; [ 5. 15.],0
a7,1,0.242157,1.367993,[66 32] ; [28  8],[68.74626866 29.25373134] ; [25.25373134 10.74626866],0
b4,1,0.258924,1.274503,[53 45] ; [24 13],[55.8962963 42.1037037] ; [21.1037037 15.8962963],0
v2,1,0.322831,0.977444,[45 50] ; [20 15],[47.5 47.5] ; [17.5 17.5],0
a4,1,0.342516,0.900993,[46 52] ; [14 23],[43.55555556 54.44444444] ; [16.44444444 20.55555556],0
p1,1,0.347245,0.883499,[ 8 90] ; [ 5 32],[ 9.43703704 88.56296296] ; [ 3.56296296 33.43703704],0
n3,1,0.412215,0.672404,[19  6] ; [8 1],[19.85294118  5.14705882] ; [7.14705882 1.85294118],0
a2,1,0.42563,0.634718,[22 76] ; [ 6 31],[20.32592593 77.67407407] ; [ 7.67407407 29.32592593],0
s6,1,0.427219,0.630373,[81 13] ; [29  7],[79.53846154 14.46153846] ; [30.46153846  5.53846154],0
d5,1,0.478755,0.501698,[79 19] ; [27  9],[77.52238806 20.47761194] ; [28.47761194  7.52238806],0
d3,1,0.539271,0.376892,[74 24] ; [29  7],[75.32835821 22.67164179] ; [27.67164179  8.32835821],0
r3,1,0.539496,0.376474,[92  5] ; [36  1],[92.65671642  4.34328358] ; [35.34328358  1.65671642],0
s5,1,0.662848,0.190082,[51 38] ; [18 16],[49.92682927 39.07317073] ; [19.07317073 14.92682927],0
u1,1,0.668873,0.182924,[18 80] ; [ 8 29],[18.87407407 79.12592593] ; [ 7.12592593 29.87407407],0
p10,1,0.679935,0.170199,[92  6] ; [34  3],[91.46666667  6.53333333] ; [34.53333333  2.46666667],0
a5,1,0.705315,0.143001,[71 27] ; [28  9],[71.86666667 26.13333333] ; [27.13333333  9.86666667],0
s2,1,0.743703,0.106899,[70 27] ; [27  9],[70.7443609 26.2556391] ; [26.2556391  9.7443609],0
n1,1,0.763331,0.090667,[ 7 18] ; [3 6],[ 7.35294118 17.64705882] ; [2.64705882 6.35294118],0
r4,1,0.774985,0.081716,[89  9] ; [33  4],[88.56296296  9.43703704] ; [33.43703704  3.56296296],0
d2,1,0.776694,0.080446,[45 53] ; [18 19],[45.73333333 52.26666667] ; [17.26666667 19.73333333],0
v3,1,0.848566,0.036462,[28 67] ; [10 26],[27.55725191 67.44274809] ; [10.44274809 25.55725191],0
a6,1,0.891474,0.018616,[65 33] ; [25 12],[65.33333333 32.66666667] ; [24.66666667 12.33333333],0
r1,1,0.91702,0.010855,[75 23] ; [28  9],[74.77037037 23.22962963] ; [28.22962963  8.77037037],0
s7,1,0.940369,0.005596,[59 37] ; [23 14],[59.18796992 36.81203008] ; [22.81203008 14.18796992],0
d4,1,0.941337,0.005415,[80 18] ; [30  7],[79.85185185 18.14814815] ; [30.14814815  6.85185185],0
p6,1,0.963093,0.002141,[45 52] ; [17 20],[44.88059701 52.11940299] ; [17.11940299 19.88059701],0
u2,1,0.97161,0.001267,[13 16] ; [5 6],[13.05 15.95] ; [4.95 6.05],0
d1,1,0.976794,0.000846,[58 40] ; [22 15],[58.07407407 39.92592593] ; [21.92592593 15.07407407],0
a3,1,0.987513,0.000245,[69 29] ; [26 11],[68.96296296 29.03703704] ; [26.03703704 10.96296296],0
