Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,142.472799,[266  51] ; [125 204],[191.86842105 125.13157895] ; [199.13157895 129.86842105],1
p7,1,0.0,51.687977,[241  72] ; [157 161],[197.42313788 115.57686212] ; [200.57686212 117.42313788],1
p6,1,0.0,50.303555,[155 157] ; [ 75 254],[111.950078 200.049922] ; [118.049922 210.950078],1
p8,1,0.0,39.284068,[205 111] ; [130 194],[165.40625 150.59375] ; [169.59375 154.40625],1
p5,1,0.0,27.563625,[ 53 261] ; [ 14 316],[ 32.66770186 281.33229814] ; [ 34.33229814 295.66770186],1
v1,1,1e-06,23.30242,[194 114] ; [141 181],[163.77777778 144.22222222] ; [171.22222222 150.77777778],1
n5,1,0.000108,14.994118,[249  66] ; [215 114],[226.95652174  88.04347826] ; [237.04347826  91.95652174],1
p10,1,0.000137,14.53722,[276  38] ; [248  77],[257.48982786  56.51017214] ; [266.51017214  58.48982786],1
s7,1,0.000165,14.18771,[161 135] ; [126 195],[137.68557536 158.31442464] ; [149.31442464 171.68557536],1
n4,1,0.000201,13.817679,[259  58] ; [228 102],[238.60741886  78.39258114] ; [248.39258114  81.60741886],1
p12,1,0.000318,12.958863,[ 38 279] ; [ 14 314],[ 25.55658915 291.44341085] ; [ 26.44341085 301.55658915],1
u1,1,0.000399,12.536555,[ 88 229] ; [ 54 278],[ 69.35901387 247.64098613] ; [ 72.64098613 259.35901387],1
p1,1,0.000819,11.197826,[ 37 278] ; [ 15 314],[ 25.43478261 289.56521739] ; [ 26.56521739 302.43478261],1
p9,1,0.000908,11.007032,[283  33] ; [258  64],[267.95611285  48.04388715] ; [273.04388715  48.95611285],1
s8,1,0.001535,10.03588,[153 162] ; [120 211],[133.11919505 181.88080495] ; [139.88080495 191.11919505],0
p2,1,0.001715,9.83175,[282  34] ; [266  65],[267.64760433  48.35239567] ; [280.35239567  50.64760433],0
a2,1,0.003802,8.376147,[107 210] ; [ 78 254],[ 90.36209553 226.63790447] ; [ 94.63790447 237.36209553],0
v3,1,0.003911,8.32454,[137 167] ; [107 210],[119.44605475 184.55394525] ; [124.55394525 192.44605475],0
v4,1,0.004359,8.127767,[311   6] ; [308  21],[303.75077399  13.24922601] ; [315.24922601  13.75077399],0
r2,1,0.004592,8.033484,[308   6] ; [307  21],[300.79439252  13.20560748] ; [314.20560748  13.79439252],0
n6,1,0.004945,7.899279,[280  36] ; [266  64],[267.08359133  48.91640867] ; [278.91640867  51.08359133],0
r4,1,0.005503,7.706142,[304  13] ; [300  32],[295.02003082  21.97996918] ; [308.97996918  23.02003082],0
b1,1,0.006065,7.530995,[124 193] ; [ 96 236],[107.45762712 209.54237288] ; [112.54237288 219.45762712],0
s5,1,0.006311,7.45932,[111 192] ; [ 85 236],[ 95.17307692 207.82692308] ; [100.82692308 220.17307692],0
