Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.576211,[268  13] ; [59 33],[246.3458445  34.6541555] ; [80.6541555 11.3458445],1
r2,1,5e-06,21.01051,[271   9] ; [73 15],[261.73913043  18.26086957] ; [82.26086957  5.73913043],1
a5,1,3.6e-05,17.059631,[198  83] ; [43 49],[181.55764075  99.44235925] ; [59.44235925 32.55764075],1
p1,1,0.001765,9.779537,[  8 271] ; [10 81],[ 13.57297297 265.42702703] ; [ 4.42702703 86.57297297],0
v2,1,0.002792,8.938636,[151 111] ; [35 54],[138.83760684 123.16239316] ; [47.16239316 41.83760684],0
v4,1,0.003272,8.649321,[264  14] ; [78 13],[257.65853659  20.34146341] ; [84.34146341  6.65853659],0
a4,1,0.005362,7.753115,[119 162] ; [24 68],[107.72922252 173.27077748] ; [35.27077748 56.72922252],0
v1,1,0.008348,6.957222,[130 146] ; [27 60],[119.37190083 156.62809917] ; [37.62809917 49.37190083],0
d1,1,0.008872,6.84841,[148 133] ; [34 58],[137.10991957 143.89008043] ; [44.89008043 47.10991957],0
u3,1,0.009104,6.802306,[49 34] ; [14 27],[42.16935484 40.83064516] ; [20.83064516 20.16935484],0
a3,1,0.009656,6.69721,[198  82] ; [51 40],[187.9245283  92.0754717] ; [61.0754717 29.9245283],0
s8,1,0.014586,5.965817,[106 174] ; [22 70],[ 96.34408602 183.65591398] ; [31.65591398 60.34408602],0
d4,1,0.015147,5.899253,[230  49] ; [65 27],[221.84636119  57.15363881] ; [73.15363881 18.84636119],0
n4,1,0.0208,5.343472,[195  85] ; [52 40],[185.91397849  94.08602151] ; [61.08602151 30.91397849],0
s4,1,0.020854,5.338985,[ 38 240] ; [22 70],[ 45.08108108 232.91891892] ; [14.91891892 77.08108108],0
a2,1,0.025408,4.995887,[ 60 221] ; [10 82],[ 52.73458445 228.26541555] ; [17.26541555 74.73458445],0
a6,1,0.031129,4.645819,[192  87] ; [52 40],[183.49326146  95.50673854] ; [60.50673854 31.49326146],0
s7,1,0.038622,4.277438,[111 159] ; [26 64],[102.75 167.25] ; [34.25 55.75],0
s6,1,0.043245,4.085813,[163 114] ; [42 48],[154.72752044 122.27247956] ; [50.27247956 39.72752044],0
p2,1,0.049985,3.84195,[209  72] ; [58 33],[201.68548387  79.31451613] ; [65.31451613 25.68548387],0
a8,1,0.056262,3.644279,[ 43 218] ; [ 7 79],[ 37.60806916 223.39193084] ; [12.39193084 73.60806916],0
u1,1,0.070538,3.270456,[ 42 239] ; [ 7 85],[ 36.91420912 244.08579088] ; [12.08579088 79.91420912],0
u2,1,0.07237,3.228421,[47 35] ; [16 24],[42.3442623 39.6557377] ; [20.6557377 19.3442623],0
p7,1,0.097859,2.740101,[137 134] ; [36 53],[130.23055556 140.76944444] ; [42.76944444 46.23055556],0
d3,1,0.10751,2.590442,[179 101] ; [49 41],[172.54054054 107.45945946] ; [55.45945946 34.54054054],0
b1,1,0.145511,2.118691,[106 175] ; [27 65],[100.19571046 180.80428954] ; [32.80428954 59.19571046],0
b5,1,0.149041,2.082043,[172 109] ; [64 28],[177.79088472 103.20911528] ; [58.20911528 33.79088472],0
s3,1,0.186235,1.74715,[149 129] ; [42 50],[143.50810811 134.49189189] ; [47.49189189 44.50810811],0
d2,1,0.194878,1.680347,[120 160] ; [32 59],[114.71698113 165.28301887] ; [37.28301887 53.71698113],0
p12,1,0.202642,1.623229,[ 15 261] ; [ 2 89],[ 12.78474114 263.21525886] ; [ 4.21525886 86.78474114],0
s5,1,0.232111,1.42788,[ 74 196] ; [18 68],[ 69.7752809 200.2247191] ; [22.2247191 63.7752809],0
d5,1,0.243532,1.360031,[214  66] ; [64 27],[209.81132075  70.18867925] ; [68.18867925 22.81132075],0
s2,1,0.270511,1.214153,[124 154] ; [35 57],[119.46486486 158.53513514] ; [39.53513514 52.46486486],0
b4,1,0.331076,0.944686,[161 120] ; [58 34],[164.98391421 116.01608579] ; [54.01608579 37.98391421],0
p9,1,0.346304,0.886955,[210  66] ; [72 17],[213.23835616  62.76164384] ; [68.76164384 20.23835616],0
p5,1,0.357482,0.84672,[  7 272] ; [ 4 87],[  8.29459459 270.70540541] ; [ 2.70540541 88.29459459],0
n1,1,0.36806,0.810204,[28 49] ; [10 26],[25.89380531 51.10619469] ; [12.10619469 23.89380531],0
n6,1,0.406701,0.688423,[216  63] ; [75 17],[218.83827493  60.16172507] ; [72.16172507 19.83827493],0
n5,1,0.415491,0.663035,[177 102] ; [54 38],[173.71698113 105.28301887] ; [57.28301887 34.71698113],0
a7,1,0.416596,0.659898,[195  86] ; [59 32],[191.8655914  89.1344086] ; [62.1344086 28.8655914],0
u4,1,0.423204,0.6414,[  3 278] ; [ 2 90],[  3.76675603 277.23324397] ; [ 1.23324397 90.76675603],0
v3,1,0.425749,0.634393,[ 94 175] ; [27 62],[ 90.91899441 178.08100559] ; [30.08100559 58.91899441],0
