Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.07508,[26 40] ; [70 17],[41.41176471 24.58823529] ; [54.58823529 32.41176471],1
r3,1,0.003625,8.462734,[59  7] ; [60 26],[51.67105263 14.32894737] ; [67.32894737 18.67105263],0
v2,1,0.012165,6.286592,[33 32] ; [26 59],[25.56666667 39.43333333] ; [33.43333333 51.56666667],0
a4,1,0.016146,5.786892,[22 44] ; [45 40],[29.28476821 36.71523179] ; [37.71523179 47.28476821],0
a2,1,0.019834,5.426488,[ 8 58] ; [24 63],[13.80392157 52.19607843] ; [18.19607843 68.80392157],0
a1,1,0.034677,4.461029,[ 2 64] ; [11 76],[ 5.60784314 60.39215686] ; [ 7.39215686 79.60784314],0
s7,1,0.062645,3.465941,[12 49] ; [28 55],[16.94444444 44.05555556] ; [23.05555556 59.94444444],0
s6,1,0.065884,3.38271,[21 44] ; [41 46],[26.51315789 38.48684211] ; [35.48684211 51.51315789],0
p1,1,0.072963,3.21508,[ 1 64] ; [ 7 79],[ 3.44370861 61.55629139] ; [ 4.55629139 81.44370861],0
d2,1,0.073488,3.20334,[28 38] ; [48 36],[33.44 32.56] ; [42.56 41.44],0
n6,1,0.093799,2.807932,[36 30] ; [59 28],[40.98039216 25.01960784] ; [54.01960784 32.98039216],0
s2,1,0.104501,2.635478,[13 53] ; [27 59],[17.36842105 48.63157895] ; [22.63157895 63.36842105],0
n1,1,0.117526,2.449991,[ 7 21] ; [17 22],[10.02985075 17.97014925] ; [13.97014925 25.02985075],0
s8,1,0.128235,2.313741,[ 8 57] ; [19 68],[11.54605263 53.45394737] ; [15.45394737 71.54605263],0
s4,1,0.146533,2.107976,[ 5 61] ; [13 72],[ 7.86754967 58.13245033] ; [10.13245033 74.86754967],0
p11,1,0.155206,2.020323,[38 28] ; [40 47],[33.64705882 32.35294118] ; [44.35294118 42.64705882],0
n3,1,0.17676,1.824655,[19  8] ; [21 18],[16.36363636 10.63636364] ; [23.63636364 15.36363636],0
a5,1,0.177553,1.817984,[33 33] ; [53 34],[37.09803922 28.90196078] ; [48.90196078 38.09803922],0
s3,1,0.184148,1.763823,[21 43] ; [37 48],[24.91275168 39.08724832] ; [33.08724832 51.91275168],0
a6,1,0.186319,1.746484,[36 30] ; [56 30],[39.94736842 26.05263158] ; [52.05263158 33.94736842],0
d4,1,0.202353,1.625309,[51 15] ; [57 27],[47.52 18.48] ; [60.48 23.52],0
v3,1,0.237117,1.397654,[14 48] ; [27 59],[17.17567568 44.82432432] ; [23.82432432 62.17567568],0
u1,1,0.246664,1.342098,[ 7 59] ; [15 72],[ 9.49019608 56.50980392] ; [12.50980392 74.49019608],0
d3,1,0.265037,1.242256,[42 24] ; [47 39],[38.64473684 27.35526316] ; [50.35526316 35.64473684],0
b4,1,0.349017,0.877026,[36 30] ; [54 33],[38.82352941 27.17647059] ; [51.17647059 35.82352941],0
p8,1,0.354482,0.857347,[18 47] ; [18 67],[15.6 49.4] ; [20.4 64.6],0
r4,1,0.37136,0.799109,[47 19] ; [56 31],[44.43137255 21.56862745] ; [58.56862745 28.43137255],0
p6,1,0.385293,0.753747,[10 55] ; [18 68],[12.05298013 52.94701987] ; [15.94701987 70.05298013],0
b3,1,0.41834,0.654975,[ 9 27] ; [20 41],[10.7628866 25.2371134] ; [18.2371134 42.7628866],0
b2,1,0.41834,0.654975,[ 9 27] ; [20 41],[10.7628866 25.2371134] ; [18.2371134 42.7628866],0
p9,1,0.441128,0.593346,[20 44] ; [31 52],[22.20408163 41.79591837] ; [28.79591837 54.20408163],0
s5,1,0.441382,0.592687,[ 9 55] ; [16 69],[10.73825503 53.26174497] ; [14.26174497 70.73825503],0
u4,1,0.457973,0.550843,[ 1 65] ; [ 3 84],[ 1.7254902 64.2745098] ; [ 2.2745098 84.7254902],0
p12,1,0.466781,0.529586,[ 1 64] ; [ 3 84],[ 1.71052632 63.28947368] ; [ 2.28947368 84.71052632],0
a7,1,0.522377,0.409197,[41 25] ; [49 37],[39.07894737 26.92105263] ; [50.92105263 35.07894737],0
r1,1,0.586001,0.296634,[45 21] ; [55 31],[43.42105263 22.57894737] ; [56.57894737 29.42105263],0
d1,1,0.594246,0.283762,[29 37] ; [42 45],[30.62745098 35.37254902] ; [40.37254902 46.62745098],0
a8,1,0.621453,0.24383,[ 7 55] ; [11 67],[ 7.97142857 54.02857143] ; [10.02857143 67.97142857],0
u3,1,0.637573,0.22193,[10 16] ; [16 20],[10.90322581 15.09677419] ; [15.09677419 20.90322581],0
d5,1,0.683539,0.16617,[44 22] ; [60 26],[45.15789474 20.84210526] ; [58.84210526 27.15789474],0
v1,1,0.700349,0.14811,[22 42] ; [27 59],[20.90666667 43.09333333] ; [28.09333333 57.90666667],0
s1,1,0.716012,0.132346,[ 3 63] ; [ 5 80],[ 3.49668874 62.50331126] ; [ 4.50331126 80.49668874],0
r2,1,0.732176,0.117123,[53 11] ; [73 13],[53.76 10.24] ; [72.24 13.76],0
u2,1,0.791085,0.070173,[11 15] ; [16 19],[11.50819672 14.49180328] ; [15.49180328 19.50819672],0
p7,1,0.801409,0.063265,[22 44] ; [30 55],[22.72847682 43.27152318] ; [29.27152318 55.72847682],0
b1,1,0.80192,0.062932,[29 37] ; [40 47],[29.76470588 36.23529412] ; [39.23529412 47.76470588],0
a3,1,0.848416,0.036535,[40 25] ; [51 34],[39.43333333 25.56666667] ; [51.56666667 33.43333333],0
b5,1,0.879785,0.022874,[41 25] ; [53 34],[40.54901961 25.45098039] ; [53.45098039 33.54901961],0
v4,1,0.896116,0.017048,[52 14] ; [67 19],[51.67105263 14.32894737] ; [67.32894737 18.67105263],0
p2,1,0.948774,0.004128,[36 30] ; [47 40],[35.80392157 30.19607843] ; [47.19607843 39.80392157],0
n2,1,0.952756,0.00351,[16 11] ; [24 17],[15.88235294 11.11764706] ; [24.11764706 16.88235294],0
p4,1,0.968738,0.001536,[17 48] ; [23 64],[17.10526316 47.89473684] ; [22.89473684 64.10526316],0
