Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,22.025045,[34 16] ; [ 9 36],[22.63157895 27.36842105] ; [20.36842105 24.63157895],1
s7,1,0.000119,14.805146,[23 24] ; [ 4 35],[14.75581395 32.24418605] ; [12.24418605 26.75581395],1
s5,1,0.000182,14.009896,[21 26] ; [ 4 39],[13.05555556 33.94444444] ; [11.94444444 31.05555556],1
s8,1,0.000581,11.835264,[18 32] ; [ 3 42],[11.05263158 38.94736842] ; [ 9.94736842 35.05263158],1
s3,1,0.002219,9.359166,[31 19] ; [13 30],[23.65591398 26.34408602] ; [20.34408602 22.65591398],0
r4,1,0.002688,9.007949,[41  9] ; [24 21],[34.21052632 15.78947368] ; [30.78947368 14.21052632],0
r2,1,0.004951,7.897298,[47  3] ; [32 12],[42.0212766  7.9787234] ; [36.9787234  7.0212766],0
v2,1,0.005932,7.570931,[27 18] ; [14 31],[20.5 24.5] ; [20.5 24.5],0
p4,1,0.009453,6.735214,[26 24] ; [11 32],[19.89247312 30.10752688] ; [17.10752688 25.89247312],0
d5,1,0.010295,6.583177,[44  6] ; [29 15],[38.82978723 11.17021277] ; [34.17021277  9.82978723],0
r1,1,0.011514,6.384228,[38 12] ; [23 22],[32.10526316 17.89473684] ; [28.89473684 16.10526316],0
d1,1,0.020082,5.404765,[33 17] ; [19 26],[27.36842105 22.63157895] ; [24.63157895 20.36842105],0
a5,1,0.020979,5.328526,[35 15] ; [21 24],[29.47368421 20.52631579] ; [26.52631579 18.47368421],0
s4,1,0.029113,4.760924,[19 31] ; [ 8 37],[14.21052632 35.78947368] ; [12.78947368 32.21052632],0
n6,1,0.038082,4.301344,[29 20] ; [17 28],[23.9787234 25.0212766] ; [22.0212766 22.9787234],0
p9,1,0.046689,3.956543,[29 19] ; [17 26],[24.26373626 23.73626374] ; [21.73626374 21.26373626],0
d3,1,0.047639,3.922658,[39 11] ; [26 18],[34.57446809 15.42553191] ; [30.42553191 13.57446809],0
r3,1,0.050867,3.812659,[46  4] ; [35 10],[42.63157895  7.36842105] ; [38.36842105  6.63157895],0
p10,1,0.052076,3.773316,[27 22] ; [15 28],[22.36956522 26.63043478] ; [19.63043478 23.36956522],0
v1,1,0.062439,3.471376,[20 29] ; [10 34],[15.80645161 33.19354839] ; [14.19354839 29.80645161],0
n1,1,0.101592,2.680366,[ 6 15] ; [ 1 14],[ 4.08333333 16.91666667] ; [ 2.91666667 12.08333333],0
s1,1,0.101917,2.675287,[ 2 48] ; [ 6 39],[ 4.21052632 45.78947368] ; [ 3.78947368 41.21052632],0
p3,1,0.108122,2.581462,[22 28] ; [12 31],[18.27956989 31.72043011] ; [15.72043011 27.27956989],0
n3,1,0.109781,2.557367,[16  5] ; [7 7],[13.8  7.2] ; [9.2 4.8],0
p8,1,0.110423,2.548161,[18 32] ; [ 9 34],[14.51612903 35.48387097] ; [12.48387097 30.51612903],0
n2,1,0.112411,2.52,[14  7] ; [6 9],[11.66666667  9.33333333] ; [8.33333333 6.66666667],0
d4,1,0.114107,2.496397,[44  6] ; [34 11],[41.05263158  8.94736842] ; [36.94736842  8.05263158],0
u1,1,0.155736,2.015152,[ 8 42] ; [ 3 42],[ 5.78947368 44.21052632] ; [ 5.21052632 39.78947368],0
p2,1,0.17073,1.876519,[32 18] ; [22 22],[28.72340426 21.27659574] ; [25.27659574 18.72340426],0
v4,1,0.183747,1.767053,[44  6] ; [35 10],[41.57894737  8.42105263] ; [37.42105263  7.57894737],0
a2,1,0.185288,1.75469,[12 38] ; [ 6 39],[ 9.47368421 40.52631579] ; [ 8.52631579 36.47368421],0
u3,1,0.187207,1.739459,[12  7] ; [ 7 10],[10.02777778  8.97222222] ; [8.97222222 8.02777778],0
a7,1,0.190911,1.710571,[38 12] ; [28 16],[35.10638298 14.89361702] ; [30.89361702 13.10638298],0
p6,1,0.242026,1.368752,[12 38] ; [ 6 36],[ 9.7826087 40.2173913] ; [ 8.2173913 33.7826087],0
p1,1,0.28798,1.12904,[ 5 44] ; [ 2 43],[ 3.64893617 45.35106383] ; [ 3.35106383 41.64893617],0
