Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.952342,[93 22] ; [29 35],[78.37988827 36.62011173] ; [43.62011173 20.37988827],1
n6,1,1e-05,19.548536,[93 21] ; [32 32],[80.05617978 33.94382022] ; [44.94382022 19.05617978],1
d4,1,0.009223,6.779209,[54 61] ; [43 21],[62.31843575 52.68156425] ; [34.68156425 29.31843575],0
p10,1,0.011758,6.347074,[79 34] ; [32 31],[71.26704545 41.73295455] ; [39.73295455 23.26704545],0
d2,1,0.01576,5.829438,[25 89] ; [ 5 59],[19.21348315 94.78651685] ; [10.78651685 53.21348315],0
r3,1,0.034052,4.492076,[89 25] ; [58  6],[94.14606742 19.85393258] ; [52.85393258 11.14606742],0
u2,1,0.077113,3.124713,[21 32] ; [19 13],[24.94117647 28.05882353] ; [15.05882353 16.94117647],0
p9,1,0.08632,2.941695,[85 28] ; [39 23],[80.06857143 32.93142857] ; [43.93142857 18.06857143],0
d5,1,0.106247,2.609169,[52 63] ; [37 27],[57.17877095 57.82122905] ; [31.82122905 32.17877095],0
r1,1,0.169114,1.890778,[69 46] ; [45 19],[73.24022346 41.75977654] ; [40.75977654 23.24022346],0
a8,1,0.17266,1.859693,[17 91] ; [ 5 55],[14.14285714 93.85714286] ; [ 7.85714286 52.14285714],0
a5,1,0.176298,1.828554,[66 49] ; [30 34],[61.67597765 53.32402235] ; [34.32402235 29.67597765],0
u3,1,0.200809,1.636477,[23 30] ; [19 14],[25.88372093 27.11627907] ; [16.11627907 16.88372093],0
n2,1,0.207899,1.585996,[30  8] ; [10  6],[28.14814815  9.85185185] ; [11.85185185  4.14814815],0
n1,1,0.208446,1.582187,[16 21] ; [ 4 12],[13.96226415 23.03773585] ; [6.03773585 9.96226415],0
v4,1,0.210264,1.56961,[94 21] ; [56  7],[96.91011236 18.08988764] ; [53.08988764  9.91011236],0
s8,1,0.215043,1.537144,[23 92] ; [18 46],[26.34078212 88.65921788] ; [14.65921788 49.34078212],0
a7,1,0.273457,1.199321,[64 51] ; [41 23],[67.45810056 47.54189944] ; [37.54189944 26.45810056],0
a1,1,0.28472,1.144423,[  8 107] ; [ 2 62],[  6.42458101 108.57541899] ; [ 3.57541899 60.42458101],0
p4,1,0.296515,1.089801,[37 77] ; [16 48],[33.94382022 80.05617978] ; [19.05617978 44.94382022],0
r4,1,0.322433,0.979054,[84 31] ; [51 13],[86.73184358 28.26815642] ; [48.26815642 15.73184358],0
n3,1,0.334187,0.932603,[25 12] ; [8 7],[23.48076923 13.51923077] ; [9.51923077 5.48076923],0
s7,1,0.339863,0.910947,[33 78] ; [14 47],[30.33139535 80.66860465] ; [16.66860465 44.33139535],0
d3,1,0.370806,0.80096,[39 76] ; [26 38],[41.75977654 73.24022346] ; [23.24022346 40.75977654],0
p5,1,0.384761,0.755434,[  7 108] ; [ 2 62],[  5.78212291 109.21787709] ; [ 3.21787709 60.78212291],0
a2,1,0.384761,0.755434,[  7 108] ; [ 2 62],[  5.78212291 109.21787709] ; [ 3.21787709 60.78212291],0
a3,1,0.410476,0.677421,[62 51] ; [31 33],[59.37288136 53.62711864] ; [33.62711864 30.37288136],0
p2,1,0.455393,0.557193,[73 42] ; [37 27],[70.67039106 44.32960894] ; [39.32960894 24.67039106],0
v1,1,0.457115,0.55295,[48 63] ; [24 40],[45.66857143 65.33142857] ; [26.33142857 37.66857143],0
s6,1,0.478743,0.501726,[57 57] ; [28 35],[54.74576271 59.25423729] ; [30.25423729 32.74576271],0
s1,1,0.517413,0.419048,[  8 104] ; [ 3 61],[  7. 105.] ; [ 4. 60.],0
b1,1,0.605528,0.266738,[44 71] ; [22 42],[42.40223464 72.59776536] ; [23.59776536 40.40223464],0
b4,1,0.605528,0.266738,[71 44] ; [42 22],[72.59776536 42.40223464] ; [40.40223464 23.59776536],0
b5,1,0.606771,0.264904,[71 44] ; [37 27],[69.38547486 45.61452514] ; [38.61452514 25.38547486],0
p12,1,0.692163,0.156754,[  5 109] ; [ 2 61],[  4.50847458 109.49152542] ; [ 2.49152542 60.50847458],0
a6,1,0.708145,0.140137,[68 47] ; [36 28],[66.81564246 48.18435754] ; [37.18435754 26.81564246],0
v3,1,0.81734,0.053346,[32 81] ; [16 44],[31.35260116 81.64739884] ; [16.64739884 43.35260116],0
s5,1,0.823656,0.04966,[21 90] ; [12 47],[21.54705882 89.45294118] ; [11.45294118 47.54705882],0
p1,1,0.853445,0.034123,[ 10 105] ; [ 6 57],[ 10.33707865 104.66292135] ; [ 5.66292135 57.33707865],0
s2,1,0.880751,0.022505,[35 77] ; [19 44],[34.56 77.44] ; [19.44 43.56],0
p3,1,0.89132,0.018669,[28 87] ; [15 49],[27.62569832 87.37430168] ; [15.37430168 48.62569832],0
p6,1,0.892619,0.018222,[ 10 104] ; [ 6 58],[ 10.24719101 103.75280899] ; [ 5.75280899 58.24719101],0
r2,1,0.895737,0.017174,[98 17] ; [55  9],[98.29608939 16.70391061] ; [54.70391061  9.29608939],0
s4,1,0.909003,0.013064,[19 96] ; [11 53],[19.27374302 95.72625698] ; [10.72625698 53.27374302],0
u1,1,0.929694,0.007784,[  2 113] ; [ 1 63],[  1.9273743 113.0726257] ; [ 1.0726257 62.9273743],0
a4,1,0.948099,0.004237,[28 86] ; [16 48],[28.17977528 85.82022472] ; [15.82022472 48.17977528],0
s3,1,0.955023,0.003181,[41 70] ; [23 40],[40.82758621 70.17241379] ; [23.17241379 39.82758621],0
p11,1,0.969549,0.001457,[74 41] ; [41 23],[73.88268156 41.11731844] ; [41.11731844 22.88268156],0
v2,1,0.970279,0.001388,[39 70] ; [22 39],[39.11176471 69.88823529] ; [21.88823529 39.11176471],0
b3,1,0.991689,0.000109,[22 35] ; [12 19],[22.02272727 34.97727273] ; [11.97727273 19.02272727],0
b2,1,0.991689,0.000109,[22 35] ; [12 19],[22.02272727 34.97727273] ; [11.97727273 19.02272727],0
p8,1,0.993229,7.2e-05,[25 89] ; [14 50],[24.97752809 89.02247191] ; [14.02247191 49.97752809],0
