Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.173589,[ 9 71] ; [32 27],[23.5971223 56.4028777] ; [17.4028777 41.5971223],1
v1,1,2.2e-05,18.03595,[22 56] ; [37 20],[34.08888889 43.91111111] ; [24.91111111 32.08888889],1
r1,1,0.001168,10.539691,[44 36] ; [48 11],[52.94964029 27.05035971] ; [39.05035971 19.94964029],0
n6,1,0.00178,9.763982,[55 24] ; [54  5],[62.39855072 16.60144928] ; [46.60144928 12.39855072],0
r3,1,0.00928,6.768199,[65 14] ; [57  2],[69.84057971  9.15942029] ; [52.15942029  6.84057971],0
r4,1,0.011125,6.445177,[56 24] ; [52  7],[62.15827338 17.84172662] ; [45.84172662 13.15827338],0
r2,1,0.012586,6.226406,[64 16] ; [55  3],[68.98550725 11.01449275] ; [50.01449275  7.98550725],0
a3,1,0.016594,5.738813,[36 43] ; [39 20],[42.93478261 36.06521739] ; [32.06521739 26.93478261],0
n4,1,0.021502,5.28564,[44 36] ; [43 15],[50.43478261 29.56521739] ; [36.56521739 21.43478261],0
p11,1,0.030125,4.702172,[55 25] ; [50  9],[60.43165468 19.56834532] ; [44.56834532 14.43165468],0
s4,1,0.043572,4.073085,[19 61] ; [ 6 52],[14.49275362 65.50724638] ; [10.50724638 47.49275362],0
n5,1,0.051042,3.806897,[48 32] ; [44 14],[53.33333333 26.66666667] ; [38.66666667 19.33333333],0
a6,1,0.058178,3.588572,[40 40] ; [39 20],[45.4676259 34.5323741] ; [33.5323741 25.4676259],0
a7,1,0.072063,3.235403,[45 35] ; [42 17],[50.07194245 29.92805755] ; [36.92805755 22.07194245],0
p8,1,0.103214,2.655172,[38 40] ; [37 22],[42.70072993 35.29927007] ; [32.29927007 26.70072993],0
s8,1,0.105688,2.617539,[23 56] ; [25 34],[27.47826087 51.52173913] ; [20.52173913 38.47826087],0
d3,1,0.105905,2.614282,[31 49] ; [31 28],[35.68345324 44.31654676] ; [26.31654676 32.68345324],0
p6,1,0.117489,2.450485,[23 55] ; [25 34],[27.32846715 50.67153285] ; [20.67153285 38.32846715],0
u2,1,0.121856,2.393299,[18 25] ; [12  7],[20.80645161 22.19354839] ; [9.19354839 9.80645161],0
p12,1,0.126421,2.335907,[ 3 76] ; [ 6 52],[ 5.18978102 73.81021898] ; [ 3.81021898 54.18978102],0
d1,1,0.128474,2.310852,[ 3 77] ; [ 6 53],[ 5.17985612 74.82014388] ; [ 3.82014388 55.17985612],0
v4,1,0.142818,2.147328,[72  8] ; [56  2],[74.20289855  5.79710145] ; [53.79710145  4.20289855],0
s7,1,0.170322,1.880106,[32 45] ; [30 26],[35.89473684 41.10526316] ; [26.10526316 29.89473684],0
a1,1,0.191522,1.705874,[ 5 75] ; [ 1 58],[ 3.45323741 76.54676259] ; [ 2.54676259 56.45323741],0
b5,1,0.199645,1.644971,[52 28] ; [32 27],[48.34532374 31.65467626] ; [35.65467626 23.34532374],0
a5,1,0.237591,1.39483,[38 42] ; [34 25],[41.43884892 38.56115108] ; [30.56115108 28.43884892],0
a4,1,0.238422,1.389902,[20 59] ; [10 49],[17.17391304 61.82608696] ; [12.82608696 46.17391304],0
p10,1,0.299462,1.076588,[55 24] ; [45 13],[57.66423358 21.33576642] ; [42.33576642 15.66423358],0
p7,1,0.337404,0.920271,[49 29] ; [41 17],[51.61764706 26.38235294] ; [38.38235294 19.61764706],0
