Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.017727,5.622918,[ 5 33] ; [2 1],[ 6.48780488 31.51219512] ; [0.51219512 2.48780488],0
r1,1,0.070508,3.271154,[31  8] ; [1 2],[29.71428571  9.28571429] ; [2.28571429 0.71428571],0
r3,1,0.072277,3.230532,[36  2] ; [2 1],[35.2195122  2.7804878] ; [2.7804878 0.2195122],0
s4,1,0.144865,2.125506,[ 3 36] ; [1 2],[ 3.71428571 35.28571429] ; [0.28571429 2.71428571],0
v4,1,0.152839,2.043682,[35  3] ; [2 1],[34.29268293  3.70731707] ; [2.70731707 0.29268293],0
a5,1,0.164958,1.928178,[28 11] ; [1 2],[26.92857143 12.07142857] ; [2.07142857 0.92857143],0
b4,1,0.203737,1.615385,[27 12] ; [1 2],[26. 13.] ; [2. 1.],0
a6,1,0.245602,1.348148,[26 13] ; [1 2],[25.07142857 13.92857143] ; [1.92857143 1.07142857],0
d1,1,0.245602,1.348148,[26 13] ; [1 2],[25.07142857 13.92857143] ; [1.92857143 1.07142857],0
p2,1,0.355149,0.854973,[32  5] ; [2 1],[31.45  5.55] ; [2.55 0.45],0
d5,1,0.421491,0.646154,[33  6] ; [2 1],[32.5  6.5] ; [2.5 0.5],0
n6,1,0.513168,0.427602,[32  7] ; [2 1],[31.57142857  7.42857143] ; [2.42857143 0.57142857],0
r4,1,0.513168,0.427602,[32  7] ; [2 1],[31.57142857  7.42857143] ; [2.42857143 0.57142857],0
p8,1,0.519718,0.414453,[18 20] ; [2 1],[18.53658537 19.46341463] ; [1.46341463 1.53658537],0
p5,1,0.548306,0.36036,[ 7 30] ; [1 2],[ 7.4 29.6] ; [0.6 2.4],0
p10,1,0.548306,0.36036,[30  7] ; [2 1],[29.6  7.4] ; [2.4 0.6],0
p4,1,0.578216,0.309127,[19 19] ; [2 1],[19.46341463 18.53658537] ; [1.53658537 1.46341463],0
b1,1,0.607157,0.264336,[19 20] ; [1 2],[18.57142857 20.42857143] ; [1.42857143 1.57142857],0
p3,1,0.638839,0.220264,[20 18] ; [2 1],[20.3902439 17.6097561] ; [1.6097561 1.3902439],0
a4,1,0.667258,0.184827,[18 21] ; [1 2],[17.64285714 21.35714286] ; [1.35714286 1.64285714],0
v3,1,0.738422,0.111518,[16 21] ; [1 2],[15.725 21.275] ; [1.275 1.725],0
d2,1,0.766543,0.088149,[22 16] ; [2 1],[22.24390244 15.75609756] ; [1.75609756 1.24390244],0
n4,1,0.770279,0.08527,[29 10] ; [2 1],[28.78571429 10.21428571] ; [2.21428571 0.78571429],0
p9,1,0.791701,0.06975,[28 10] ; [2 1],[27.80487805 10.19512195] ; [2.19512195 0.80487805],0
s7,1,0.813997,0.055353,[10 27] ; [1 2],[10.175 26.825] ; [0.825 2.175],0
a3,1,0.872299,0.025837,[27 11] ; [2 1],[26.87804878 11.12195122] ; [2.12195122 0.87804878],0
v1,1,0.876824,0.024024,[23 14] ; [2 1],[23.125 13.875] ; [1.875 1.125],0
v2,1,0.928831,0.007977,[25 14] ; [2 1],[25.07142857 13.92857143] ; [1.92857143 1.07142857],0
p7,1,0.949823,0.00396,[24 13] ; [2 1],[24.05 12.95] ; [1.95 1.05],0
p6,1,0.975393,0.000951,[13 25] ; [1 2],[12.97560976 25.02439024] ; [1.02439024 1.97560976],0
b2,1,1.0,0.0,[13 13] ; [1 1],[13. 13.] ; [1. 1.],0
b3,1,1.0,0.0,[13 13] ; [1 1],[13. 13.] ; [1. 1.],0
