Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.165103,[147  19] ; [21 22],[133.4354067  32.5645933] ; [34.5645933  8.4354067],1
n6,1,2e-06,22.832037,[147  18] ; [25 18],[136.44230769  28.55769231] ; [35.55769231  7.44230769],1
p10,1,1.2e-05,19.162836,[141  23] ; [24 19],[130.72463768  33.27536232] ; [34.27536232  8.72463768],1
p9,1,1.7e-05,18.499961,[148  17] ; [27 16],[138.82211538  26.17788462] ; [36.17788462  6.82211538],1
s7,1,0.000485,12.172451,[95 64] ; [12 29],[85.065 73.935] ; [21.935 19.065],1
s6,1,0.000874,11.076114,[111  49] ; [18 25],[101.67487685  58.32512315] ; [27.32512315 15.67487685],1
s8,1,0.001037,10.760367,[85 81] ; [10 33],[75.45454545 90.54545455] ; [19.54545455 23.45454545],0
d5,1,0.004165,8.210581,[128  37] ; [24 19],[120.57692308  44.42307692] ; [31.42307692 11.57692308],0
v3,1,0.005135,7.831148,[71 93] ; [ 8 33],[ 63.2 100.8] ; [15.8 25.2],0
v1,1,0.005369,7.75065,[93 69] ; [14 28],[84.97058824 77.02941176] ; [22.02941176 19.97058824],0
s2,1,0.012769,6.200776,[85 80] ; [13 30],[77.74038462 87.25961538] ; [20.25961538 22.74038462],0
p5,1,0.020135,5.400183,[ 26 140] ; [ 1 42],[ 21.44497608 144.55502392] ; [ 5.55502392 37.44497608],0
a5,1,0.028172,4.817492,[118  48] ; [23 20],[111.99043062  54.00956938] ; [29.00956938 13.99043062],0
r4,1,0.037992,4.305399,[139  27] ; [30 13],[134.22966507  31.77033493] ; [34.77033493  8.22966507],0
a3,1,0.03849,4.283227,[122  44] ; [24 18],[116.51923077  49.48076923] ; [29.48076923 12.51923077],0
p4,1,0.042215,4.126546,[100  66] ; [18 24],[94.17307692 71.82692308] ; [23.82692308 18.17307692],0
r2,1,0.047107,3.941554,[147  16] ; [34  9],[143.2184466  19.7815534] ; [37.7815534  5.2184466],0
b3,1,0.061729,3.490311,[48 60] ; [ 7 21],[43.67647059 64.32352941] ; [11.32352941 16.67647059],0
b2,1,0.061729,3.490311,[48 60] ; [ 7 21],[43.67647059 64.32352941] ; [11.32352941 16.67647059],0
p11,1,0.062699,3.464501,[137  29] ; [30 13],[132.64114833  33.35885167] ; [34.35885167  8.64114833],0
s5,1,0.095479,2.779484,[66 95] ; [11 30],[61.37128713 99.62871287] ; [15.62871287 25.37128713],0
d4,1,0.117248,2.4537,[126  38] ; [28 15],[122.00966184  41.99033816] ; [31.99033816 11.00966184],0
d1,1,0.134375,2.241214,[83 83] ; [16 27],[78.63157895 87.36842105] ; [20.36842105 22.63157895],0
