Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,62.537897,[ 24 136] ; [67 42],[ 54.12639405 105.87360595] ; [36.87360595 72.12639405],1
p8,1,0.0,30.316456,[ 39 118] ; [63 45],[60.43018868 96.56981132] ; [41.56981132 66.43018868],1
p7,1,0.0,28.253742,[ 53 105] ; [72 36],[74.2481203 83.7518797] ; [50.7518797 57.2481203],1
p6,1,0.0,27.668949,[ 16 141] ; [40 68],[ 33.17735849 123.82264151] ; [22.82264151 85.17735849],1
p2,1,0.0,25.816717,[87 73] ; [91 17],[106.26865672  53.73134328] ; [71.73134328 36.26865672],1
p5,1,0.000508,12.087359,[  5 154] ; [16 92],[ 12.50561798 146.49438202] ; [ 8.49438202 99.50561798],1
s6,1,0.000564,11.889573,[ 44 114] ; [52 55],[ 57.23773585 100.76226415] ; [38.76226415 68.23773585],1
p11,1,0.002029,9.523502,[96 64] ; [85 24],[107.65799257  52.34200743] ; [73.34200743 35.65799257],0
s7,1,0.002132,9.432022,[ 24 126] ; [34 71],[ 34.11764706 115.88235294] ; [23.88235294 81.11764706],0
p10,1,0.0089,6.842739,[87 70] ; [77 31],[97.16226415 59.83773585] ; [66.83773585 41.16226415],0
v4,1,0.02111,5.317679,[128  31] ; [99 10],[134.67537313  24.32462687] ; [92.32462687 16.67537313],0
s5,1,0.024281,5.074425,[ 22 133] ; [27 80],[ 28.98854962 126.01145038] ; [20.01145038 86.98854962],0
r3,1,0.027912,4.833474,[127  32] ; [98 11],[133.48880597  25.51119403] ; [91.51119403 17.48880597],0
r4,1,0.033253,4.532696,[114  46] ; [90 19],[121.33828996  38.66171004] ; [82.66171004 26.33828996],0
a5,1,0.042082,4.131898,[92 68] ; [76 33],[99.92565056 60.07434944] ; [68.07434944 40.92565056],0
p9,1,0.047478,3.928375,[95 59] ; [80 29],[102.47148289  51.52851711] ; [72.52851711 36.47148289],0
b5,1,0.076057,3.147217,[91 69] ; [50 59],[83.866171 76.133829] ; [57.133829 51.866171],0
r1,1,0.080915,3.046418,[98 62] ; [78 31],[104.68401487  55.31598513] ; [71.31598513 37.68401487],0
r2,1,0.108119,2.581495,[129  29] ; [96 12],[133.64661654  24.35338346] ; [91.35338346 16.64661654],0
d3,1,0.108941,2.569515,[88 71] ; [71 38],[94.33208955 64.66791045] ; [64.66791045 44.33208955],0
s1,1,0.110873,2.541734,[  3 154] ; [  6 103],[  5.31203008 151.68796992] ; [  3.68796992 105.31203008],0
u2,1,0.111758,2.529178,[27 38] ; [23 17],[30.95238095 34.04761905] ; [19.04761905 20.95238095],0
p1,1,0.112842,2.513954,[  8 151] ; [11 98],[ 11.27238806 147.72761194] ; [  7.72761194 101.27238806],0
s8,1,0.118369,2.438772,[ 27 132] ; [27 82],[ 32.03731343 126.96268657] ; [21.96268657 87.03731343],0
d5,1,0.165615,1.922193,[111  49] ; [84 25],[115.98513011  44.01486989] ; [79.01486989 29.98513011],0
v2,1,0.169055,1.891308,[ 49 104] ; [42 62],[54.17509728 98.82490272] ; [36.82490272 67.17509728],0
n6,1,0.179307,1.803361,[111  49] ; [83 25],[115.82089552  44.17910448] ; [78.17910448 29.82089552],0
a1,1,0.189105,1.724575,[ 10 150] ; [  3 106],[  7.73234201 152.26765799] ; [  5.26765799 103.73234201],0
a7,1,0.249365,1.326857,[97 62] ; [74 35],[101.45149254  57.54850746] ; [69.54850746 39.45149254],0
u3,1,0.284479,1.145569,[24 41] ; [19 21],[26.61904762 38.38095238] ; [16.38095238 23.61904762],0
a4,1,0.335879,0.926099,[ 55 104] ; [44 65],[ 58.73507463 100.26492537] ; [40.26492537 68.73507463],0
a8,1,0.355701,0.853014,[ 14 138] ; [13 88],[ 16.22134387 135.77865613] ; [10.77865613 90.22134387],0
n5,1,0.403029,0.69927,[95 64] ; [70 38],[98.25842697 60.74157303] ; [66.74157303 41.25842697],0
d2,1,0.42258,0.64313,[60 97] ; [47 62],[63.15413534 93.84586466] ; [43.84586466 65.15413534],0
d1,1,0.492512,0.471034,[71 89] ; [53 56],[73.75464684 86.24535316] ; [50.24535316 58.75464684],0
s3,1,0.505533,0.443303,[ 37 122] ; [29 79],[ 39.30337079 119.69662921] ; [26.69662921 81.30337079],0
p12,1,0.547343,0.362098,[  5 153] ; [  5 104],[  5.917603 152.082397] ; [  4.082397 104.917603],0
b2,1,0.55253,0.352804,[25 63] ; [22 45],[26.68387097 61.31612903] ; [20.31612903 46.68387097],0
b3,1,0.55253,0.352804,[25 63] ; [22 45],[26.68387097 61.31612903] ; [20.31612903 46.68387097],0
u1,1,0.622751,0.24202,[ 12 148] ; [10 99],[ 13.08550186 146.91449814] ; [  8.91449814 100.08550186],0
n4,1,0.622849,0.241883,[104  56] ; [74 35],[105.87360595  54.12639405] ; [72.12639405 36.87360595],0
b4,1,0.64978,0.206178,[94 66] ; [61 48],[92.19330855 67.80669145] ; [62.80669145 46.19330855],0
a3,1,0.664003,0.188698,[95 64] ; [68 41],[96.70522388 62.29477612] ; [66.29477612 42.70522388],0
n3,1,0.673736,0.177263,[38 23] ; [22 11],[38.93617021 22.06382979] ; [21.06382979 11.93617021],0
d4,1,0.736472,0.113251,[113  45] ; [80 29],[114.20973783  43.79026217] ; [78.79026217 30.20973783],0
n1,1,0.757398,0.095419,[23 40] ; [11 22],[22.3125 40.6875] ; [11.6875 21.3125],0
a6,1,0.77396,0.082483,[100  60] ; [70 39],[101.11524164  58.88475836] ; [68.88475836 40.11524164],0
b1,1,0.796487,0.066511,[65 95] ; [46 63],[66.02230483 93.97769517] ; [44.97769517 64.02230483],0
a2,1,0.832148,0.044922,[ 25 135] ; [16 93],[ 24.3866171 135.6133829] ; [16.6133829 92.3866171],0
n2,1,0.837389,0.042121,[40 25] ; [19 13],[39.53608247 25.46391753] ; [19.46391753 12.53608247],0
v3,1,0.944807,0.004793,[ 36 119] ; [24 81],[ 35.76923077 119.23076923] ; [24.23076923 80.76923077],0
s4,1,0.989759,0.000165,[ 19 141] ; [13 96],[ 19.03345725 140.96654275] ; [12.96654275 96.03345725],0
