Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,6e-05,16.093996,[77  6] ; [63 29],[66.4 16.6] ; [73.6 18.4],1
s6,1,0.000262,13.327735,[52 30] ; [32 58],[40.04651163 41.95348837] ; [43.95348837 46.04651163],1
p10,1,0.000319,12.95637,[54 28] ; [35 56],[42.1849711 39.8150289] ; [46.8150289 44.1849711],1
p7,1,0.00445,8.090346,[33 47] ; [19 71],[24.47058824 55.52941176] ; [27.52941176 62.47058824],0
s2,1,0.004806,7.951126,[41 42] ; [26 65],[31.95977011 51.04022989] ; [35.04022989 55.95977011],0
s7,1,0.005637,7.662945,[35 46] ; [19 64],[26.67073171 54.32926829] ; [27.32926829 55.67073171],0
v4,1,0.006387,7.437659,[72 11] ; [64 28],[64.50285714 18.49714286] ; [71.49714286 20.50285714],0
v3,1,0.007047,7.260978,[33 48] ; [19 69],[24.92307692 56.07692308] ; [27.07692308 60.92307692],0
d5,1,0.007178,7.227906,[65 18] ; [54 37],[56.76436782 26.23563218] ; [62.23563218 28.76436782],0
s3,1,0.009032,6.816482,[43 40] ; [29 61],[34.5433526 48.4566474] ; [37.4566474 52.5433526],0
s8,1,0.010517,6.545111,[32 51] ; [19 72],[24.32758621 58.67241379] ; [26.67241379 64.32758621],0
r1,1,0.011744,6.349162,[62 21] ; [52 40],[54.06857143 28.93142857] ; [59.93142857 32.06857143],0
d4,1,0.014673,5.955262,[69 14] ; [61 30],[62.01149425 20.98850575] ; [67.98850575 23.01149425],0
p9,1,0.022554,5.202501,[51 30] ; [40 48],[43.61538462 37.38461538] ; [47.38461538 40.61538462],0
p8,1,0.02647,4.925069,[23 60] ; [13 79],[17.07428571 65.92571429] ; [18.92571429 73.07428571],0
v1,1,0.027259,4.874311,[36 46] ; [25 65],[29.08139535 52.91860465] ; [31.91860465 58.08139535],0
p6,1,0.02926,4.752247,[19 62] ; [10 81],[13.65697674 67.34302326] ; [15.34302326 75.65697674],0
s5,1,0.030185,4.698727,[23 57] ; [13 74],[17.24550898 62.75449102] ; [18.75449102 68.24550898],0
a5,1,0.0348,4.454951,[58 25] ; [50 42],[51.22285714 31.77714286] ; [56.77714286 35.22285714],0
p11,1,0.041365,4.161001,[48 35] ; [39 53],[41.26285714 41.73714286] ; [45.73714286 46.26285714],0
d1,1,0.04286,4.100931,[47 36] ; [38 54],[40.31428571 42.68571429] ; [44.68571429 47.31428571],0
a7,1,0.058553,3.57789,[55 28] ; [48 44],[48.85142857 34.14857143] ; [54.14857143 37.85142857],0
r4,1,0.060671,3.518933,[64 19] ; [59 33],[58.33714286 24.66285714] ; [64.66285714 27.33714286],0
n6,1,0.076467,3.138429,[61 22] ; [56 36],[55.49142857 27.50857143] ; [61.50857143 30.49142857],0
p3,1,0.097576,2.744731,[29 53] ; [22 70],[24.03448276 57.96551724] ; [26.96551724 65.03448276],0
p4,1,0.10598,2.613163,[27 55] ; [20 71],[22.27745665 59.72254335] ; [24.72254335 66.27745665],0
d3,1,0.11601,2.470385,[50 33] ; [44 47],[44.83908046 38.16091954] ; [49.16091954 41.83908046],0
n1,1,0.143535,2.139646,[ 8 19] ; [19 21],[10.88059701 16.11940299] ; [16.11940299 23.88059701],0
s1,1,0.146947,2.103664,[ 4 78] ; [10 82],[ 6.59770115 75.40229885] ; [ 7.40229885 84.59770115],0
p12,1,0.188579,1.728687,[ 5 77] ; [ 2 90],[ 3.29885057 78.70114943] ; [ 3.70114943 88.29885057],0
