Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000654,11.615053,[39 35] ; [ 4 23],[31.5049505 42.4950495] ; [11.4950495 15.5049505],1
d2,1,0.59083,0.28905,[29 45] ; [ 9 18],[27.84158416 46.15841584] ; [10.15841584 16.84158416],0
a4,1,0.59083,0.28905,[29 45] ; [ 9 18],[27.84158416 46.15841584] ; [10.15841584 16.84158416],0
p10,1,0.615825,0.25178,[51 23] ; [20  7],[52.01980198 21.98019802] ; [18.98019802  8.01980198],0
n2,1,0.667436,0.184615,[20  7] ; [6 3],[19.5  7.5] ; [6.5 2.5],0
n5,1,0.713004,0.135295,[30 43] ; [10 17],[29.2 43.8] ; [10.8 16.2],0
s8,1,0.750019,0.101515,[30 44] ; [10 17],[29.30693069 44.69306931] ; [10.69306931 16.30693069],0
u3,1,0.763331,0.090667,[18  7] ; [6 3],[17.64705882  7.35294118] ; [6.35294118 2.64705882],0
r3,1,0.805717,0.060494,[67  7] ; [24  3],[66.67326733  7.32673267] ; [24.32673267  2.67326733],0
b4,1,0.821898,0.050672,[42 32] ; [16 11],[42.4950495 31.5049505] ; [15.5049505 11.4950495],0
a3,1,0.859807,0.031194,[48 26] ; [17 10],[47.62376238 26.37623762] ; [17.37623762  9.62376238],0
r2,1,0.866977,0.028056,[64 10] ; [23  4],[63.74257426 10.25742574] ; [23.25742574  3.74257426],0
s2,1,0.86915,0.027139,[37 37] ; [13 14],[36.63366337 37.36633663] ; [13.36633663 13.63366337],0
v4,1,0.908128,0.013317,[68  6] ; [25  2],[68.13861386  5.86138614] ; [24.86138614  2.13861386],0
s1,1,0.936317,0.006384,[ 3 71] ; [ 1 26],[ 2.93069307 71.06930693] ; [ 1.06930693 25.93069307],0
a1,1,0.936317,0.006384,[ 3 71] ; [ 1 26],[ 2.93069307 71.06930693] ; [ 1.06930693 25.93069307],0
p1,1,0.9464,0.00452,[ 6 68] ; [ 2 24],[ 5.92 68.08] ; [ 2.08 23.92],0
n6,1,0.961877,0.002285,[48 26] ; [17  9],[48.1 25.9] ; [16.9  9.1],0
p11,1,0.966183,0.001797,[49 25] ; [18  9],[49.08910891 24.91089109] ; [17.91089109  9.08910891],0
p3,1,0.98928,0.000181,[41 33] ; [15 12],[41.02970297 32.97029703] ; [14.97029703 12.02970297],0
