Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000654,11.615053,[39 35] ; [ 4 23],[31.5049505 42.4950495] ; [11.4950495 15.5049505],1
v2,1,0.000784,11.27895,[30 43] ; [20  5],[37.24489796 35.75510204] ; [12.75510204 12.24489796],1
b3,1,0.015119,5.902574,[10 35] ; [7 5],[13.42105263 31.57894737] ; [3.57894737 8.42105263],0
b2,1,0.015119,5.902574,[10 35] ; [7 5],[13.42105263 31.57894737] ; [3.57894737 8.42105263],0
p12,1,0.022668,5.193759,[ 2 72] ; [ 4 23],[ 4.3960396 69.6039604] ; [ 1.6039604 25.3960396],0
s5,1,0.024668,5.047059,[20 52] ; [14 13],[24.72727273 47.27272727] ; [ 9.27272727 17.72727273],0
r1,1,0.025058,5.019847,[45 28] ; [23  4],[49.64 23.36] ; [18.36  8.64],0
u1,1,0.027243,4.875371,[ 5 69] ; [ 6 21],[ 8.05940594 65.94059406] ; [ 2.94059406 24.05940594],0
u2,1,0.035565,4.417832,[13 12] ; [9 1],[15.71428571  9.28571429] ; [6.28571429 3.71428571],0
a2,1,0.037851,4.3117,[ 9 65] ; [ 8 19],[12.45544554 61.54455446] ; [ 4.54455446 22.45544554],0
s6,1,0.051712,3.785056,[45 29] ; [22  5],[49.08910891 24.91089109] ; [17.91089109  9.08910891],0
a6,1,0.053611,3.724777,[42 32] ; [21  6],[46.15841584 27.84158416] ; [16.84158416 10.15841584],0
p8,1,0.062329,3.474292,[39 34] ; [20  7],[43.07 29.93] ; [15.93 11.07],0
v1,1,0.072494,3.225627,[29 45] ; [16 11],[32.97029703 41.02970297] ; [12.02970297 14.97029703],0
r4,1,0.091406,2.849428,[54 20] ; [24  3],[57.14851485 16.85148515] ; [20.85148515  6.14851485],0
n1,1,0.143672,2.138182,[10 17] ; [1 8],[ 8.25 18.75] ; [2.75 6.25],0
d4,1,0.162163,1.953938,[53 21] ; [23  4],[55.68316832 18.31683168] ; [20.31683168  6.68316832],0
a7,1,0.211945,1.55809,[51 23] ; [22  5],[53.48514851 20.51485149] ; [19.51485149  7.48514851],0
p5,1,0.216569,1.526964,[ 5 68] ; [ 4 23],[ 6.57 66.43] ; [ 2.43 24.57],0
p6,1,0.218065,1.517057,[29 45] ; [ 7 20],[26.37623762 47.62376238] ; [ 9.62376238 17.37623762],0
a5,1,0.264883,1.243054,[49 25] ; [21  6],[51.28712871 22.71287129] ; [18.71287129  8.28712871],0
n3,1,0.266899,1.232615,[21  7] ; [5 4],[19.67567568  8.32432432] ; [6.32432432 2.67567568],0
b5,1,0.288902,1.124729,[47 27] ; [14 13],[44.69306931 29.30693069] ; [16.30693069 10.69306931],0
d1,1,0.328955,0.953009,[33 41] ; [15 12],[35.16831683 38.83168317] ; [12.83168317 14.16831683],0
s4,1,0.380557,0.7689,[20 54] ; [ 5 22],[18.31683168 55.68316832] ; [ 6.68316832 20.31683168],0
d3,1,0.383806,0.758476,[51 23] ; [21  6],[52.75247525 21.24752475] ; [19.24752475  7.75247525],0
s3,1,0.409563,0.680068,[37 37] ; [16 11],[38.83168317 35.16831683] ; [14.16831683 12.83168317],0
d5,1,0.455693,0.556452,[52 22] ; [21  6],[53.48514851 20.51485149] ; [19.51485149  7.48514851],0
p9,1,0.455693,0.556452,[52 22] ; [21  6],[53.48514851 20.51485149] ; [19.51485149  7.48514851],0
p7,1,0.470052,0.521853,[54 19] ; [18  9],[52.56 20.44] ; [19.44  7.56],0
s7,1,0.48678,0.483636,[28 42] ; [12 13],[29.47368421 40.52631579] ; [10.52631579 14.47368421],0
p2,1,0.542246,0.371392,[59 15] ; [20  7],[57.88118812 16.11881188] ; [21.11881188  5.88118812],0
