Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.390382,[73 41] ; [ 6 36],[57.73076923 56.26923077] ; [21.26923077 20.73076923],1
v4,1,4.4e-05,16.701563,[101  13] ; [25 17],[92.07692308 21.92307692] ; [33.92307692  8.07692308],1
p10,1,0.00037,12.676183,[82 31] ; [17 24],[72.64285714 40.35714286] ; [26.35714286 14.64285714],1
s7,1,0.001724,9.822774,[37 71] ; [ 3 35],[29.5890411 78.4109589] ; [10.4109589 27.5890411],0
u3,1,0.004122,8.229204,[27 25] ; [ 5 22],[21.06329114 30.93670886] ; [10.93670886 16.06329114],0
s8,1,0.024239,5.077428,[30 84] ; [ 4 38],[24.84615385 89.15384615] ; [ 9.15384615 32.84615385],0
p9,1,0.027682,4.847787,[85 27] ; [23 17],[79.57894737 32.42105263] ; [28.42105263 11.57894737],0
d5,1,0.033141,4.538466,[75 38] ; [20 22],[69.25806452 43.74193548] ; [25.74193548 16.25806452],0
a3,1,0.034032,4.493103,[62 51] ; [15 27],[56.13548387 56.86451613] ; [20.86451613 21.13548387],0
s2,1,0.069042,3.305648,[48 66] ; [11 31],[43.11538462 70.88461538] ; [15.88461538 26.11538462],0
n6,1,0.072785,3.219069,[84 29] ; [25 17],[79.46451613 33.53548387] ; [29.53548387 12.46451613],0
d1,1,0.084408,2.97792,[41 73] ; [ 9 33],[36.53846154 77.46153846] ; [13.46153846 28.53846154],0
p2,1,0.085258,2.961712,[81 32] ; [24 18],[76.5483871 36.4516129] ; [28.4516129 13.5483871],0
b1,1,0.094695,2.792696,[48 66] ; [24 18],[52.61538462 61.38461538] ; [19.38461538 22.61538462],0
r3,1,0.103151,2.656132,[92 22] ; [28 13],[88.25806452 25.74193548] ; [31.74193548  9.25806452],0
a5,1,0.123232,2.375752,[62 52] ; [17 25],[57.73076923 56.26923077] ; [21.26923077 20.73076923],0
a2,1,0.130764,2.283417,[ 11 103] ; [ 1 41],[  8.76923077 105.23076923] ; [ 3.23076923 38.76923077],0
s5,1,0.132813,2.259318,[28 81] ; [ 6 36],[24.54304636 84.45695364] ; [ 9.45695364 32.54304636],0
s3,1,0.192381,1.699286,[49 64] ; [13 28],[45.49350649 67.50649351] ; [16.50649351 24.49350649],0
a4,1,0.203563,1.616625,[36 77] ; [ 9 33],[32.80645161 80.19354839] ; [12.19354839 29.80645161],0
n2,1,0.207821,1.586541,[28  9] ; [10  7],[26.03703704 10.96296296] ; [11.96296296  5.03703704],0
p3,1,0.208527,1.581622,[46 68] ; [12 29],[42.65806452 71.34193548] ; [15.34193548 25.65806452],0
p6,1,0.211434,1.56158,[31 82] ; [ 7 33],[28.06535948 84.93464052] ; [ 9.93464052 30.06535948],0
a8,1,0.220557,1.500741,[  7 103] ; [ 5 35],[  8.8 101.2] ; [ 3.2 36.8],0
s6,1,0.267871,1.227615,[52 62] ; [15 27],[48.96153846 65.03846154] ; [18.03846154 23.96153846],0
p12,1,0.337003,0.921799,[  4 109] ; [ 3 39],[  5.10322581 107.89677419] ; [ 1.89677419 40.10322581],0
p4,1,0.33704,0.921659,[56 58] ; [17 25],[53.34615385 60.65384615] ; [19.65384615 22.34615385],0
p7,1,0.339048,0.914027,[55 57] ; [17 25],[52.36363636 59.63636364] ; [19.63636364 22.36363636],0
d4,1,0.340488,0.908592,[72 42] ; [23 19],[69.42307692 44.57692308] ; [25.57692308 16.42307692],0
a6,1,0.34365,0.896766,[64 50] ; [20 22],[61.38461538 52.61538462] ; [22.61538462 19.38461538],0
u1,1,0.345048,0.891587,[  7 107] ; [ 1 41],[  5.84615385 108.15384615] ; [ 2.15384615 39.84615385],0
b2,1,0.366137,0.816732,[19 43] ; [ 6 22],[17.22222222 44.77777778] ; [ 7.77777778 20.22222222],0
b3,1,0.366137,0.816732,[19 43] ; [ 6 22],[17.22222222 44.77777778] ; [ 7.77777778 20.22222222],0
a7,1,0.366861,0.814269,[63 50] ; [20 22],[60.50967742 52.49032258] ; [22.49032258 19.50967742],0
d2,1,0.40385,0.696833,[40 72] ; [12 30],[37.81818182 74.18181818] ; [14.18181818 27.81818182],0
p1,1,0.404445,0.695071,[ 10 104] ; [ 2 40],[  8.76923077 105.23076923] ; [ 3.23076923 38.76923077],0
