Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,47.057807,[45 65] ; [105  20],[70.21276596 39.78723404] ; [79.78723404 45.21276596],1
p4,1,0.0,29.950006,[42 68] ; [92 33],[62.72340426 47.27659574] ; [71.27659574 53.72340426],1
p3,1,1e-06,24.337941,[37 72] ; [84 43],[55.88559322 53.11440678] ; [65.11440678 61.88559322],1
p11,1,4.7e-05,16.564933,[78 32] ; [116  11],[90.04219409 19.95780591] ; [103.95780591  23.04219409],1
p6,1,0.000101,15.114229,[20 89] ; [52 72],[33.68240343 75.31759657] ; [38.31759657 85.68240343],1
p2,1,0.000223,13.622905,[78 32] ; [114  13],[89.11392405 20.88607595] ; [102.88607595  24.11392405],1
r4,1,0.000688,11.521569,[88 22] ; [120   7],[96.54008439 13.45991561] ; [111.45991561  15.54008439],1
p9,1,0.00241,9.207873,[79 30] ; [111  15],[88.12765957 20.87234043] ; [101.87234043  24.12765957],0
p10,1,0.003794,8.379763,[77 33] ; [107  18],[86.12765957 23.87234043] ; [97.87234043 27.12765957],0
v1,1,0.007627,7.119089,[55 52] ; [87 40],[64.93162393 42.06837607] ; [77.06837607 49.93162393],0
v4,1,0.009323,6.759916,[96 13] ; [123   4],[101.14830508   7.85169492] ; [117.85169492   9.14830508],0
a5,1,0.015098,5.904951,[70 40] ; [99 28],[78.43881857 31.56118143] ; [90.56118143 36.43881857],0
p12,1,0.032818,4.555239,[  2 108] ; [ 10 116],[  5.59322034 104.40677966] ; [  6.40677966 119.59322034],0
n4,1,0.050278,3.832166,[75 35] ; [100  26],[81.56779661 28.43220339] ; [93.43220339 32.56779661],0
n5,1,0.060066,3.535567,[68 41] ; [93 33],[74.67659574 34.32340426] ; [86.32340426 39.67659574],0
n2,1,0.060775,3.516106,[20 13] ; [17  3],[23.03773585  9.96226415] ; [13.96226415  6.03773585],0
r1,1,0.061687,3.491442,[84 26] ; [109  18],[89.57805907 20.42194093] ; [103.42194093  23.57805907],0
p5,1,0.063204,3.451258,[  8 102] ; [ 19 108],[12.53164557 97.46835443] ; [ 14.46835443 112.53164557],0
n1,1,0.141074,2.166209,[ 7 26] ; [ 8 12],[ 9.33962264 23.66037736] ; [ 5.66037736 14.33962264],0
s8,1,0.175073,1.838961,[23 87] ; [36 90],[27.5 82.5] ; [31.5 94.5],0
p1,1,0.247035,1.339997,[  6 104] ; [ 12 115],[  8.35443038 101.64556962] ; [  9.64556962 117.35443038],0
a8,1,0.254334,1.299342,[ 8 92] ; [14 95],[10.52631579 89.47368421] ; [11.47368421 97.52631579],0
v3,1,0.29236,1.108722,[50 58] ; [66 58],[54. 54.] ; [62. 62.],0
s4,1,0.300142,1.073561,[12 97] ; [  9 117],[ 9.74042553 99.25957447] ; [ 11.25957447 114.74042553],0
r3,1,0.370587,0.801694,[103   6] ; [123   4],[104.38135593   4.61864407] ; [121.61864407   5.38135593],0
a6,1,0.408483,0.683212,[77 33] ; [95 32],[79.83122363 30.16877637] ; [92.16877637 34.83122363],0
r2,1,0.435706,0.607566,[98 10] ; [115   8],[99.58441558  8.41558442] ; [113.41558442   9.58441558],0
d2,1,0.437527,0.602759,[46 63] ; [60 67],[48.95762712 60.04237288] ; [57.04237288 69.95762712],0
d1,1,0.473661,0.513423,[59 51] ; [74 53],[61.72995781 48.27004219] ; [71.27004219 55.72995781],0
a2,1,0.481131,0.496299,[21 89] ; [29 98],[23.20675105 86.79324895] ; [ 26.79324895 100.20675105],0
a3,1,0.491572,0.473083,[77 33] ; [94 33],[79.36708861 30.63291139] ; [91.63291139 35.36708861],0
d4,1,0.529215,0.3959,[91 18] ; [102  25],[89.13983051 19.86016949] ; [103.86016949  23.13983051],0
d3,1,0.571282,0.320542,[76 34] ; [92 35],[77.97468354 32.02531646] ; [90.02531646 36.97468354],0
b5,1,0.620921,0.244575,[65 45] ; [71 56],[63.12236287 46.87763713] ; [72.87763713 54.12236287],0
u4,1,0.647539,0.209017,[  1 109] ; [  2 125],[  1.39240506 108.60759494] ; [  1.60759494 125.39240506],0
u1,1,0.647692,0.208822,[15 95] ; [ 20 107],[16.24472574 93.75527426] ; [ 18.75527426 108.24472574],0
a4,1,0.670694,0.180791,[45 65] ; [55 71],[46.61016949 63.38983051] ; [53.38983051 72.61016949],0
a7,1,0.685775,0.163698,[84 25] ; [95 32],[82.67372881 26.32627119] ; [96.32627119 30.67372881],0
b2,1,0.699849,0.148629,[26 39] ; [31 53],[24.86577181 40.13422819] ; [32.13422819 51.86577181],0
