Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,56.571309,[ 53 127] ; [86 30],[84.52702703 95.47297297] ; [54.47297297 61.52702703],1
s6,1,0.0,45.403995,[91 94] ; [103  15],[118.44884488  66.55115512] ; [75.55115512 42.44884488],1
s2,1,0.0,28.496151,[ 65 124] ; [78 41],[ 87.75 101.25] ; [55.25 63.75],1
s3,1,0.0,25.337411,[ 83 103] ; [88 31],[104.28196721  81.71803279] ; [66.71803279 52.28196721],1
d1,1,5e-06,20.784563,[ 81 109] ; [83 37],[100.51612903  89.48387097] ; [63.48387097 56.51612903],1
p9,1,1.8e-05,18.340735,[129  58] ; [108  12],[144.36156352  42.63843648] ; [92.63843648 27.36156352],1
p10,1,3.2e-05,17.27631,[122  65] ; [104  16],[137.66123779  49.33876221] ; [88.33876221 31.66123779],1
p4,1,4.6e-05,16.591065,[91 98] ; [86 34],[108.26213592  80.73786408] ; [68.73786408 51.26213592],1
p6,1,0.000258,13.351126,[ 51 137] ; [57 63],[ 65.92207792 122.07792208] ; [42.07792208 77.92207792],1
s5,1,0.000382,12.620515,[ 42 143] ; [48 66],[ 55.68561873 129.31438127] ; [34.31438127 79.68561873],1
r4,1,0.000455,12.289893,[149  41] ; [112   8],[159.96774194  30.03225806] ; [101.03225806  18.96774194],1
r1,1,0.000498,12.123533,[129  60] ; [103  17],[141.90291262  47.09708738] ; [90.09708738 29.90291262],1
n6,1,0.000633,11.6756,[146  42] ; [111   9],[156.87012987  31.12987013] ; [100.12987013  19.87012987],1
p7,1,0.001233,10.440694,[90 96] ; [80 39],[103.67213115  82.32786885] ; [66.32786885 52.67213115],0
p12,1,0.001256,10.405658,[  5 183] ; [ 14 105],[ 11.63517915 176.36482085] ; [  7.36482085 111.63517915],0
p8,1,0.001578,9.985564,[ 77 112] ; [71 49],[90.52427184 98.47572816] ; [57.47572816 62.52427184],0
d2,1,0.003376,8.592122,[ 74 113] ; [68 52],[ 86.49511401 100.50488599] ; [55.50488599 64.49511401],0
v4,1,0.003652,8.448996,[164  25] ; [116   4],[171.26213592  17.73786408] ; [108.73786408  11.26213592],0
d4,1,0.003721,8.415158,[133  56] ; [101  18],[143.59090909  45.40909091] ; [90.40909091 28.59090909],0
d5,1,0.003749,8.401498,[135  54] ; [102  17],[145.43181818  43.56818182] ; [91.56818182 27.43181818],0
a5,1,0.005589,7.678188,[126  64] ; [97 23],[136.67741935  53.32258065] ; [86.32258065 33.67741935],0
u1,1,0.006129,7.511957,[ 22 168] ; [28 92],[ 30.64516129 159.35483871] ; [ 19.35483871 100.64516129],0
p5,1,0.006634,7.369416,[ 18 171] ; [24 93],[ 25.94117647 163.05882353] ; [ 16.05882353 100.94117647],0
p3,1,0.00719,7.224894,[ 74 114] ; [66 54],[ 85.45454545 102.54545455] ; [54.54545455 65.45454545],0
r3,1,0.007696,7.102853,[158  30] ; [113   7],[165.41558442  22.58441558] ; [105.58441558  14.41558442],0
p11,1,0.010012,6.632726,[130  60] ; [98 22],[139.74193548  50.25806452] ; [88.25806452 31.74193548],0
d3,1,0.01202,6.307943,[107  82] ; [85 35],[117.4368932  71.5631068] ; [74.5631068 45.4368932],0
a3,1,0.01626,5.774529,[119  68] ; [92 28],[128.52442997  58.47557003] ; [82.47557003 37.52442997],0
v1,1,0.026096,4.949653,[ 65 123] ; [55 61],[ 74.21052632 113.78947368] ; [45.78947368 70.21052632],0
a2,1,0.02752,4.857913,[ 35 155] ; [35 85],[ 42.90322581 147.09677419] ; [27.09677419 92.90322581],0
s4,1,0.048251,3.90123,[ 27 158] ; [28 91],[ 33.47039474 151.52960526] ; [21.52960526 97.47039474],0
a4,1,0.057396,3.611074,[ 79 108] ; [64 56],[87.10423453 99.89576547] ; [55.89576547 64.10423453],0
v3,1,0.100706,2.694328,[ 35 152] ; [31 85],[ 40.73267327 146.26732673] ; [25.26732673 90.73267327],0
p2,1,0.103696,2.647754,[142  46] ; [100  20],[147.71428571  40.28571429] ; [94.28571429 25.71428571],0
u3,1,0.124886,2.354944,[33 37] ; [18 10],[36.42857143 33.57142857] ; [14.57142857 13.42857143],0
b5,1,0.126531,2.334562,[118  72] ; [64 56],[111.5483871  78.4516129] ; [70.4516129 49.5483871],0
n5,1,0.134802,2.23631,[155  34] ; [106  14],[159.6407767  29.3592233] ; [101.3592233  18.6407767],0
b2,1,0.162973,1.946419,[40 75] ; [37 46],[44.72222222 70.27777778] ; [32.27777778 50.72222222],0
b3,1,0.162973,1.946419,[40 75] ; [37 46],[44.72222222 70.27777778] ; [32.27777778 50.72222222],0
a6,1,0.181335,1.786651,[126  63] ; [71 49],[120.49514563  68.50485437] ; [76.50485437 43.49514563],0
u2,1,0.201995,1.627892,[33 38] ; [17 11],[35.85858586 35.14141414] ; [14.14141414 13.85858586],0
r2,1,0.253731,1.302641,[171  16] ; [112   6],[173.51147541  13.48852459] ; [109.48852459   8.51147541],0
n1,1,0.331022,0.944896,[21 27] ; [16 13],[23.06493506 24.93506494] ; [13.93506494 15.06493506],0
b4,1,0.461423,0.542441,[111  79] ; [65 55],[107.87096774  82.12903226] ; [68.12903226 51.87096774],0
p1,1,0.574135,0.315813,[ 21 167] ; [ 11 109],[ 19.53246753 168.46753247] ; [ 12.46753247 107.53246753],0
a7,1,0.591387,0.288184,[126  64] ; [76 44],[123.80645161  66.19354839] ; [78.19354839 41.80645161],0
u4,1,0.640781,0.217722,[  2 188] ; [  2 118],[  2.4516129 187.5483871] ; [  1.5483871 118.4516129],0
b1,1,0.710745,0.137534,[ 83 107] ; [55 65],[ 84.58064516 105.41935484] ; [53.41935484 66.58064516],0
a8,1,0.766549,0.088145,[ 26 150] ; [15 96],[ 25.14285714 150.85714286] ; [15.85714286 95.14285714],0
s1,1,0.850115,0.03571,[ 12 175] ; [  7 112],[ 11.61111111 175.38888889] ; [  7.38888889 111.61111111],0
a1,1,0.918751,0.010405,[ 10 180] ; [  6 114],[  9.80645161 180.19354839] ; [  6.19354839 113.80645161],0
n3,1,0.932285,0.00722,[29 18] ; [17 11],[28.82666667 18.17333333] ; [17.17333333 10.82666667],0
n2,1,0.965219,0.001901,[33 17] ; [19 10],[32.91139241 17.08860759] ; [19.08860759  9.91139241],0
