Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000115,14.86926,[ 8 22] ; [38 16],[16.42857143 13.57142857] ; [29.57142857 24.42857143],1
r1,1,0.000334,12.86775,[13 17] ; [44 10],[20.35714286  9.64285714] ; [36.64285714 17.35714286],1
a3,1,0.005651,7.658209,[ 6 24] ; [27 26],[11.92771084 18.07228916] ; [21.07228916 31.92771084],0
r4,1,0.012946,6.176471,[20 10] ; [48  6],[24.28571429  5.71428571] ; [43.71428571 10.28571429],0
a6,1,0.049424,3.860883,[14 16] ; [37 17],[18.21428571 11.78571429] ; [32.78571429 21.21428571],0
v3,1,0.08345,2.996393,[ 7 22] ; [23 30],[10.6097561 18.3902439] ; [19.3902439 33.6097561],0
u1,1,0.092903,2.823333,[ 3 27] ; [ 1 53],[ 1.42857143 28.57142857] ; [ 2.57142857 51.42857143],0
u3,1,0.100377,2.699537,[ 7 17] ; [14 13],[ 9.88235294 14.11764706] ; [11.11764706 15.88235294],0
d5,1,0.147231,2.10071,[ 8 22] ; [23 31],[11.07142857 18.92857143] ; [19.92857143 34.07142857],0
p4,1,0.148134,2.091358,[14 16] ; [34 20],[17.14285714 12.85714286] ; [30.85714286 23.14285714],0
p7,1,0.166767,1.911771,[21  9] ; [44  9],[23.4939759  6.5060241] ; [41.5060241 11.4939759],0
r2,1,0.169501,1.887355,[24  5] ; [50  4],[25.85542169  3.14457831] ; [48.14457831  5.85542169],0
d3,1,0.194924,1.68,[ 6 24] ; [18 36],[ 8.57142857 21.42857143] ; [15.42857143 38.57142857],0
s4,1,0.199146,1.648625,[ 8 22] ; [ 8 45],[ 5.78313253 24.21686747] ; [10.21686747 42.78313253],0
a2,1,0.216522,1.527273,[ 1 29] ; [ 6 48],[ 2.5 27.5] ; [ 4.5 49.5],0
v1,1,0.220073,1.503893,[10 20] ; [25 28],[12.65060241 17.34939759] ; [22.34939759 30.65060241],0
n2,1,0.243498,1.360227,[7 4] ; [7 1],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
s7,1,0.245838,1.346801,[11 19] ; [25 25],[13.5 16.5] ; [22.5 27.5],0
