Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000294,13.106766,[ 3 31] ; [8 6],[ 7.79166667 26.20833333] ; [ 3.20833333 10.79166667],1
p3,1,0.007774,7.084824,[ 2 32] ; [5 9],[ 4.95833333 29.04166667] ; [ 2.04166667 11.95833333],0
p10,1,0.029491,4.738724,[ 8 25] ; [8 6],[11.23404255 21.76595745] ; [4.76595745 9.23404255],0
d3,1,0.036405,4.378049,[13 21] ; [10  4],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
s6,1,0.041579,4.152249,[ 7 27] ; [7 7],[ 9.91666667 24.08333333] ; [4.08333333 9.91666667],0
v2,1,0.05129,3.798778,[ 9 24] ; [8 6],[11.93617021 21.06382979] ; [5.06382979 8.93617021],0
d1,1,0.065714,3.386955,[12 22] ; [9 5],[14.875 19.125] ; [6.125 7.875],0
a3,1,0.08389,2.987888,[17 16] ; [11  3],[19.65957447 13.34042553] ; [8.34042553 5.65957447],0
p8,1,0.087233,2.924715,[ 2 32] ; [ 3 10],[ 3.61702128 30.38297872] ; [ 1.38297872 11.61702128],0
n1,1,0.096731,2.758636,[ 6 10] ; [4 1],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
r2,1,0.103704,2.64764,[17 15] ; [11  3],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
p2,1,0.115995,2.470588,[ 9 25] ; [7 7],[11.33333333 22.66666667] ; [4.66666667 9.33333333],0
n6,1,0.117811,2.446183,[13 20] ; [9 5],[15.44680851 17.55319149] ; [6.55319149 7.44680851],0
s5,1,0.120963,2.404803,[ 4 30] ; [4 9],[ 5.78723404 28.21276596] ; [ 2.21276596 10.78723404],0
d5,1,0.139983,2.178151,[19 15] ; [11  3],[21.25 12.75] ; [8.75 5.25],0
p6,1,0.148854,2.083956,[ 1 32] ; [ 2 12],[ 2.10638298 30.89361702] ; [ 0.89361702 13.10638298],0
p11,1,0.162839,1.947659,[12 22] ; [8 6],[14.16666667 19.83333333] ; [5.83333333 8.16666667],0
r3,1,0.206677,1.594549,[17 16] ; [10  4],[18.95744681 14.04255319] ; [8.04255319 5.95744681],0
s4,1,0.230046,1.440576,[ 3 31] ; [ 3 11],[ 4.25 29.75] ; [ 1.75 12.25],0
d4,1,0.261556,1.260504,[21 13] ; [11  3],[22.66666667 11.33333333] ; [9.33333333 4.66666667],0
r4,1,0.271315,1.210084,[ 7 27] ; [5 9],[ 8.5 25.5] ; [ 3.5 10.5],0
b5,1,0.316783,1.002181,[15 19] ; [ 4 10],[13.45833333 20.54166667] ; [5.54166667 8.45833333],0
u2,1,0.334756,0.930411,[ 2 15] ; [1 2],[ 2.55 14.45] ; [0.45 2.55],0
