Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7e-05,15.799514,[50 16] ; [31 42],[38.46043165 27.53956835] ; [42.53956835 30.46043165],1
s6,1,0.000282,13.184662,[64  4] ; [53 22],[55.63636364 12.36363636] ; [61.36363636 13.63636364],1
s2,1,0.000565,11.889356,[56 13] ; [40 34],[46.32167832 22.67832168] ; [49.67832168 24.32167832],1
p6,1,0.000834,11.163059,[35 33] ; [18 56],[25.38028169 42.61971831] ; [27.61971831 46.38028169],1
r4,1,0.006116,7.515833,[64  5] ; [57 18],[57.97916667 11.02083333] ; [63.02083333 11.97916667],0
p9,1,0.006816,7.320953,[61  7] ; [53 21],[54.5915493 13.4084507] ; [59.4084507 14.5915493],0
s8,1,0.013824,6.060522,[38 31] ; [26 49],[30.66666667 38.33333333] ; [33.33333333 41.66666667],0
a4,1,0.014031,6.034276,[37 32] ; [25 50],[29.70833333 39.29166667] ; [32.29166667 42.70833333],0
s3,1,0.015553,5.852738,[54 15] ; [44 30],[47.28671329 21.71328671] ; [50.71328671 23.28671329],0
b4,1,0.020891,5.335847,[48 21] ; [38 37],[41.20833333 27.79166667] ; [44.79166667 30.20833333],0
n2,1,0.042254,4.125,[19  3] ; [13  9],[16.  6.] ; [16.  6.],0
d2,1,0.05064,3.820124,[36 33] ; [27 48],[30.1875 38.8125] ; [32.8125 42.1875],0
b5,1,0.052374,3.763794,[36 33] ; [51 24],[41.6875 27.3125] ; [45.3125 29.6875],0
r2,1,0.05676,3.629612,[66  3] ; [64 10],[62.72727273  6.27272727] ; [67.27272727  6.72727273],0
a5,1,0.076843,3.130435,[51 18] ; [45 30],[46. 23.] ; [50. 25.],0
d4,1,0.082086,3.023106,[58 11] ; [54 21],[53.66666667 15.33333333] ; [58.33333333 16.66666667],0
p1,1,0.086539,2.937602,[ 8 61] ; [ 3 72],[ 5.27083333 63.72916667] ; [ 5.72916667 69.27083333],0
d1,1,0.087824,2.91381,[42 27] ; [35 40],[36.89583333 32.10416667] ; [40.10416667 34.89583333],0
p7,1,0.099662,2.710944,[46 20] ; [41 32],[41.30935252 24.69064748] ; [45.69064748 27.30935252],0
