Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5.8e-05,16.156643,[ 7 29] ; [37 23],[16.5 19.5] ; [27.5 32.5],1
u1,1,0.437412,0.603062,[ 2 35] ; [ 6 55],[ 3.02040816 33.97959184] ; [ 4.97959184 56.02040816],0
v3,1,0.442309,0.590285,[11 24] ; [14 44],[ 9.40860215 25.59139785] ; [15.59139785 42.40860215],0
v4,1,0.445601,0.581818,[32  4] ; [56  4],[33.  3.] ; [55.  5.],0
d1,1,0.499402,0.456207,[15 22] ; [29 32],[16.6122449 20.3877551] ; [27.3877551 33.6122449],0
s2,1,0.519231,0.415421,[16 21] ; [22 38],[14.49484536 22.50515464] ; [23.50515464 36.49484536],0
a5,1,0.519976,0.413942,[26 11] ; [39 22],[24.54081633 12.45918367] ; [40.45918367 20.54081633],0
r1,1,0.52165,0.41063,[25 11] ; [46 15],[26.35051546  9.64948454] ; [44.64948454 16.35051546],0
a7,1,0.542746,0.370475,[22 15] ; [40 21],[23.40816327 13.59183673] ; [38.59183673 22.40816327],0
n3,1,0.549076,0.358974,[10  3] ; [10  5],[9.28571429 3.71428571] ; [10.71428571  4.28571429],0
a1,1,0.591055,0.2887,[ 1 36] ; [ 3 58],[ 1.51020408 35.48979592] ; [ 2.48979592 58.51020408],0
p12,1,0.597843,0.278261,[ 2 34] ; [ 2 58],[ 1.5 34.5] ; [ 2.5 57.5],0
s5,1,0.621726,0.24345,[ 6 29] ; [13 48],[ 6.92708333 28.07291667] ; [12.07291667 48.92708333],0
n2,1,0.630297,0.231658,[12  1] ; [13  2],[11.60714286  1.39285714] ; [13.39285714  1.60714286],0
v2,1,0.643609,0.214053,[19 15] ; [29 28],[17.93406593 16.06593407] ; [30.06593407 26.93406593],0
p9,1,0.649183,0.206932,[27 10] ; [47 14],[27.93877551  9.06122449] ; [46.06122449 14.93877551],0
s3,1,0.710315,0.137963,[18 19] ; [31 28],[18.88541667 18.11458333] ; [30.11458333 28.88541667],0
d2,1,0.714145,0.134172,[12 25] ; [22 39],[12.83673469 24.16326531] ; [21.16326531 39.83673469],0
n4,1,0.747937,0.103273,[20 17] ; [35 26],[20.76530612 16.23469388] ; [34.23469388 26.76530612],0
a8,1,0.751181,0.100541,[ 3 31] ; [ 6 49],[ 3.43820225 30.56179775] ; [ 5.56179775 49.43820225],0
d5,1,0.788488,0.071971,[27 10] ; [46 15],[27.56122449  9.43877551] ; [45.43877551 15.56122449],0
a3,1,0.839555,0.040991,[25 12] ; [40 21],[24.54081633 12.45918367] ; [40.45918367 20.54081633],0
b5,1,0.839555,0.040991,[25 12] ; [40 21],[24.54081633 12.45918367] ; [40.45918367 20.54081633],0
s4,1,0.864902,0.028947,[ 5 32] ; [ 9 52],[ 5.28571429 31.71428571] ; [ 8.71428571 52.28571429],0
r3,1,0.915348,0.011299,[35  2] ; [58  3],[35.1122449  1.8877551] ; [57.8877551  3.1122449],0
