Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5.8e-05,16.156643,[ 7 29] ; [37 23],[16.5 19.5] ; [27.5 32.5],1
p4,1,0.000148,14.398467,[10 27] ; [40 20],[19.07216495 17.92783505] ; [30.92783505 29.07216495],1
p6,1,0.00836,6.954756,[ 4 33] ; [20 37],[ 9.44680851 27.55319149] ; [14.55319149 42.44680851],0
b1,1,0.018681,5.5311,[14 23] ; [38 23],[19.63265306 17.36734694] ; [32.36734694 28.63265306],0
p2,1,0.029059,4.764086,[26 11] ; [52  7],[30.0625  6.9375] ; [47.9375 11.0625],0
r2,1,0.043623,4.071091,[35  2] ; [47 12],[31.60416667  5.39583333] ; [50.39583333  8.60416667],0
n5,1,0.053329,3.733576,[12 25] ; [32 29],[16.6122449 20.3877551] ; [27.3877551 33.6122449],0
d3,1,0.056197,3.646223,[17 20] ; [40 21],[21.52040816 15.47959184] ; [35.47959184 25.52040816],0
b3,1,0.065585,3.390209,[ 9 11] ; [ 8 29],[ 5.96491228 14.03508772] ; [11.03508772 25.96491228],0
b2,1,0.065585,3.390209,[ 9 11] ; [ 8 29],[ 5.96491228 14.03508772] ; [11.03508772 25.96491228],0
p10,1,0.072158,3.233245,[22 15] ; [46 14],[25.93814433 11.06185567] ; [42.06185567 17.93814433],0
p3,1,0.076705,3.133369,[10 27] ; [27 33],[14.11340206 22.88659794] ; [22.88659794 37.11340206],0
s8,1,0.08797,2.911134,[10 27] ; [27 34],[13.96938776 23.03061224] ; [23.03061224 37.96938776],0
r4,1,0.094387,2.797916,[33  4] ; [46 15],[29.82653061  7.17346939] ; [49.17346939 11.82653061],0
a2,1,0.107695,2.587725,[ 2 35] ; [10 51],[ 4.53061224 32.46938776] ; [ 7.46938776 53.53061224],0
n1,1,0.115582,2.47619,[8 4] ; [5 9],[6. 6.] ; [7. 7.],0
s7,1,0.150109,2.071141,[ 9 25] ; [24 34],[12.19565217 21.80434783] ; [20.80434783 37.19565217],0
u3,1,0.19757,1.660248,[10  2] ; [13  8],[8.36363636 3.63636364] ; [14.63636364  6.36363636],0
s6,1,0.208136,1.584346,[17 20] ; [36 25],[20.01020408 16.98979592] ; [32.98979592 28.01020408],0
v1,1,0.211887,1.558485,[20 16] ; [25 34],[17.05263158 18.94736842] ; [27.94736842 31.05263158],0
a6,1,0.225723,1.467612,[21 16] ; [42 19],[23.78571429 13.21428571] ; [39.21428571 21.78571429],0
p1,1,0.254797,1.296811,[ 4 32] ; [ 3 58],[ 2.59793814 33.40206186] ; [ 4.40206186 56.59793814],0
u2,1,0.356957,0.848571,[8 4] ; [17  4],[9.09090909 2.90909091] ; [15.90909091  5.09090909],0
d4,1,0.391299,0.734901,[29  8] ; [43 18],[27.18367347  9.81632653] ; [44.81632653 16.18367347],0
a4,1,0.393976,0.726635,[14 23] ; [18 43],[12.08163265 24.91836735] ; [19.91836735 41.08163265],0
p5,1,0.416027,0.661512,[ 1 35] ; [ 4 57],[ 1.8556701 34.1443299] ; [ 3.1443299 57.8556701],0
b4,1,0.434222,0.611505,[23 14] ; [33 28],[21.14285714 15.85714286] ; [34.85714286 26.14285714],0
