Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,179.157196,[  5 118] ; [388 167],[71.29646018 51.70353982] ; [321.70353982 233.29646018],1
p6,1,0.018838,5.516505,[32 90] ; [205 342],[43.21973094 78.78026906] ; [193.78026906 353.21973094],0
r3,1,0.01891,5.509845,[112  10] ; [534  19],[116.75851852   5.24148148] ; [529.24148148  23.75851852],0
p2,1,0.021195,5.310692,[97 26] ; [480  72],[105.14222222  17.85777778] ; [471.85777778  80.14222222],0
b2,1,0.02203,5.243414,[17 52] ; [128 198],[25.32911392 43.67088608] ; [119.67088608 206.32911392],0
b3,1,0.02203,5.243414,[17 52] ; [128 198],[25.32911392 43.67088608] ; [119.67088608 206.32911392],0
u2,1,0.034923,4.448953,[26 33] ; [81 53],[32.70984456 26.29015544] ; [74.29015544 59.70984456],0
b4,1,0.03637,4.379662,[60 63] ; [328 227],[70.38938053 52.61061947] ; [317.61061947 237.38938053],0
s3,1,0.057146,3.618339,[58 62] ; [317 231],[67.36526946 52.63473054] ; [307.63473054 240.36526946],0
a6,1,0.062232,3.476879,[76 47] ; [390 164],[84.66469719 38.33530281] ; [381.33530281 172.66469719],0
u3,1,0.072669,3.221673,[27 32] ; [80 54],[32.70984456 26.29015544] ; [74.29015544 59.70984456],0
s7,1,0.087617,2.917626,[47 69] ; [264 272],[55.33128834 60.66871166] ; [255.66871166 280.33128834],0
p1,1,0.089095,2.890652,[ 12 111] ; [ 31 521],[  7.83555556 115.16444444] ; [ 35.16444444 516.83555556],0
s6,1,0.108734,2.57252,[73 47] ; [375 173],[80.47904192 39.52095808] ; [367.52095808 180.47904192],0
s8,1,0.119204,2.427743,[47 76] ; [254 299],[54.76775148 68.23224852] ; [246.23224852 306.76775148],0
p7,1,0.143894,2.135818,[70 52] ; [348 192],[77.03323263 44.96676737] ; [340.96676737 199.03323263],0
n4,1,0.147443,2.098509,[86 36] ; [425 129],[92.22189349 29.77810651] ; [418.77810651 135.22189349],0
v3,1,0.157715,1.995998,[38 83] ; [204 329],[44.77370031 76.22629969] ; [197.22629969 335.77370031],0
p10,1,0.174234,1.846133,[105  17] ; [499  54],[109.16740741  12.83259259] ; [494.83259259  58.16740741],0
b1,1,0.182399,1.777969,[49 74] ; [186 369],[42.63274336 80.36725664] ; [192.36725664 362.63274336],0
p11,1,0.187734,1.735309,[95 28] ; [457  98],[100.14159292  22.85840708] ; [451.85840708 103.14159292],0
n2,1,0.195935,1.672417,[27  5] ; [88 32],[24.21052632  7.78947368] ; [90.78947368 29.21052632],0
n6,1,0.208221,1.583749,[99 24] ; [467  82],[103.59821429  19.40178571] ; [462.40178571  86.59821429],0
v1,1,0.236742,1.399889,[58 61] ; [296 245],[63.82727273 55.17272727] ; [290.17272727 250.82727273],0
p12,1,0.273423,1.199493,[  5 118] ; [ 37 515],[  7.65333333 115.34666667] ; [ 34.34666667 517.65333333],0
a8,1,0.316278,1.004277,[ 13 101] ; [ 76 429],[16.39095315 97.60904685] ; [ 72.60904685 432.39095315],0
u4,1,0.323558,0.974509,[  1 122] ; [ 12 543],[  2.35840708 120.64159292] ; [ 10.64159292 544.35840708],0
p3,1,0.331625,0.942543,[54 69] ; [270 284],[58.86558346 64.13441654] ; [265.13441654 288.86558346],0
a1,1,0.372951,0.79381,[  3 120] ; [ 23 532],[  4.71681416 118.28318584] ; [ 21.28318584 533.71681416],0
n5,1,0.436174,0.606326,[95 27] ; [409 140],[91.63636364 30.36363636] ; [412.36363636 136.63636364],0
n3,1,0.446458,0.579629,[26  6] ; [89 30],[24.37086093  7.62913907] ; [90.62913907 28.37086093],0
p8,1,0.590232,0.289981,[59 62] ; [281 265],[61.67916042 59.32083958] ; [278.32083958 267.67916042],0
b5,1,0.733851,0.115605,[76 47] ; [352 203],[77.6460177 45.3539823] ; [350.3539823 204.6460177],0
n1,1,0.786156,0.073607,[11 21] ; [44 75],[11.65562914 20.34437086] ; [43.34437086 75.65562914],0
s4,1,0.818386,0.052726,[23 99] ; [ 99 452],[22.11589896 99.88410104] ; [ 99.88410104 451.11589896],0
s1,1,0.933939,0.006871,[  3 117] ; [ 13 535],[  2.8742515 117.1257485] ; [ 13.1257485 534.8742515],0
