Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000518,12.049968,[28 20] ; [ 9 32],[19.95505618 28.04494382] ; [17.04494382 23.95505618],1
v4,1,0.001647,9.906435,[34 13] ; [16 25],[26.70454545 20.29545455] ; [23.29545455 17.70454545],0
p2,1,0.001932,9.612911,[29 18] ; [11 28],[21.86046512 25.13953488] ; [18.13953488 20.86046512],0
p4,1,0.002021,9.53074,[20 27] ; [ 5 35],[13.50574713 33.49425287] ; [11.49425287 28.50574713],0
p8,1,0.005476,7.71502,[19 29] ; [ 5 34],[13.24137931 34.75862069] ; [10.75862069 28.24137931],0
r3,1,0.005868,7.590278,[27 19] ; [12 29],[20.62068966 25.37931034] ; [18.37931034 22.62068966],0
a1,1,0.00656,7.389595,[ 1 47] ; [ 8 33],[ 4.85393258 43.14606742] ; [ 4.14606742 36.85393258],0
s7,1,0.009047,6.813595,[14 30] ; [ 3 34],[ 9.2345679 34.7654321] ; [ 7.7654321 29.2345679],0
s8,1,0.026481,4.924345,[ 8 40] ; [ 1 40],[ 4.85393258 43.14606742] ; [ 4.14606742 36.85393258],0
p3,1,0.030353,4.689195,[14 34] ; [ 4 35],[ 9.93103448 38.06896552] ; [ 8.06896552 30.93103448],0
p10,1,0.036077,4.393459,[27 19] ; [14 25],[22.18823529 23.81176471] ; [18.81176471 20.18823529],0
b4,1,0.087903,2.912361,[32 16] ; [20 21],[28.04494382 19.95505618] ; [23.95505618 17.04494382],0
b1,1,0.089138,2.889879,[23 25] ; [27 14],[26.96629213 21.03370787] ; [23.03370787 17.96629213],0
d1,1,0.108897,2.57015,[22 26] ; [12 29],[18.33707865 29.66292135] ; [15.66292135 25.33707865],0
p9,1,0.12869,2.308235,[26 18] ; [17 23],[22.52380952 21.47619048] ; [20.47619048 19.52380952],0
s1,1,0.160785,1.966832,[ 2 46] ; [ 5 36],[ 3.7752809 44.2247191] ; [ 3.2247191 37.7752809],0
d4,1,0.165605,1.922285,[32 15] ; [22 19],[28.84090909 18.15909091] ; [25.15909091 15.84090909],0
b3,1,0.169464,1.887681,[ 9 20] ; [11 11],[11.37254902 17.62745098] ; [ 8.62745098 13.37254902],0
b2,1,0.169464,1.887681,[ 9 20] ; [11 11],[11.37254902 17.62745098] ; [ 8.62745098 13.37254902],0
s3,1,0.170298,1.880321,[ 9 37] ; [13 27],[11.76744186 34.23255814] ; [10.23255814 29.76744186],0
s5,1,0.199153,1.648573,[ 6 41] ; [ 2 39],[ 4.27272727 42.72727273] ; [ 3.72727273 37.27272727],0
v2,1,0.209132,1.577428,[15 32] ; [ 8 32],[12.42528736 34.57471264] ; [10.57471264 29.42528736],0
n2,1,0.239143,1.385638,[15  8] ; [10 11],[13.06818182  9.93181818] ; [11.93181818  9.06818182],0
d3,1,0.23985,1.381476,[24 24] ; [15 25],[21.27272727 26.72727273] ; [17.72727273 22.27272727],0
d5,1,0.283538,1.150051,[30 18] ; [21 20],[27.50561798 20.49438202] ; [23.49438202 17.50561798],0
a4,1,0.352963,0.862777,[15 32] ; [17 24],[17.09090909 29.90909091] ; [14.90909091 26.09090909],0
p7,1,0.375879,0.784137,[11 35] ; [13 27],[12.8372093 33.1627907] ; [11.1627907 28.8372093],0
n5,1,0.413987,0.667323,[31 17] ; [23 18],[29.12359551 18.87640449] ; [24.87640449 16.12359551],0
v1,1,0.454469,0.559482,[10 35] ; [12 29],[11.51162791 33.48837209] ; [10.48837209 30.51162791],0
u2,1,0.481365,0.49577,[ 7 16] ; [ 7 10],[ 8.05 14.95] ; [ 5.95 11.05],0
