Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,42.675416,[82 13] ; [17 34],[64.41780822 30.58219178] ; [34.58219178 16.41780822],1
a4,1,0.0,34.837585,[59 36] ; [ 6 46],[42.00680272 52.99319728] ; [22.99319728 29.00680272],1
d2,1,1.3e-05,18.978018,[60 34] ; [14 39],[47.31972789 46.68027211] ; [26.68027211 26.31972789],1
a6,1,2.3e-05,17.925673,[68 27] ; [19 34],[55.84459459 39.15540541] ; [31.15540541 21.84459459],1
d5,1,3.8e-05,16.986061,[80 15] ; [28 25],[69.32432432 25.67567568] ; [38.67567568 14.32432432],1
a7,1,4.8e-05,16.519118,[75 21] ; [24 29],[63.7852349 32.2147651] ; [35.2147651 17.7852349],1
d1,1,0.000115,14.871417,[57 39] ; [14 39],[45.74496644 50.25503356] ; [25.25503356 27.74496644],1
d3,1,0.000216,13.689187,[68 27] ; [21 31],[57.5170068 37.4829932] ; [31.4829932 20.5170068],1
u1,1,0.001082,10.680909,[24 72] ; [ 2 51],[16.75167785 79.24832215] ; [ 9.24832215 43.75167785],0
d4,1,0.003141,8.723677,[75 20] ; [29 23],[67.21088435 27.78911565] ; [36.78911565 15.21088435],0
p9,1,0.004416,8.104503,[67 25] ; [25 26],[59.18881119 32.81118881] ; [32.81118881 18.18881119],0
r1,1,0.009125,6.798234,[74 20] ; [31 22],[67.14285714 26.85714286] ; [37.85714286 15.14285714],0
s8,1,0.012642,6.218525,[43 52] ; [13 40],[35.94594595 59.05405405] ; [20.05405405 32.94594595],0
r4,1,0.01706,5.690146,[77 19] ; [33 20],[70.87248322 25.12751678] ; [39.12751678 13.87248322],0
r2,1,0.018478,5.55028,[89  5] ; [43  9],[84.98630137  9.01369863] ; [47.01369863  4.98630137],0
n1,1,0.020684,5.353203,[24 13] ; [ 7 14],[19.77586207 17.22413793] ; [11.22413793  9.77586207],0
