Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,34.663306,[15 46] ; [59 20],[32.24285714 28.75714286] ; [41.75714286 37.24285714],1
p3,1,0.0,26.535068,[16 45] ; [56 24],[31.14893617 29.85106383] ; [40.85106383 39.14893617],1
p7,1,1e-06,23.496503,[24 36] ; [64 16],[37.71428571 22.28571429] ; [50.28571429 29.71428571],1
p10,1,0.000143,14.460219,[38 24] ; [70  9],[47.4893617 14.5106383] ; [60.5106383 18.4893617],1
p11,1,0.000155,14.314364,[42 20] ; [74  6],[50.64788732 11.35211268] ; [65.35211268 14.64788732],1
p6,1,0.000357,12.745037,[ 9 50] ; [35 45],[18.67625899 40.32374101] ; [25.32374101 54.67625899],1
p9,1,0.000435,12.375533,[40 21] ; [71  8],[48.36428571 12.63571429] ; [62.63571429 16.36428571],1
n6,1,0.00575,7.62701,[40 20] ; [69 11],[46.71428571 13.28571429] ; [62.28571429 17.71428571],0
p2,1,0.011653,6.362976,[47 15] ; [73  7],[52.3943662  9.6056338] ; [67.6056338 12.3943662],0
s8,1,0.017665,5.629094,[10 52] ; [27 53],[16.15492958 45.84507042] ; [20.84507042 59.15492958],0
v4,1,0.018617,5.537109,[51  9] ; [77  3],[54.85714286  5.14285714] ; [73.14285714  6.85714286],0
n4,1,0.021576,5.279693,[41 20] ; [67 13],[46.72340426 14.27659574] ; [61.27659574 18.72340426],0
p5,1,0.027624,4.85139,[ 2 60] ; [11 67],[ 5.75714286 56.24285714] ; [ 7.24285714 70.75714286],0
n5,1,0.034428,4.473324,[40 21] ; [65 15],[45.42553191 15.57446809] ; [59.57446809 20.42553191],0
n2,1,0.035366,4.427401,[7 6] ; [11  1],[9.36 3.64] ; [8.64 3.36],0
a3,1,0.050818,3.814247,[50 12] ; [52 27],[44.85106383 17.14893617] ; [57.14893617 21.85106383],0
a7,1,0.068559,3.317195,[37 24] ; [60 20],[41.96453901 19.03546099] ; [55.03546099 24.96453901],0
r4,1,0.069123,3.30373,[48 14] ; [71  9],[51.95774648 10.04225352] ; [67.04225352 12.95774648],0
v3,1,0.075988,3.148694,[22 37] ; [40 36],[27.0962963 31.9037037] ; [34.9037037 41.0962963],0
d5,1,0.095845,2.773355,[42 20] ; [64 16],[46.28169014 15.71830986] ; [59.71830986 20.28169014],0
d1,1,0.116663,2.461559,[29 33] ; [48 32],[33.61971831 28.38028169] ; [43.38028169 36.61971831],0
b3,1,0.141801,2.158302,[20 14] ; [24 32],[16.62222222 17.37777778] ; [27.37777778 28.62222222],0
b2,1,0.141801,2.158302,[20 14] ; [24 32],[16.62222222 17.37777778] ; [27.37777778 28.62222222],0
a5,1,0.192681,1.696995,[42 20] ; [62 18],[45.4084507 16.5915493] ; [58.5915493 21.4084507],0
r3,1,0.257224,1.283637,[53  7] ; [75  5],[54.85714286  5.14285714] ; [73.14285714  6.85714286],0
n1,1,0.3268,0.961538,[4 9] ; [6 6],[5.2 7.8] ; [4.8 7.2],0
s7,1,0.333071,0.93692,[12 46] ; [21 54],[14.39097744 43.60902256] ; [18.60902256 56.39097744],0
u2,1,0.369074,0.806779,[7 5] ; [12 16],[5.7 6.3] ; [13.3 14.7],0
s3,1,0.388635,0.743207,[15 47] ; [24 54],[17.27142857 44.72857143] ; [21.72857143 56.27142857],0
r1,1,0.414728,0.665205,[47 13] ; [67 13],[48.85714286 11.14285714] ; [65.14285714 14.85714286],0
d2,1,0.418869,0.653486,[26 36] ; [39 41],[28.38028169 33.61971831] ; [36.61971831 43.38028169],0
a2,1,0.440547,0.594857,[10 52] ; [17 63],[11.78873239 50.21126761] ; [15.21126761 64.78873239],0
s1,1,0.457509,0.551982,[ 4 57] ; [ 3 76],[ 3.05 57.95] ; [ 3.95 75.05],0
a1,1,0.460787,0.543982,[ 4 58] ; [ 3 77],[ 3.05633803 58.94366197] ; [ 3.94366197 76.05633803],0
n3,1,0.472607,0.515873,[10  4] ; [10  2],[10.76923077  3.23076923] ; [9.23076923 2.76923077],0
s5,1,0.5099,0.434272,[ 9 52] ; [15 64],[10.45714286 50.54285714] ; [13.54285714 65.45714286],0
v2,1,0.593302,0.285218,[37 22] ; [53 26],[38.47826087 20.52173913] ; [51.52173913 27.47826087],0
s4,1,0.643606,0.214057,[ 6 56] ; [ 6 74],[ 5.23943662 56.76056338] ; [ 6.76056338 73.23943662],0
b1,1,0.648584,0.20769,[24 38] ; [34 46],[25.32394366 36.67605634] ; [32.67605634 47.32394366],0
b5,1,0.670436,0.181093,[35 27] ; [48 32],[36.23943662 25.76056338] ; [46.76056338 33.23943662],0
p1,1,0.691625,0.157332,[ 5 57] ; [ 8 72],[ 5.67605634 56.32394366] ; [ 7.32394366 72.67605634],0
u1,1,0.721661,0.126906,[ 8 54] ; [12 68],[ 8.73239437 53.26760563] ; [11.26760563 68.73239437],0
d4,1,0.737574,0.112271,[48 14] ; [60 20],[47.15492958 14.84507042] ; [60.84507042 19.15492958],0
a8,1,0.752027,0.099835,[ 7 51] ; [ 7 61],[ 6.44444444 51.55555556] ; [ 7.55555556 60.44444444],0
s2,1,0.765278,0.089136,[13 49] ; [18 60],[13.72857143 48.27142857] ; [17.27142857 60.72857143],0
d3,1,0.768469,0.086659,[41 21] ; [51 29],[40.16901408 21.83098592] ; [51.83098592 28.16901408],0
r2,1,0.889317,0.019368,[56  5] ; [72  7],[55.77142857  5.22857143] ; [72.22857143  6.77142857],0
a4,1,0.897239,0.01668,[28 34] ; [37 43],[28.38028169 33.61971831] ; [36.61971831 43.38028169],0
b4,1,0.916415,0.011015,[32 30] ; [42 38],[32.30985915 29.69014085] ; [41.69014085 38.30985915],0
u3,1,0.944356,0.004872,[7 5] ; [16 12],[6.9 5.1] ; [16.1 11.9],0
a6,1,0.975625,0.000934,[42 20] ; [54 26],[41.91549296 20.08450704] ; [54.08450704 25.91549296],0
