Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.8e-05,18.360519,[38 46] ; [ 7 53],[26.25 57.75] ; [18.75 41.25],1
p8,1,5.4e-05,16.316952,[49 34] ; [15 45],[37.14685315 45.85314685] ; [26.85314685 33.14685315],1
p3,1,0.000368,12.688112,[49 35] ; [17 43],[38.5 45.5] ; [27.5 32.5],1
p2,1,0.004296,8.154293,[72 12] ; [40 21],[64.88275862 19.11724138] ; [47.11724138 13.88275862],0
p4,1,0.007245,7.211272,[52 32] ; [24 37],[44.02758621 39.97241379] ; [31.97241379 29.02758621],0
s7,1,0.021911,5.252838,[39 39] ; [18 41],[32.45255474 45.54744526] ; [24.54744526 34.45255474],0
s8,1,0.034309,4.479225,[36 47] ; [16 45],[29.97222222 53.02777778] ; [22.02777778 38.97222222],0
a4,1,0.039485,4.239875,[23 60] ; [ 8 52],[17.99300699 65.00699301] ; [13.00699301 46.99300699],0
s5,1,0.066384,3.370249,[25 57] ; [10 49],[20.35460993 61.64539007] ; [14.64539007 44.35460993],0
p1,1,0.068377,3.321561,[14 70] ; [ 4 57],[10.42758621 73.57241379] ; [ 7.57241379 53.42758621],0
u2,1,0.101809,2.676981,[20 24] ; [ 8 22],[16.64864865 27.35135135] ; [11.35135135 18.64864865],0
s1,1,0.112962,2.51229,[ 2 79] ; [ 5 55],[ 4.0212766 76.9787234] ; [ 2.9787234 57.0212766],0
r2,1,0.137362,2.20726,[78  6] ; [52  9],[75.31034483  8.68965517] ; [54.68965517  6.31034483],0
s3,1,0.137564,2.204995,[47 36] ; [25 32],[42.68571429 40.31428571] ; [29.31428571 27.68571429],0
d3,1,0.159474,1.979203,[28 55] ; [14 47],[24.20833333 58.79166667] ; [17.79166667 43.20833333],0
b4,1,0.174899,1.840441,[40 44] ; [36 25],[44.02758621 39.97241379] ; [31.97241379 29.02758621],0
a7,1,0.183799,1.766633,[54 29] ; [33 28],[50.14583333 32.85416667] ; [36.85416667 24.14583333],0
b1,1,0.195854,1.67302,[35 49] ; [19 42],[31.28275862 52.71724138] ; [22.71724138 38.28275862],0
r4,1,0.198074,1.656522,[74 10] ; [49 12],[71.25517241 12.74482759] ; [51.74482759  9.25517241],0
r3,1,0.209482,1.575,[77  7] ; [51  9],[74.66666667  9.33333333] ; [53.33333333  6.66666667],0
v2,1,0.231599,1.431012,[38 44] ; [21 37],[34.55714286 47.44285714] ; [24.44285714 33.55714286],0
p5,1,0.260532,1.265929,[12 72] ; [ 5 56],[ 9.84827586 74.15172414] ; [ 7.15172414 53.84827586],0
s4,1,0.260725,1.264904,[20 63] ; [10 51],[17.29166667 65.70833333] ; [12.70833333 48.29166667],0
a2,1,0.301111,1.069265,[ 8 76] ; [ 3 58],[ 6.37241379 77.62758621] ; [ 4.62758621 56.37241379],0
v3,1,0.34786,0.881248,[29 55] ; [16 43],[26.43356643 57.56643357] ; [18.56643357 40.43356643],0
b5,1,0.364346,0.822857,[46 38] ; [38 23],[48.66206897 35.33793103] ; [35.33793103 25.66206897],0
v4,1,0.383244,0.760269,[79  5] ; [55  6],[77.62758621  6.37241379] ; [56.37241379  4.62758621],0
s2,1,0.387693,0.746166,[35 49] ; [20 38],[32.53521127 51.46478873] ; [22.46478873 35.53521127],0
d5,1,0.390333,0.737904,[40 43] ; [25 36],[37.46527778 45.53472222] ; [27.53472222 33.46527778],0
n5,1,0.402254,0.701578,[64 20] ; [50 11],[66.04137931 17.95862069] ; [47.95862069 13.04137931],0
u3,1,0.451891,0.565905,[20 24] ; [11 19],[18.43243243 25.56756757] ; [12.56756757 17.43243243],0
d1,1,0.45839,0.549823,[ 5 79] ; [ 2 59],[ 4.05517241 79.94482759] ; [ 2.94482759 58.05517241],0
p10,1,0.48484,0.487958,[63 19] ; [43 17],[61.21126761 20.78873239] ; [44.78873239 15.21126761],0
n4,1,0.495507,0.464547,[64 19] ; [44 17],[62.25 20.75] ; [45.75 15.25],0
b3,1,0.556028,0.346629,[15 41] ; [ 7 26],[13.84269663 42.15730337] ; [ 8.15730337 24.84269663],0
b2,1,0.556028,0.346629,[15 41] ; [ 7 26],[13.84269663 42.15730337] ; [ 8.15730337 24.84269663],0
n3,1,0.56635,0.328827,[17  3] ; [14  4],[16.31578947  3.68421053] ; [14.68421053  3.31578947],0
n1,1,0.604667,0.268013,[ 9 11] ; [ 7 12],[ 8.20512821 11.79487179] ; [ 7.79487179 11.20512821],0
a3,1,0.631962,0.229409,[40 44] ; [31 29],[41.41666667 42.58333333] ; [29.58333333 30.41666667],0
p9,1,0.644393,0.213043,[66 17] ; [45 14],[64.88028169 18.11971831] ; [46.11971831 12.88028169],0
p12,1,0.690097,0.158981,[ 7 77] ; [ 4 57],[ 6.37241379 77.62758621] ; [ 4.62758621 56.37241379],0
a5,1,0.743258,0.107284,[45 39] ; [31 30],[44.02758621 39.97241379] ; [31.97241379 29.02758621],0
a6,1,0.754222,0.098017,[46 38] ; [35 26],[46.92413793 37.07586207] ; [34.07586207 26.92413793],0
s6,1,0.766337,0.08831,[46 34] ; [36 24],[46.85714286 33.14285714] ; [35.14285714 24.85714286],0
v1,1,0.78332,0.075623,[35 47] ; [27 33],[35.8028169 46.1971831] ; [26.1971831 33.8028169],0
r1,1,0.85104,0.035265,[55 27] ; [40 21],[54.47552448 27.52447552] ; [40.52447552 20.47552448],0
d2,1,0.904099,0.014517,[20 64] ; [14 47],[19.69655172 64.30344828] ; [14.30344828 46.69655172],0
n2,1,0.935146,0.006621,[16  4] ; [15  4],[15.8974359  4.1025641] ; [15.1025641  3.8974359],0
a8,1,0.989924,0.000159,[ 9 71] ; [ 6 47],[ 9.02255639 70.97744361] ; [ 5.97744361 47.02255639],0
p11,1,0.99579,2.8e-05,[62 22] ; [45 16],[61.9862069 22.0137931] ; [45.0137931 15.9862069],0
