Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.7e-05,18.495688,[11 62] ; [26 25],[21.78225806 51.21774194] ; [15.21774194 35.78225806],1
d4,1,0.00198,9.568004,[51 22] ; [49  4],[57.93650794 15.06349206] ; [42.06349206 10.93650794],0
v1,1,0.006723,7.345472,[27 46] ; [32 20],[34.456 38.544] ; [24.544 27.456],0
d1,1,0.009427,6.740159,[34 39] ; [37 16],[41.13492063 31.86507937] ; [29.86507937 23.13492063],0
a8,1,0.022679,5.192891,[ 1 69] ; [ 5 40],[ 3.65217391 66.34782609] ; [ 2.34782609 42.65217391],0
u1,1,0.024191,5.080861,[ 9 64] ; [15 38],[13.9047619 59.0952381] ; [10.0952381 42.9047619],0
r1,1,0.03113,4.645773,[48 25] ; [44  9],[53.3015873 19.6984127] ; [38.6984127 14.3015873],0
d5,1,0.0374,4.332089,[53 19] ; [47  6],[57.6 14.4] ; [42.4 10.6],0
a4,1,0.060201,3.531846,[25 48] ; [27 26],[30.12698413 42.87301587] ; [21.87301587 31.12698413],0
d2,1,0.068532,3.317839,[28 45] ; [29 24],[33.02380952 39.97619048] ; [23.97619048 29.02380952],0
a3,1,0.074021,3.191522,[44 29] ; [40 13],[48.66666667 24.33333333] ; [35.33333333 17.66666667],0
r4,1,0.096047,2.769985,[60 13] ; [49  4],[63.15079365  9.84920635] ; [45.84920635  7.15079365],0
p9,1,0.10031,2.700603,[58 15] ; [47  5],[61.32 11.68] ; [43.68  8.32],0
a7,1,0.105675,2.617731,[46 26] ; [41 12],[50.112 21.888] ; [36.888 16.112],0
a2,1,0.109126,2.566837,[12 61] ; [15 38],[15.64285714 57.35714286] ; [11.35714286 41.64285714],0
s6,1,0.126954,2.329367,[55 16] ; [45  6],[58.19672131 12.80327869] ; [41.80327869  9.19672131],0
r3,1,0.142625,2.149408,[64  8] ; [50  2],[66.19354839  5.80645161] ; [47.80645161  4.19354839],0
s2,1,0.177533,1.818156,[48 25] ; [40 12],[51.392 21.608] ; [36.608 15.392],0
p10,1,0.184185,1.763532,[58 15] ; [46  6],[60.736 12.264] ; [43.264  8.736],0
d3,1,0.187622,1.73619,[51 21] ; [43 10],[54.144 17.856] ; [39.856 13.144],0
p7,1,0.188362,1.730381,[48 23] ; [40 11],[51.21311475 19.78688525] ; [36.78688525 14.21311475],0
b4,1,0.204339,1.611087,[40 33] ; [35 18],[43.45238095 29.54761905] ; [31.54761905 21.45238095],0
s5,1,0.217472,1.520976,[31 37] ; [28 21],[34.29059829 33.70940171] ; [24.70940171 24.29059829],0
u2,1,0.22654,1.462455,[17 12] ; [5 8],[15.19047619 13.80952381] ; [6.80952381 6.19047619],0
n6,1,0.229119,1.446325,[57 16] ; [45  7],[59.568 13.432] ; [42.432  9.568],0
a1,1,0.382289,0.763328,[ 1 72] ; [ 2 51],[ 1.73809524 71.26190476] ; [ 1.26190476 51.73809524],0
a5,1,0.386979,0.748414,[47 26] ; [38 15],[49.24603175 23.75396825] ; [35.75396825 17.24603175],0
n4,1,0.386979,0.748414,[47 26] ; [38 15],[49.24603175 23.75396825] ; [35.75396825 17.24603175],0
p1,1,0.420601,0.648636,[ 7 66] ; [ 3 50],[ 5.79365079 67.20634921] ; [ 4.20634921 48.79365079],0
b5,1,0.467829,0.527098,[46 27] ; [30 23],[44.03174603 28.96825397] ; [31.96825397 21.03174603],0
s3,1,0.476856,0.506045,[52 21] ; [40 12],[53.728 19.272] ; [38.272 13.728],0
b3,1,0.478635,0.501972,[ 8 35] ; [ 6 17],[ 9.12121212 33.87878788] ; [ 4.87878788 18.12121212],0
b2,1,0.478635,0.501972,[ 8 35] ; [ 6 17],[ 9.12121212 33.87878788] ; [ 4.87878788 18.12121212],0
n3,1,0.48432,0.489121,[16  6] ; [6 1],[16.68965517  5.31034483] ; [5.31034483 1.68965517],0
s1,1,0.493586,0.4687,[ 3 70] ; [ 1 51],[ 2.336 70.664] ; [ 1.664 50.336],0
p4,1,0.523454,0.407082,[47 26] ; [37 16],[48.66666667 24.33333333] ; [35.33333333 17.66666667],0
p5,1,0.558214,0.342806,[ 6 67] ; [ 6 47],[ 6.95238095 66.04761905] ; [ 5.04761905 47.95238095],0
u3,1,0.615735,0.251908,[18 11] ; [7 6],[17.26190476 11.73809524] ; [7.73809524 5.26190476],0
s8,1,0.628144,0.234586,[34 39] ; [27 26],[35.34126984 37.65873016] ; [25.65873016 27.34126984],0
n5,1,0.663108,0.189771,[54 19] ; [41 12],[55.03968254 17.96031746] ; [39.96031746 13.03968254],0
p6,1,0.67532,0.175442,[33 40] ; [25 26],[34.14516129 38.85483871] ; [23.85483871 27.14516129],0
p12,1,0.686562,0.162833,[ 3 70] ; [ 3 50],[ 3.47619048 69.52380952] ; [ 2.52380952 50.47619048],0
p3,1,0.723384,0.125273,[39 34] ; [30 23],[39.97619048 33.02380952] ; [29.02380952 23.97619048],0
a6,1,0.728302,0.120676,[49 24] ; [34 19],[48.08730159 24.91269841] ; [34.91269841 18.08730159],0
s7,1,0.741668,0.108666,[45 27] ; [34 18],[45.87096774 26.12903226] ; [33.12903226 18.87096774],0
n2,1,0.812126,0.056494,[18  4] ; [6 1],[18.20689655  3.79310345] ; [5.79310345 1.20689655],0
b1,1,0.847523,0.036971,[26 47] ; [18 35],[25.49206349 47.50793651] ; [18.50793651 34.49206349],0
p11,1,0.848649,0.036421,[54 19] ; [40 13],[54.46031746 18.53968254] ; [39.53968254 13.46031746],0
r2,1,0.872793,0.025636,[66  6] ; [49  4],[66.24  5.76] ; [48.76  4.24],0
v4,1,0.911749,0.012284,[69  3] ; [51  2],[69.12  2.88] ; [50.88  2.12],0
p8,1,0.916093,0.0111,[44 29] ; [30 19],[44.27868852 28.72131148] ; [29.72131148 19.27868852],0
