Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,26.664461,[ 4 42] ; [28 19],[15.82795699 30.17204301] ; [16.17204301 30.82795699],1
a3,1,0.000387,12.593242,[17 28] ; [35 12],[25.43478261 19.56521739] ; [26.56521739 20.43478261],1
p4,1,0.001426,10.17199,[11 35] ; [26 20],[18.5 27.5] ; [18.5 27.5],0
d2,1,0.002183,9.389193,[12 34] ; [27 20],[19.29032258 26.70967742] ; [19.70967742 27.29032258],0
v2,1,0.010741,6.507679,[11 32] ; [23 21],[16.8045977 26.1954023] ; [17.1954023 26.8045977],0
s6,1,0.027859,4.83679,[18 27] ; [29 17],[23.24175824 21.75824176] ; [23.75824176 22.24175824],0
d1,1,0.028398,4.803756,[16 30] ; [27 20],[21.2688172 24.7311828] ; [21.7311828 25.2688172],0
u2,1,0.028587,4.792325,[17 10] ; [3 9],[13.84615385 13.15384615] ; [6.15384615 5.84615385],0
p8,1,0.03417,4.486154,[ 8 37] ; [17 28],[12.5 32.5] ; [12.5 32.5],0
d5,1,0.042992,4.095712,[29 16] ; [39  8],[33.26086957 11.73913043] ; [34.73913043 12.26086957],0
p3,1,0.054506,3.69715,[ 9 37] ; [17 28],[13.14285714 32.85714286] ; [12.85714286 32.14285714],0
s5,1,0.056759,3.629656,[ 7 37] ; [15 30],[10.87640449 33.12359551] ; [11.12359551 33.87640449],0
p7,1,0.066644,3.363792,[14 31] ; [23 23],[18.2967033 26.7032967] ; [18.7032967 27.2967033],0
u3,1,0.07197,3.237498,[19  9] ; [4 7],[16.51282051 11.48717949] ; [6.48717949 4.51282051],0
u1,1,0.085462,2.957843,[ 2 44] ; [ 7 40],[ 4.4516129 41.5483871] ; [ 4.5483871 42.4516129],0
p2,1,0.094041,2.80381,[29 17] ; [21 25],[25. 21.] ; [25. 21.],0
a6,1,0.120146,2.415418,[22 24] ; [30 17],[25.72043011 20.27956989] ; [26.27956989 20.72043011],0
r3,1,0.149101,2.081427,[34 11] ; [41  6],[36.68478261  8.31521739] ; [38.31521739  8.68478261],0
r4,1,0.16074,1.967253,[28 18] ; [35 12],[31.16129032 14.83870968] ; [31.83870968 15.16129032],0
v1,1,0.197116,1.663618,[13 31] ; [20 27],[15.95604396 28.04395604] ; [17.04395604 29.95604396],0
n6,1,0.210903,1.565217,[20 26] ; [26 20],[23. 23.] ; [23. 23.],0
r2,1,0.228732,1.448728,[37  9] ; [42  5],[39.07526882  6.92473118] ; [39.92473118  7.07526882],0
d3,1,0.265896,1.237798,[24 20] ; [31 16],[26.59340659 17.40659341] ; [28.40659341 18.59340659],0
a1,1,0.317166,1.000599,[ 1 45] ; [ 3 44],[ 1.97849462 44.02150538] ; [ 2.02150538 44.97849462],0
s8,1,0.328236,0.955844,[13 33] ; [ 9 37],[11. 35.] ; [11. 35.],0
b4,1,0.340965,0.906801,[28 18] ; [24 23],[25.72043011 20.27956989] ; [26.27956989 20.72043011],0
n1,1,0.376746,0.781293,[ 4 19] ; [ 6 15],[ 5.22727273 17.77272727] ; [ 4.77272727 16.22727273],0
s4,1,0.389967,0.739046,[11 35] ; [15 32],[12.86021505 33.13978495] ; [13.13978495 33.86021505],0
d4,1,0.390445,0.737554,[33 12] ; [38  9],[34.72826087 10.27173913] ; [36.27173913 10.72826087],0
s1,1,0.421078,0.647304,[ 5 40] ; [ 3 44],[ 3.91304348 41.08695652] ; [ 4.08695652 42.91304348],0
b5,1,0.424849,0.636862,[32 14] ; [29 18],[30.17204301 15.82795699] ; [30.82795699 16.17204301],0
s2,1,0.454614,0.559123,[18 28] ; [22 25],[19.78494624 26.21505376] ; [20.21505376 26.78494624],0
p1,1,0.459292,0.547619,[ 3 43] ; [ 5 41],[ 4. 42.] ; [ 4. 42.],0
b1,1,0.467186,0.528624,[25 21] ; [22 25],[23.24731183 22.75268817] ; [23.75268817 23.24731183],0
r1,1,0.469857,0.522313,[27 19] ; [31 16],[28.68817204 17.31182796] ; [29.31182796 17.68817204],0
n5,1,0.470101,0.521739,[10 36] ; [13 33],[11.5 34.5] ; [11.5 34.5],0
p6,1,0.581352,0.304054,[ 7 38] ; [ 9 36],[ 8. 37.] ; [ 8. 37.],0
v4,1,0.590226,0.289992,[40  5] ; [40  7],[39.13043478  5.86956522] ; [40.86956522  6.13043478],0
a7,1,0.75252,0.099426,[32 13] ; [32 15],[31.30434783 13.69565217] ; [32.69565217 14.30434783],0
v3,1,0.781177,0.077165,[ 9 33] ; [11 35],[ 9.54545455 32.45454545] ; [10.45454545 35.54545455],0
n2,1,0.782912,0.075914,[13 10] ; [11 10],[12.54545455 10.45454545] ; [11.45454545  9.54545455],0
b2,1,0.79473,0.06769,[ 6 16] ; [ 5 16],[ 5.62790698 16.37209302] ; [ 5.37209302 15.62790698],0
b3,1,0.79473,0.06769,[ 6 16] ; [ 5 16],[ 5.62790698 16.37209302] ; [ 5.37209302 15.62790698],0
p10,1,0.853426,0.034132,[20 22] ; [21 25],[19.56818182 22.43181818] ; [21.43181818 24.56818182],0
s3,1,0.92172,0.009657,[22 24] ; [22 25],[21.76344086 24.23655914] ; [22.23655914 24.76344086],0
n3,1,0.943844,0.004962,[14  9] ; [13  8],[14.11363636  8.88636364] ; [12.88636364  8.11363636],0
p9,1,0.975908,0.000912,[22 19] ; [24 21],[21.93023256 19.06976744] ; [24.06976744 20.93023256],0
s7,1,1.0,0.0,[12 30] ; [12 30],[12. 30.] ; [12. 30.],0
