Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.6e-05,17.085956,[150 131] ; [55 13],[165.05730659 115.94269341] ; [39.94269341 28.05730659],1
s3,1,0.000337,12.854216,[135 147] ; [49 19],[148.25142857 133.74857143] ; [35.74857143 32.25142857],1
s2,1,0.000384,12.608909,[112 172] ; [43 25],[125.05681818 158.94318182] ; [29.94318182 38.05681818],1
s5,1,0.001229,10.446299,[ 65 213] ; [27 35],[ 75.22352941 202.77647059] ; [16.77647059 45.22352941],0
n4,1,0.002991,8.812968,[212  74] ; [38 30],[201.97740113  84.02259887] ; [48.02259887 19.97740113],0
s7,1,0.005306,7.772081,[108 166] ; [38 27],[118.00589971 155.99410029] ; [27.99410029 37.00589971],0
p6,1,0.013181,6.144589,[ 70 213] ; [27 41],[ 78.20797721 204.79202279] ; [18.79202279 49.20797721],0
a8,1,0.021944,5.250222,[ 35 230] ; [ 2 62],[ 29.80243161 235.19756839] ; [ 7.19756839 56.80243161],0
n3,1,0.035023,4.444076,[54 32] ; [19  3],[58.12962963 27.87037037] ; [14.87037037  7.12962963],0
p5,1,0.038847,4.267563,[ 25 261] ; [ 1 67],[ 21.00564972 264.99435028] ; [ 4.99435028 63.00564972],0
d3,1,0.051676,3.786212,[212  74] ; [58 10],[218.13559322  67.86440678] ; [51.86440678 16.13559322],0
p11,1,0.064892,3.407711,[209  77] ; [42 26],[202.78531073  83.21468927] ; [48.21468927 19.78531073],0
s8,1,0.074074,3.19035,[ 93 192] ; [30 38],[ 99.30594901 185.69405099] ; [23.69405099 44.30594901],0
v4,1,0.078072,3.10459,[251  33] ; [65  3],[254.95454545  29.04545455] ; [61.04545455  6.95454545],0
n5,1,0.108337,2.578316,[183  99] ; [37 31],[177.25714286 104.74285714] ; [42.74285714 25.25714286],0
u3,1,0.120222,2.41443,[40 39] ; [14  6],[43.09090909 35.90909091] ; [10.90909091  9.09090909],0
r1,1,0.126709,2.332373,[222  63] ; [47 21],[217.18130312  67.81869688] ; [51.81869688 16.18130312],0
b2,1,0.131904,2.269949,[ 61 108] ; [ 8 27],[ 57.16176471 111.83823529] ; [11.83823529 23.16176471],0
b3,1,0.131904,2.269949,[ 61 108] ; [ 8 27],[ 57.16176471 111.83823529] ; [11.83823529 23.16176471],0
p4,1,0.279786,1.168127,[137 145] ; [38 30],[141. 141.] ; [34. 34.],0
p3,1,0.28058,1.164276,[110 176] ; [31 37],[113.91525424 172.08474576] ; [27.08474576 40.91525424],0
p9,1,0.356164,0.851373,[213  70] ; [54 13],[215.88857143  67.11142857] ; [51.11142857 15.88857143],0
a1,1,0.370694,0.801338,[ 16 270] ; [ 2 66],[ 14.54237288 271.45762712] ; [ 3.45762712 64.54237288],0
a6,1,0.401912,0.702598,[196  90] ; [43 25],[193.09039548  92.90960452] ; [45.90960452 22.09039548],0
b5,1,0.420218,0.649706,[157 129] ; [41 27],[159.96610169 126.03389831] ; [38.03389831 29.96610169],0
d5,1,0.443351,0.587595,[246  40] ; [56 12],[243.98870056  42.01129944] ; [58.01129944  9.98870056],0
a2,1,0.445083,0.583144,[ 67 219] ; [13 55],[ 64.63276836 221.36723164] ; [15.36723164 52.63276836],0
r4,1,0.451564,0.566722,[242  44] ; [55 13],[239.94915254  46.05084746] ; [57.05084746 10.94915254],0
s1,1,0.461265,0.542822,[ 11 273] ; [ 4 64],[ 12.10227273 271.89772727] ; [ 2.89772727 65.10227273],0
r3,1,0.470033,0.521899,[262  22] ; [60  7],[260.53561254  23.46438746] ; [61.46438746  5.53561254],0
a7,1,0.473957,0.512736,[214  72] ; [48 20],[211.67231638  74.32768362] ; [50.32768362 17.67231638],0
b4,1,0.49724,0.460821,[168 118] ; [43 25],[170.46892655 115.53107345] ; [40.53107345 27.46892655],0
u2,1,0.51446,0.424985,[45 34] ; [13  7],[46.28282828 32.71717172] ; [11.71717172  8.28282828],0
d2,1,0.582692,0.301903,[144 140] ; [37 31],[146.03409091 137.96590909] ; [34.96590909 33.03409091],0
n2,1,0.586483,0.29587,[58 29] ; [16  6],[59.06422018 27.93577982] ; [14.93577982  7.06422018],0
a5,1,0.591471,0.288053,[207  79] ; [47 21],[205.20903955  80.79096045] ; [48.79096045 19.20903955],0
p2,1,0.59643,0.280414,[209  76] ; [52 16],[210.7223796  74.2776204] ; [50.2776204 17.7223796],0
d1,1,0.644778,0.212548,[185 101] ; [46 22],[186.62711864  99.37288136] ; [44.37288136 23.62711864],0
r2,1,0.667335,0.184736,[255  26] ; [61  5],[255.8962536  25.1037464] ; [60.1037464  5.8962536],0
u1,1,0.677415,0.17305,[ 48 238] ; [10 58],[ 46.85875706 239.14124294] ; [11.14124294 56.85875706],0
p7,1,0.715091,0.133245,[150 130] ; [37 29],[151.32947977 128.67052023] ; [35.67052023 30.32947977],0
p1,1,0.733217,0.116179,[ 20 264] ; [ 4 64],[ 19.36363636 264.63636364] ; [ 4.63636364 63.36363636],0
a4,1,0.735551,0.114076,[128 157] ; [29 39],[126.75637394 158.24362606] ; [30.24362606 37.75637394],0
b1,1,0.76498,0.08937,[115 171] ; [26 42],[113.91525424 172.08474576] ; [27.08474576 40.91525424],0
p10,1,0.76741,0.087476,[208  76] ; [51 17],[208.96590909  75.03409091] ; [50.03409091 17.96590909],0
v2,1,0.819321,0.052175,[117 159] ; [29 37],[117.8245614 158.1754386] ; [28.1754386 37.8245614],0
n1,1,0.838783,0.041392,[29 56] ; [ 7 15],[28.59813084 56.40186916] ; [ 7.40186916 14.59813084],0
p8,1,0.84453,0.038456,[122 161] ; [28 39],[121.28571429 161.71428571] ; [28.71428571 38.28571429],0
