Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001594,9.966886,[16 23] ; [23  6],[22.36764706 16.63235294] ; [16.63235294 12.36764706],0
b5,1,0.005535,7.695844,[15 24] ; [21  8],[20.64705882 18.35294118] ; [15.35294118 13.64705882],0
p2,1,0.019728,5.435788,[10 29] ; [15 13],[14.55223881 24.44776119] ; [10.44776119 17.55223881],0
p4,1,0.026605,4.916291,[ 5 34] ; [10 18],[ 8.73134328 30.26865672] ; [ 6.26865672 21.73134328],0
p8,1,0.064504,3.417625,[ 3 35] ; [ 7 22],[ 5.67164179 32.32835821] ; [ 4.32835821 24.67164179],0
u2,1,0.081497,3.034782,[ 7 11] ; [ 1 10],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
d3,1,0.090981,2.856932,[17 21] ; [19 10],[20.41791045 17.58208955] ; [15.58208955 13.41791045],0
s7,1,0.107793,2.586285,[ 4 32] ; [ 7 19],[ 6.38709677 29.61290323] ; [ 4.61290323 21.38709677],0
a1,1,0.116895,2.458441,[ 8 31] ; [ 2 27],[ 5.73529412 33.26470588] ; [ 4.26470588 24.73529412],0
n5,1,0.16764,1.90392,[19 20] ; [19 10],[21.79411765 17.20588235] ; [16.20588235 12.79411765],0
p1,1,0.177791,1.815997,[ 5 34] ; [ 1 28],[ 3.44117647 35.55882353] ; [ 2.55882353 26.44117647],0
s6,1,0.208347,1.582874,[ 7 32] ; [ 9 20],[ 9.17647059 29.82352941] ; [ 6.82352941 22.17647059],0
p3,1,0.209342,1.575973,[ 6 32] ; [ 8 20],[ 8.06060606 29.93939394] ; [ 5.93939394 22.06060606],0
s8,1,0.212807,1.552228,[ 2 37] ; [ 4 25],[ 3.44117647 35.55882353] ; [ 2.55882353 26.44117647],0
a7,1,0.220196,1.503095,[22 17] ; [12 17],[19.5 19.5] ; [14.5 14.5],0
s4,1,0.229592,1.443385,[ 4 35] ; [ 6 23],[ 5.73529412 33.26470588] ; [ 4.26470588 24.73529412],0
r3,1,0.234403,1.413944,[12 27] ; [13 16],[14.33823529 24.66176471] ; [10.66176471 18.33823529],0
a4,1,0.247172,1.339219,[15 24] ; [ 7 21],[12.80597015 26.19402985] ; [ 9.19402985 18.80597015],0
d4,1,0.251413,1.315436,[23 16] ; [21  8],[25.23529412 13.76470588] ; [18.76470588 10.23529412],0
v1,1,0.286296,1.136957,[13 26] ; [ 6 22],[11.05970149 27.94029851] ; [ 7.94029851 20.05970149],0
v2,1,0.308552,1.036863,[ 8 30] ; [ 9 19],[ 9.78787879 28.21212121] ; [ 7.21212121 20.78787879],0
a6,1,0.309008,1.03491,[21 18] ; [12 17],[18.92647059 20.07352941] ; [14.07352941 14.92647059],0
d1,1,0.334736,0.930487,[13 26] ; [13 16],[14.91176471 24.08823529] ; [11.08823529 17.91176471],0
v3,1,0.343176,0.898529,[ 7 32] ; [ 8 21],[ 8.60294118 30.39705882] ; [ 6.39705882 22.60294118],0
s2,1,0.343176,0.898529,[ 7 32] ; [ 8 21],[ 8.60294118 30.39705882] ; [ 6.39705882 22.60294118],0
n4,1,0.375621,0.784985,[20 19] ; [18 11],[21.79411765 17.20588235] ; [16.20588235 12.79411765],0
s1,1,0.426596,0.632074,[ 5 34] ; [ 2 27],[ 4.01470588 34.98529412] ; [ 2.98529412 26.01470588],0
n2,1,0.45655,0.55434,[ 9 13] ; [8 7],[10.10810811 11.89189189] ; [6.89189189 8.10810811],0
b4,1,0.461971,0.541114,[18 21] ; [16 13],[19.5 19.5] ; [14.5 14.5],0
