Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000906,11.009524,[ 7 20] ; [8 1],[11.25 15.75] ; [3.75 5.25],1
s6,1,0.002632,9.046154,[ 4 23] ; [6 3],[ 7.5 19.5] ; [2.5 6.5],0
d5,1,0.01222,6.278638,[11 16] ; [8 1],[14.25 12.75] ; [4.75 4.25],0
r4,1,0.028656,4.788177,[ 3 24] ; [4 5],[ 5.25 21.75] ; [1.75 7.25],0
v3,1,0.028656,4.788177,[ 3 24] ; [4 5],[ 5.25 21.75] ; [1.75 7.25],0
p4,1,0.064078,3.428571,[ 4 23] ; [4 5],[ 6. 21.] ; [2. 7.],0
d1,1,0.078983,3.085714,[ 9 18] ; [6 3],[11.25 15.75] ; [3.75 5.25],0
p11,1,0.119814,2.419753,[ 5 22] ; [4 5],[ 6.75 20.25] ; [2.25 6.75],0
a5,1,0.121335,2.4,[10 17] ; [6 3],[12. 15.] ; [4. 5.],0
r1,1,0.121335,2.4,[10 17] ; [6 3],[12. 15.] ; [4. 5.],0
a7,1,0.121335,2.4,[10 17] ; [6 3],[12. 15.] ; [4. 5.],0
n5,1,0.121335,2.4,[17 10] ; [3 6],[15. 12.] ; [5. 4.],0
s7,1,0.166994,1.909722,[ 3 21] ; [3 6],[ 4.36363636 19.63636364] ; [1.63636364 7.36363636],0
b4,1,0.171857,1.866667,[14 13] ; [7 2],[15.75 11.25] ; [5.25 3.75],0
d3,1,0.177262,1.820433,[11 16] ; [6 3],[12.75 14.25] ; [4.25 4.75],0
b5,1,0.177262,1.820433,[11 16] ; [6 3],[12.75 14.25] ; [4.25 4.75],0
p10,1,0.220671,1.5,[ 2 25] ; [2 7],[ 3. 24.] ; [1. 8.],0
a2,1,0.220671,1.5,[ 2 25] ; [2 7],[ 3. 24.] ; [1. 8.],0
s3,1,0.329111,0.952393,[ 7 19] ; [4 5],[ 8.17142857 17.82857143] ; [2.82857143 6.17142857],0
v1,1,0.354539,0.857143,[ 5 22] ; [3 6],[ 6. 21.] ; [2. 7.],0
p7,1,0.354539,0.857143,[ 7 20] ; [1 8],[ 6. 21.] ; [2. 7.],0
a3,1,0.386997,0.748355,[13 13] ; [6 3],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
s8,1,0.400814,0.705882,[ 1 26] ; [1 8],[ 1.5 25.5] ; [0.5 8.5],0
s5,1,0.40387,0.696774,[ 3 24] ; [2 7],[ 3.75 23.25] ; [1.25 7.75],0
r2,1,0.502944,0.448718,[14 12] ; [6 3],[14.85714286 11.14285714] ; [5.14285714 3.85714286],0
n6,1,0.598901,0.276657,[ 9 17] ; [4 5],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
u2,1,0.659118,0.194597,[ 3 11] ; [1 2],[ 3.29411765 10.70588235] ; [0.70588235 2.29411765],0
n3,1,0.683406,0.166317,[ 6 11] ; [1 1],[ 6.26315789 10.73684211] ; [0.73684211 1.26315789],0
n4,1,0.693012,0.155844,[17 10] ; [5 4],[16.5 10.5] ; [5.5 3.5],0
a8,1,0.727724,0.121212,[ 2 25] ; [1 8],[ 2.25 24.75] ; [0.75 8.25],0
p6,1,0.752172,0.099715,[ 2 24] ; [1 8],[ 2.22857143 23.77142857] ; [0.77142857 8.22857143],0
p8,1,0.752172,0.099715,[ 4 22] ; [1 8],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
d2,1,0.773795,0.082607,[13 13] ; [5 4],[13.37142857 12.62857143] ; [4.62857143 4.37142857],0
b2,1,0.807671,0.059259,[ 7 11] ; [2 4],[ 6.75 11.25] ; [2.25 3.75],0
b3,1,0.807671,0.059259,[ 7 11] ; [2 4],[ 6.75 11.25] ; [2.25 3.75],0
p2,1,0.807903,0.059113,[ 5 22] ; [2 7],[ 5.25 21.75] ; [1.75 7.25],0
p3,1,0.807903,0.059113,[ 5 22] ; [2 7],[ 5.25 21.75] ; [1.75 7.25],0
b1,1,0.847157,0.037152,[14 13] ; [5 4],[14.25 12.75] ; [4.75 4.25],0
n2,1,0.891305,0.018674,[ 5 12] ; [1 2],[ 5.1 11.9] ; [0.9 2.1],0
a4,1,0.944322,0.004877,[ 9 17] ; [3 6],[ 8.91428571 17.08571429] ; [3.08571429 5.91428571],0
n1,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
s2,1,1.0,0.0,[ 6 21] ; [2 7],[ 6. 21.] ; [2. 7.],0
a6,1,1.0,0.0,[12 15] ; [4 5],[12. 15.] ; [4. 5.],0
