Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,50.074261,[13 63] ; [91 43],[37.63809524 38.36190476] ; [66.36190476 67.63809524],1
p6,1,0.0,27.238303,[10 66] ; [65 67],[27.40384615 48.59615385] ; [47.59615385 84.40384615],1
p2,1,4e-06,21.288311,[47 29] ; [119  15],[60.07619048 15.92380952] ; [105.92380952  28.07619048],1
p4,1,4e-06,21.066251,[24 52] ; [87 48],[39.98104265 36.01895735] ; [71.01895735 63.98104265],1
p3,1,0.000755,11.349074,[25 51] ; [77 58],[36.73933649 39.26066351] ; [65.26066351 69.73933649],1
s8,1,0.00131,10.328372,[25 51] ; [76 60],[36.20754717 39.79245283] ; [64.79245283 71.20754717],0
d3,1,0.002939,8.84502,[22 54] ; [68 68],[32.26415094 43.73584906] ; [57.73584906 78.26415094],0
p10,1,0.00881,6.86091,[53 23] ; [113  20],[60.36363636 15.63636364] ; [105.63636364  27.36363636],0
v3,1,0.01084,6.491373,[18 53] ; [59 77],[26.41062802 44.58937198] ; [50.58937198 85.41062802],0
b5,1,0.010855,6.488856,[44 32] ; [54 82],[35.13207547 40.86792453] ; [62.86792453 73.13207547],0
s7,1,0.011175,6.437313,[30 45] ; [77 55],[38.76811594 36.23188406] ; [68.23188406 63.76811594],0
s2,1,0.013481,6.104928,[26 48] ; [72 64],[34.53333333 39.46666667] ; [63.46666667 72.53333333],0
s3,1,0.014641,5.959159,[33 42] ; [83 52],[41.42857143 33.57142857] ; [74.57142857 60.42857143],0
b4,1,0.014798,5.940387,[49 27] ; [64 72],[40.50943396 35.49056604] ; [72.49056604 63.50943396],0
d5,1,0.015854,5.819048,[48 28] ; [106  29],[55.46919431 20.53080569] ; [98.53080569 36.46919431],0
d4,1,0.022402,5.214326,[48 28] ; [105  30],[55.10900474 20.89099526] ; [97.89099526 37.10900474],0
n5,1,0.023715,5.115353,[53 23] ; [113  23],[59.50943396 16.49056604] ; [106.49056604  29.50943396],0
s5,1,0.032423,4.575977,[19 51] ; [56 76],[25.99009901 44.00990099] ; [49.00990099 82.99009901],0
p5,1,0.04576,3.99042,[ 5 70] ; [ 22 113],[ 9.64285714 65.35714286] ; [ 17.35714286 117.64285714],0
v1,1,0.06063,3.520063,[32 41] ; [77 57],[38.43961353 34.56038647] ; [70.56038647 63.43961353],0
r1,1,0.061603,3.493681,[49 27] ; [104  32],[54.8490566 21.1509434] ; [98.1509434 37.8490566],0
a6,1,0.065001,3.404944,[39 37] ; [52 84],[32.62264151 43.37735849] ; [58.37735849 77.62264151],0
r4,1,0.07395,3.193089,[58 18] ; [117  19],[62.73584906 13.26415094] ; [112.26415094  23.73584906],0
v2,1,0.07655,3.136677,[27 42] ; [70 64],[32.97044335 36.02955665] ; [64.02955665 69.97044335],0
v4,1,0.106593,2.604023,[65 10] ; [126   9],[68.21428571  6.78571429] ; [122.78571429  12.21428571],0
d1,1,0.140429,2.173253,[30 46] ; [68 68],[35.13207547 40.86792453] ; [62.86792453 73.13207547],0
p9,1,0.14317,2.143548,[60 16] ; [117  18],[63.7535545 12.2464455] ; [113.2464455  21.7535545],0
s4,1,0.152371,2.048351,[10 65] ; [ 29 107],[13.86255924 61.13744076] ; [ 25.13744076 110.86255924],0
a1,1,0.20953,1.574668,[ 2 74] ; [  9 127],[ 3.94339623 72.05660377] ; [  7.05660377 128.94339623],0
b1,1,0.210402,1.568661,[29 47] ; [64 72],[33.33962264 42.66037736] ; [59.66037736 76.33962264],0
n4,1,0.277316,1.180197,[56 20] ; [109  27],[59.1509434 16.8490566] ; [105.8490566  30.1509434],0
a4,1,0.311706,1.023432,[37 39] ; [56 79],[33.49763033 42.50236967] ; [59.50236967 75.49763033],0
